step,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt
1,1,1.9465369148254394,0.2916,1.7497027730941772,0.366,1745086812.0311596,2025/04/20 03:20:12,14.439292430877686,14.4s
2,2,1.696499967956543,0.3836,1.7843256977081299,0.3748,1745086826.6695929,2025/04/20 03:20:26,29.077725648880005,29.1s
3,3,1.5962503255844116,0.4112,1.5973179275512694,0.4382,1745086841.6951516,2025/04/20 03:20:41,44.10328435897827,44.1s
4,4,1.5824661811828613,0.4186,1.5647667892456054,0.4444,1745086856.2536056,2025/04/20 03:20:56,58.66173839569092,58.7s
5,5,1.5235042755126953,0.4394,1.6548535190582276,0.4286,1745086870.3223636,2025/04/20 03:21:10,72.73049640655518,1.2m
6,6,1.5126200824737548,0.4508,1.5819812301635743,0.4502,1745086885.6044612,2025/04/20 03:21:25,88.01259398460388,1.5m
7,7,1.4797926280975342,0.4618,1.493274847793579,0.4758,1745086899.594931,2025/04/20 03:21:39,102.00306367874146,1.7m
8,8,1.4348662651062012,0.4762,1.488300729751587,0.4774,1745086913.3215742,2025/04/20 03:21:53,115.72970700263977,1.9m
9,9,1.3914221021652222,0.4964,1.4249862005233764,0.4992,1745086927.2407062,2025/04/20 03:22:07,129.6488389968872,2.2m
10,10,1.3874080701828002,0.4988,1.4268630692481994,0.4978,1745086941.3860173,2025/04/20 03:22:21,143.79415011405945,2.4m
11,11,1.3751530685424804,0.5016,1.3429442457199097,0.516,1745086955.462073,2025/04/20 03:22:35,157.87020587921143,2.6m
12,12,1.3336983963012696,0.5132,1.3626814765930175,0.5208,1745086969.6342669,2025/04/20 03:22:49,172.04239964485168,2.9m
13,13,1.3102482685089112,0.5224,1.3514087568283082,0.5166,1745086983.3744605,2025/04/20 03:23:03,185.78259325027466,3.1m
14,14,1.3010660186767578,0.5346,1.3569885124206542,0.5246,1745086997.9516864,2025/04/20 03:23:17,200.35981917381287,3.3m
15,15,1.2563688716888428,0.55,1.3128885482788086,0.5328,1745087012.3365848,2025/04/20 03:23:32,214.74471759796143,3.6m
16,16,1.2307258644104004,0.5592,1.2756570566177368,0.5468,1745087026.7067144,2025/04/20 03:23:46,229.11484718322754,3.8m
17,17,1.20835463180542,0.5652,1.2645098352432251,0.5464,1745087041.1217506,2025/04/20 03:24:01,243.5298833847046,4.1m
18,18,1.1750704864501953,0.5838,1.2469590545654297,0.5608,1745087055.0451438,2025/04/20 03:24:15,257.4532766342163,4.3m
19,19,1.1799593536376953,0.5708,1.255676411819458,0.5548,1745087069.32112,2025/04/20 03:24:29,271.7292528152466,4.5m
20,20,1.1256345500946046,0.603,1.2556909660339355,0.5548,1745087084.1782484,2025/04/20 03:24:44,286.5863811969757,4.8m
21,21,1.112891984939575,0.5974,1.2133241338729859,0.5658,1745087098.3007536,2025/04/20 03:24:58,300.708886384964,5.0m
22,22,1.0854433280944824,0.6138,1.2045581487655639,0.5678,1745087112.8138685,2025/04/20 03:25:12,315.2220013141632,5.3m
23,23,1.0704695426940918,0.6162,1.196172927570343,0.5788,1745087127.2742684,2025/04/20 03:25:27,329.68240118026733,5.5m
24,24,1.054988063621521,0.6314,1.1916865238189698,0.5762,1745087142.1826553,2025/04/20 03:25:42,344.5907881259918,5.7m
25,25,1.0387355215072631,0.6394,1.1831690901756287,0.5838,1745087156.959079,2025/04/20 03:25:56,359.36721181869507,6.0m
26,26,1.0253153007507325,0.6402,1.1840715844154357,0.584,1745087171.7578616,2025/04/20 03:26:11,374.16599440574646,6.2m
27,27,1.0215945526123047,0.6346,1.190729543685913,0.5792,1745087185.853044,2025/04/20 03:26:25,388.2611768245697,6.5m
28,28,1.0002949991226195,0.648,1.1724453917503357,0.589,1745087199.706853,2025/04/20 03:26:39,402.114985704422,6.7m
29,29,1.0061853464126587,0.6428,1.1750304483413696,0.589,1745087214.011671,2025/04/20 03:26:54,416.41980385780334,6.9m
30,30,0.9991157991409302,0.6454,1.1768376281738282,0.583,1745087228.8251522,2025/04/20 03:27:08,431.23328495025635,7.2m
