step,lr,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
1,0.1,1,2.307168126106262,0.0703125,2.2840890884399414,0.09375,1745744364.166473,2025/04/27 17:59:24,4.939241409301758,4.9s,0.000032896696211537346
2,0.0,2,2.306536316871643,0.0703125,2.2883822917938232,0.109375,1745744364.9297867,2025/04/27 17:59:24,5.702555179595947,5.7s,0.00003256387935834937
3,0.0,3,2.30448055267334,0.0703125,2.290449380874634,0.1328125,1745744365.6753588,2025/04/27 17:59:25,6.448127269744873,6.4s,0.00003091432881774381
4,0.0,4,2.3059061765670776,0.06640625,2.2928879261016846,0.1328125,1745744366.423861,2025/04/27 17:59:26,7.196629524230957,7.2s,0.0000321423722198233
5,0.0,5,2.3050581216812134,0.0703125,2.2943711280822754,0.1171875,1745744367.1750882,2025/04/27 17:59:27,7.947856664657593,7.9s,0.00003473584001767449
6,0.0,6,2.3011229038238525,0.0703125,2.295215129852295,0.1015625,1745744367.9806907,2025/04/27 17:59:27,8.753459215164185,8.8s,0.000035028508136747405
7,0.0,7,2.301885485649109,0.0703125,2.295734167098999,0.1015625,1745744368.7303774,2025/04/27 17:59:28,9.503145933151245,9.5s,0.0000334372598445043
8,0.0,8,2.3030502796173096,0.0703125,2.2963521480560303,0.1015625,1745744369.489075,2025/04/27 17:59:29,10.26184344291687,10.3s,0.00003268765431130305
9,0.0,9,2.30245578289032,0.0703125,2.296931028366089,0.09375,1745744370.238292,2025/04/27 17:59:30,11.0110604763031,11.0s,0.00003104403367615305
10,0.0,10,2.3018336296081543,0.06640625,2.2972724437713623,0.09375,1745744371.0000598,2025/04/27 17:59:31,11.772828340530396,11.8s,0.000033171872928505763
