model_arc,epochs,ensemble_type,params,optimizer,grad,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
models.resnet_git_ee_bn resnet18,100,ME,2855808,SGD,2855808,100,1.6625289764404296,0.4184,1.7194489109039306,0.3968,1745702398.956834,2025/04/27 06:19:58,1249.563568353653,20.8m,0.0002360594953643158
