step,epoch,train_loss,train_acc,train_path_loss,train_path_acc,timestamp,timestamp_fmt,duration,duration_fmt,dur_total_core,dur_train_core,dur_dl_train,val_loss,val_acc,val_path_loss,val_path_acc
1,1,4.755717113494873,0.007,mean: 4.755717113494873,mean: 0.007,1749069888.783484,2025/06/05 05:44:48,2.7175204753875732,2.7s,0.10664057731628418,0.10666632652282715,0.05634355545043945,,,,
2,2,4.610916061401367,0.019,mean: 4.610916061401367,mean: 0.019,1749069891.2131605,2025/06/05 05:44:51,5.147197008132935,5.1s,0.18489551544189453,0.1849508285522461,0.12274694442749023,,,,
3,3,4.391078441619873,0.042,mean: 4.391078441619873,mean: 0.042,1749069893.9946618,2025/06/05 05:44:53,7.928698301315308,7.9s,0.288651704788208,0.2887284755706787,0.1797161102294922,,,,
4,4,4.148215793609619,0.035,mean: 4.148215793609619,mean: 0.035,1749069896.5219035,2025/06/05 05:44:56,10.455940008163452,10.5s,0.3886301517486572,0.3887310028076172,0.23744988441467285,,,,
5,5,3.951666753768921,0.065,mean: 3.951666753768921,mean: 0.065,1749069898.8417766,2025/06/05 05:44:58,12.775813102722168,12.8s,0.5005989074707031,0.5007219314575195,0.2969400882720947,,,,
6,6,3.7807463340759275,0.088,mean: 3.7807463340759275,mean: 0.088,1749069901.5188432,2025/06/05 05:45:01,15.452879667282104,15.5s,0.5775213241577148,0.5776662826538086,0.35428786277770996,,,,
7,7,3.627223320007324,0.117,mean: 3.627223320007324,mean: 0.117,1749069904.0406868,2025/06/05 05:45:04,17.97472333908081,18.0s,0.6883213520050049,0.6884849071502686,0.4145967960357666,,,,
8,8,3.450137754440308,0.137,mean: 3.450137754440308,mean: 0.137,1749069906.4284322,2025/06/05 05:45:06,20.362468719482422,20.4s,0.7868738174438477,0.7870614528656006,0.47295379638671875,,,,
9,9,3.2573648357391356,0.191,mean: 3.2573648357391356,mean: 0.191,1749069908.852579,2025/06/05 05:45:08,22.78661561012268,22.8s,0.8934516906738281,0.8936638832092285,0.531510591506958,,,,
10,10,3.151500980377197,0.195,mean: 3.151500980377197,mean: 0.195,1749069920.39028,2025/06/05 05:45:20,34.32431650161743,34.3s,1.2383549213409424,0.9953415393829346,0.5909311771392822,4.563217317962646,0.0761,mean: 4.563217317962646,mean: 0.0761
11,11,2.943295412063599,0.221,mean: 2.943295412063599,mean: 0.221,1749069923.2600648,2025/06/05 05:45:23,37.194101333618164,37.2s,1.3456506729125977,1.1026601791381836,0.721890926361084,,,,
12,12,2.7809204387664797,0.266,mean: 2.7809204387664797,mean: 0.266,1749069925.7721615,2025/06/05 05:45:25,39.70619797706604,39.7s,1.4335362911224365,1.19057297706604,0.7770595550537109,,,,
13,13,2.8294693622589113,0.239,mean: 2.8294693622589113,mean: 0.239,1749069928.0993109,2025/06/05 05:45:28,42.033347368240356,42.0s,1.546482801437378,1.3035471439361572,0.8339729309082031,,,,
14,14,2.5499456748962404,0.302,mean: 2.5499456748962404,mean: 0.302,1749069930.6090853,2025/06/05 05:45:30,44.54312181472778,44.5s,1.6216557025909424,1.3787448406219482,0.8904454708099365,,,,
15,15,2.340120918273926,0.366,mean: 2.340120918273926,mean: 0.366,1749069933.2570143,2025/06/05 05:45:33,47.19105076789856,47.2s,1.7320728302001953,1.489184856414795,0.960993766784668,,,,
16,16,2.243195825576782,0.362,mean: 2.243195825576782,mean: 0.362,1749069935.6541452,2025/06/05 05:45:35,49.58818173408508,49.6s,1.843104362487793,1.6002376079559326,1.0176825523376465,,,,
17,17,2.128898000717163,0.393,mean: 2.128898000717163,mean: 0.393,1749069938.0625625,2025/06/05 05:45:38,51.996598958969116,52.0s,1.9153106212615967,1.672466516494751,1.0785784721374512,,,,
18,18,1.9045654735565185,0.454,mean: 1.9045654735565185,mean: 0.454,1749069940.737788,2025/06/05 05:45:40,54.67182445526123,54.7s,2.0154380798339844,1.7726173400878906,1.1360459327697754,,,,
19,19,1.7058476104736329,0.511,mean: 1.7058476104736329,mean: 0.511,1749069943.2630901,2025/06/05 05:45:43,57.197126626968384,57.2s,2.125932455062866,1.8831346035003662,1.1918258666992188,,,,
20,20,1.5784298219680786,0.548,mean: 1.5784298219680786,mean: 0.548,1749069954.8100805,2025/06/05 05:45:54,68.74411702156067,1.1m,2.4657135009765625,1.9559082984924316,1.250760793685913,5.416123109436035,0.0982,mean: 5.416123109436035,mean: 0.0982
