model_arc,epochs,ensemble_type,params,grad,lr,epoch,train_loss,train_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean,val_loss,val_acc
models.resnet_git_ee_def resnet18,100,ME,2855808,2855808,1.2335990856710008e-6,100,0.26767798643112184,0.9168,1745788406.564495,2025/04/28 06:13:26,1140.685721874237,19.0m,0.00022392535927906465,1.0106307388067246,0.7033
