step,epoch,train_loss,train_acc,timestamp,timestamp_fmt,duration,duration_fmt,dur_total_core,dur_train_core,dur_dl_train,val_loss,val_acc
1,1,1.0175496691749208,0.5952380952380952,1749097138.911672,2025/06/05 13:18:58,0.6318831443786621,631.9ms,0.03730583190917969,0.037323713302612305,0.056481361389160156,,
2,2,0.510303659098489,0.8261904761904761,1749097139.401628,2025/06/05 13:18:59,1.1218390464782715,1.1s,0.08223342895507812,0.07086491584777832,0.16833996772766113,0.6412309024069044,0.8
3,3,0.45080169496082123,0.8559523809523809,1749097140.1240914,2025/06/05 13:19:00,1.8443024158477783,1.8s,0.15132784843444824,0.13998079299926758,0.2695789337158203,,
4,4,0.45121581071899053,0.8321428571428572,1749097140.695751,2025/06/05 13:19:00,2.415961980819702,2.4s,0.23691916465759277,0.21356463432312012,0.3194761276245117,0.507294668091668,0.8333333333333334
5,5,0.4019344504390444,0.8630952380952381,1749097141.2142487,2025/06/05 13:19:01,2.934459686279297,2.9s,0.27138185501098633,0.2480485439300537,0.41100430488586426,,
6,6,0.43409181662968227,0.8559523809523809,1749097141.8135295,2025/06/05 13:19:01,3.533740520477295,3.5s,0.32495570182800293,0.281984806060791,0.5447132587432861,0.42353596687316897,0.85
7,7,0.32514360348383586,0.8928571428571429,1749097142.5055056,2025/06/05 13:19:02,4.225716590881348,4.2s,0.39382314682006836,0.35087108612060547,0.6298270225524902,,
8,8,0.3544006024088178,0.8845238095238095,1749097142.9854379,2025/06/05 13:19:02,4.705648899078369,4.7s,0.44202232360839844,0.38765621185302734,0.733896017074585,0.4314717279540168,0.8416666666666667
9,9,0.33986240455082484,0.8833333333333333,1749097143.4812455,2025/06/05 13:19:03,5.201456546783447,5.2s,0.485645055770874,0.4313044548034668,0.8104441165924072,,
10,10,0.34176652828852333,0.8857142857142857,1749097144.0703316,2025/06/05 13:19:04,5.7905426025390625,5.8s,0.5495977401733398,0.4739367961883545,0.9085357189178467,0.4595648633109199,0.8527777777777777
11,11,0.3563579905600775,0.8738095238095238,1749097144.7477815,2025/06/05 13:19:04,6.467992544174194,6.5s,0.6149864196777344,0.5393435955047607,0.9830780029296875,,
12,12,0.3360248393955685,0.8821428571428571,1749097145.2459762,2025/06/05 13:19:05,6.966187238693237,7.0s,0.6636064052581787,0.5775766372680664,1.0812811851501465,0.3953407287597656,0.8611111111111112
13,13,0.3425986000469753,0.8761904761904762,1749097145.802914,2025/06/05 13:19:05,7.523124933242798,7.5s,0.7022998332977295,0.6162903308868408,1.1921699047088623,,
14,14,0.3115963876247406,0.8857142857142857,1749097146.4937053,2025/06/05 13:19:06,8.213916301727295,8.2s,0.803821325302124,0.6917576789855957,1.2459523677825928,0.3957694775528378,0.8638888888888889
15,15,0.3349351039954594,0.8940476190476191,1749097147.0613616,2025/06/05 13:19:07,8.781572580337524,8.8s,0.8425495624542236,0.7305059432983398,1.3620543479919434,,
16,16,0.3135429234731765,0.8952380952380953,1749097147.5349278,2025/06/05 13:19:07,9.255138874053955,9.3s,0.8866417407989502,0.7635135650634766,1.4628582000732422,0.46065467794736226,0.85
17,17,0.34637189819699243,0.8892857142857142,1749097148.1733773,2025/06/05 13:19:08,9.893588304519653,9.9s,0.9480910301208496,0.8249821662902832,1.5636720657348633,,
18,18,0.31827327921277,0.8833333333333333,1749097148.8456192,2025/06/05 13:19:08,10.56583023071289,10.6s,1.032944679260254,0.8834071159362793,1.6384100914001465,0.40487135383817885,0.8527777777777777
19,19,0.3192014631770906,0.8833333333333333,1749097149.3632205,2025/06/05 13:19:09,11.083431482315063,11.1s,1.0768241882324219,0.9273097515106201,1.6983826160430908,,
20,20,0.28804125445229667,0.8964285714285715,1749097149.8294666,2025/06/05 13:19:09,11.549677610397339,11.5s,1.121150255203247,0.9605348110198975,1.7871317863464355,0.404233095380995,0.8638888888888889
