step,epoch,train_loss,train_acc,train_path_loss,train_path_acc,val_loss,val_acc,val_path_loss,val_path_acc,param_l2norm_layer,param_l2norm,grad_l2norm_layer,grad_l2norm,dur_total_core,dur_train_core,dur_dl_train
1,1,4.595985271453857,0.0145,last: 4.6907342987060545,last: 0.0055,,,,,(nested_data),112.44735717773438,(nested_data),1.066057801246643,0.8123557567596436,0.812385082244873,0.055986881256103516
2,2,4.424081436157227,0.0345,last: 4.669132652282715,last: 0.0145,,,,,(nested_data),112.50003814697266,(nested_data),1.0417344570159912,1.6234354972839355,1.623497486114502,0.11098194122314453
3,3,4.262344543457031,0.0465,last: 4.840779914855957,last: 0.0185,,,,,(nested_data),112.56321716308594,(nested_data),1.132446527481079,2.436734199523926,2.43682861328125,0.16589879989624023
4,4,4.097179176330567,0.063,last: 5.107581611633301,last: 0.03,,,,,(nested_data),112.6393814086914,(nested_data),1.167783498764038,3.24855899810791,3.2486889362335205,0.22196102142333984
5,5,3.976622423171997,0.082,last: 5.203726554870605,last: 0.0345,,,,,(nested_data),112.72421264648438,(nested_data),1.2259249687194824,4.078343629837036,4.078526496887207,0.2781522274017334
6,6,3.839829439163208,0.102,last: 5.452407024383545,last: 0.035,,,,,(nested_data),112.82173919677734,(nested_data),1.307921290397644,4.909137487411499,4.909377813339233,0.3475809097290039
7,7,3.7458341846466063,0.1285,last: 5.61758609008789,last: 0.0365,,,,,(nested_data),112.9241943359375,(nested_data),1.3146612644195557,5.717331409454346,5.717607021331787,0.40172886848449707
8,8,3.617559465408325,0.1445,last: 5.76673205947876,last: 0.0405,,,,,(nested_data),113.0330810546875,(nested_data),1.3324956893920898,6.526158094406128,6.5264692306518555,0.45694828033447266
9,9,3.535821430206299,0.147,last: 5.945966041564941,last: 0.039,,,,,(nested_data),113.1501235961914,(nested_data),1.4287809133529663,7.338384628295898,7.338731288909912,0.5143492221832275
10,10,3.425513063430786,0.165,last: 6.082584991455078,last: 0.0435,4.201333474349975,0.1012,last: 9.805355410766602,last: 0.0335,(nested_data),113.2703857421875,(nested_data),1.4375102519989014,9.831230401992798,8.148960828781128,0.5691957473754883
11,11,3.3392168407440184,0.174,last: 6.179306358337402,last: 0.0505,,,,,(nested_data),113.40435028076172,(nested_data),1.4736579656600952,10.797176599502563,9.11493730545044,0.6254391670227051
12,12,3.2341836585998536,0.201,last: 6.241380306243896,last: 0.0495,,,,,(nested_data),113.5395278930664,(nested_data),1.8893810510635376,11.607617616653442,9.925409317016602,0.678708553314209
13,13,3.160534160614014,0.212,last: 6.625508380889893,last: 0.052,,,,,(nested_data),113.6814193725586,(nested_data),2.076965093612671,12.417997360229492,10.735827207565308,0.7355475425720215
14,14,3.094607587814331,0.2215,last: 6.856841640472412,last: 0.056,,,,,(nested_data),113.83131408691406,(nested_data),1.7606192827224731,13.229008913040161,11.546868085861206,0.7893526554107666
15,15,3.008718744277954,0.234,last: 6.935660621643066,last: 0.057,,,,,(nested_data),113.9891128540039,(nested_data),1.7339632511138916,14.037523031234741,12.355411767959595,0.8446128368377686
16,16,2.9502279682159425,0.245,last: 6.969682739257813,last: 0.0545,,,,,(nested_data),114.14984130859375,(nested_data),1.8758456707000732,14.846726894378662,13.164644479751587,0.8981380462646484
17,17,2.841534917831421,0.273,last: 6.82063447189331,last: 0.058,,,,,(nested_data),114.32415771484375,(nested_data),1.8102164268493652,15.656287670135498,13.974238395690918,0.9558303356170654
18,18,2.781910524368286,0.286,last: 7.281779777526856,last: 0.0585,,,,,(nested_data),114.50678253173828,(nested_data),1.8162060976028442,16.46544361114502,14.783424377441406,1.0102219581604004
19,19,2.6783992347717285,0.294,last: 7.117023952484131,last: 0.0605,,,,,(nested_data),114.69473266601562,(nested_data),1.7321804761886597,17.274250507354736,15.592262744903564,1.0636603832244873
20,20,2.6262500228881835,0.298,last: 7.3723411483764645,last: 0.0695,3.92401428565979,0.1567,last: 9.41042017211914,last: 0.0457,(nested_data),114.89105224609375,(nested_data),1.998319387435913,19.764431715011597,16.400469064712524,1.1180367469787598
21,21,2.5186960639953613,0.3455,last: 7.0681057434082035,last: 0.07,,,,,(nested_data),115.10041809082031,(nested_data),1.8091541528701782,20.664908409118652,17.3009774684906,1.1743054389953613
22,22,2.516433355331421,0.3405,last: 7.634713516235352,last: 0.07,,,,,(nested_data),115.30810546875,(nested_data),2.1616604328155518,21.47322130203247,18.109321117401123,1.2291381359100342
23,23,2.3621529960632324,0.3765,last: 7.625723022460938,last: 0.069,,,,,(nested_data),115.52535247802734,(nested_data),2.1969316005706787,22.283164501190186,18.9192955493927,1.284395694732666
24,24,2.3233668632507323,0.3735,last: 7.781948295593262,last: 0.0745,,,,,(nested_data),115.75335693359375,(nested_data),2.1040921211242676,23.089503288269043,19.72566294670105,1.3386385440826416
25,25,2.299015829086304,0.3725,last: 7.89442195892334,last: 0.0735,,,,,(nested_data),115.98123168945312,(nested_data),2.20771861076355,23.896880865097046,20.53307056427002,1.394219160079956
26,26,2.1885369834899904,0.3925,last: 8.025162963867187,last: 0.068,,,,,(nested_data),116.21733093261719,(nested_data),2.173867702484131,24.706080675125122,21.342302083969116,1.4494690895080566
27,27,2.1022192153930663,0.423,last: 8.026772109985352,last: 0.074,,,,,(nested_data),116.46094512939453,(nested_data),2.0293195247650146,25.514357805252075,22.1506085395813,1.5048775672912598
28,28,2.018757947921753,0.4505,last: 8.194168266296387,last: 0.0765,,,,,(nested_data),116.71304321289062,(nested_data),2.3705239295959473,26.32212209701538,22.958402633666992,1.559678077697754
29,29,1.9791344757080078,0.444,last: 8.36437277984619,last: 0.077,,,,,(nested_data),116.97074127197266,(nested_data),2.2229297161102295,27.132676601409912,23.768988609313965,1.6192708015441895
30,30,1.891420883178711,0.486,last: 8.168295333862305,last: 0.0795,4.3727943824768065,0.1644,last: 13.003619046020507,last: 0.0492,(nested_data),117.23172760009766,(nested_data),2.257671356201172,29.622064352035522,24.580919981002808,1.6771550178527832
31,31,1.8156922159194946,0.498,last: 8.469463386535644,last: 0.0835,,,,,(nested_data),117.49980926513672,(nested_data),2.3541221618652344,30.584248542785645,25.543144702911377,1.736124038696289
32,32,1.7647025442123414,0.5065,last: 8.612419052124023,last: 0.0715,,,,,(nested_data),117.77381134033203,(nested_data),2.092345952987671,31.393804788589478,26.352731227874756,1.7903251647949219
33,33,1.6807173519134522,0.527,last: 8.687264183044434,last: 0.077,,,,,(nested_data),118.05634307861328,(nested_data),2.49739146232605,32.20183873176575,27.16079568862915,1.8429582118988037
34,34,1.6402916107177734,0.55,last: 8.819317649841308,last: 0.0845,,,,,(nested_data),118.34286499023438,(nested_data),2.3111073970794678,33.012084007263184,27.971070766448975,1.8963570594787598
35,35,1.5395036029815674,0.5755,last: 9.026621109008788,last: 0.079,,,,,(nested_data),118.63082885742188,(nested_data),2.415738582611084,33.825045108795166,28.784062385559082,1.9497613906860352
36,36,1.4739048538208008,0.59,last: 9.069318351745606,last: 0.082,,,,,(nested_data),118.92333984375,(nested_data),2.5270066261291504,34.634801626205444,29.593848705291748,2.0034358501434326
37,37,1.4183477935791016,0.6125,last: 9.285710792541504,last: 0.0845,,,,,(nested_data),119.2195053100586,(nested_data),2.1307013034820557,35.44380712509155,30.40288472175598,2.056654214859009
38,38,1.324918743133545,0.6295,last: 9.141953125,last: 0.0805,,,,,(nested_data),119.51705169677734,(nested_data),2.4663727283477783,36.251559019088745,31.210665941238403,2.109941244125366
39,39,1.2726269826889038,0.651,last: 9.351552345275879,last: 0.0845,,,,,(nested_data),119.81513977050781,(nested_data),2.2618112564086914,37.06287479400635,32.02201223373413,2.1640937328338623
40,40,1.2067118358612061,0.675,last: 9.522640182495117,last: 0.0765,4.715568912506104,0.1651,last: 14.100489343261719,last: 0.0481,(nested_data),120.11585998535156,(nested_data),2.1470422744750977,39.542338848114014,32.83158755302429,2.218139171600342
41,41,1.1242891092300416,0.6835,last: 9.367305519104004,last: 0.092,,,,,(nested_data),120.41411590576172,(nested_data),2.4761557579040527,40.563759326934814,33.85304880142212,2.2945969104766846
42,42,1.0586823844909667,0.7165,last: 9.615758483886719,last: 0.084,,,,,(nested_data),120.71834564208984,(nested_data),2.1307249069213867,41.37392544746399,34.66324520111084,2.348160982131958
43,43,1.0165733003616333,0.7175,last: 9.83766926574707,last: 0.087,,,,,(nested_data),121.02007293701172,(nested_data),2.518622636795044,42.18363094329834,35.47298049926758,2.4039978981018066
44,44,0.9921068878173828,0.7295,last: 9.942226524353027,last: 0.0945,,,,,(nested_data),121.31792449951172,(nested_data),2.600822925567627,42.994144439697266,36.28352236747742,2.461343288421631
45,45,0.8975795783996582,0.749,last: 9.90701047515869,last: 0.0925,,,,,(nested_data),121.6191635131836,(nested_data),2.5566492080688477,43.80507516860962,37.094480991363525,2.516961097717285
46,46,0.8747780504226684,0.7755,last: 9.798714584350586,last: 0.09,,,,,(nested_data),121.91031646728516,(nested_data),2.2953274250030518,44.615143060684204,37.90458559989929,2.5715208053588867
47,47,0.8262771644592285,0.772,last: 10.130217361450196,last: 0.0895,,,,,(nested_data),122.20638275146484,(nested_data),3.2267262935638428,45.428027629852295,38.71750068664551,2.6268670558929443
48,48,0.8168804788589478,0.7725,last: 10.092502243041992,last: 0.0955,,,,,(nested_data),122.501953125,(nested_data),2.3366785049438477,46.23924779891968,39.528751611709595,2.6805357933044434
49,49,0.6839286108016968,0.822,last: 10.145170196533202,last: 0.1,,,,,(nested_data),122.78517150878906,(nested_data),2.520082473754883,47.05092167854309,40.340452432632446,2.7344977855682373
50,50,0.6467554779052734,0.832,last: 10.225834426879883,last: 0.0945,5.451372328948975,0.1616,last: 18.483939453125,last: 0.0492,(nested_data),123.0554428100586,(nested_data),2.1922383308410645,49.546650886535645,41.154682874679565,2.7919421195983887
51,51,0.6221553964614868,0.8365,last: 10.267424453735352,last: 0.101,,,,,(nested_data),123.31694030761719,(nested_data),1.9993034601211548,50.42203760147095,42.030102014541626,2.8504481315612793
52,52,0.6132022643089294,0.8435,last: 10.096270683288575,last: 0.1035,,,,,(nested_data),123.57661437988281,(nested_data),1.9784497022628784,51.23047947883606,42.838574171066284,2.9100112915039062
53,53,0.5665841503143311,0.8595,last: 10.720827529907227,last: 0.096,,,,,(nested_data),123.83187866210938,(nested_data),2.4385690689086914,52.04088020324707,43.64900517463684,2.9647738933563232
54,54,0.4970697937011719,0.873,last: 10.665938613891601,last: 0.0975,,,,,(nested_data),124.0779037475586,(nested_data),2.052966356277466,52.84798812866211,44.45614290237427,3.020071506500244
55,55,0.48458793544769285,0.8885,last: 10.713148582458496,last: 0.102,,,,,(nested_data),124.31200408935547,(nested_data),2.4563989639282227,53.65770602226257,45.26589298248291,3.073975086212158
56,56,0.4564905743598938,0.891,last: 10.652514907836913,last: 0.101,,,,,(nested_data),124.54646301269531,(nested_data),2.2402031421661377,54.46808981895447,46.076308488845825,3.131216287612915
57,57,0.4164591975212097,0.9015,last: 10.564645835876465,last: 0.1045,,,,,(nested_data),124.77154541015625,(nested_data),1.9970418214797974,55.27682018280029,46.88506841659546,3.185194730758667
58,58,0.40790305137634275,0.902,last: 10.88275714111328,last: 0.1015,,,,,(nested_data),124.9927978515625,(nested_data),2.4765899181365967,56.086034059524536,47.69431233406067,3.238978862762451
59,59,0.3770779514312744,0.9085,last: 10.66332283782959,last: 0.101,,,,,(nested_data),125.20537567138672,(nested_data),2.3326241970062256,56.89768981933594,48.506001710891724,3.293592691421509
60,60,0.39983429169654844,0.896,last: 10.891984268188477,last: 0.1075,5.891198210144043,0.1735,last: 19.097568325805664,last: 0.0514,(nested_data),125.41779327392578,(nested_data),1.9850910902023315,59.38061261177063,49.31545281410217,3.3531806468963623
61,61,0.3380732979774475,0.9215,last: 11.074239608764648,last: 0.1055,,,,,(nested_data),125.62044525146484,(nested_data),1.6268912553787231,60.3452308177948,50.28010129928589,3.4087679386138916
62,62,0.3287433853149414,0.9285,last: 10.997555366516114,last: 0.1155,,,,,(nested_data),125.81440734863281,(nested_data),2.325031280517578,61.157017946243286,51.091920375823975,3.473754644393921
63,63,0.29028059244155885,0.9355,last: 11.352040222167968,last: 0.1005,,,,,(nested_data),126.00257873535156,(nested_data),2.0649070739746094,61.9683997631073,51.90333580970764,3.5288267135620117
