step,epoch,lr,train_loss,train_acc,val_loss,val_acc,dur_total_core,dur_total_core_fmt,dur_train_core,dur_train_core_fmt,dur_total,dur_total_fmt,dur_train,dur_train_fmt,progress
1,1,0.005,3.2709651194763185,0.21962,,,85.43733549118042,1.4m,85.43922305107117,1.4m,85.75378108024597,1.4m,85.75378561019897,1.4m,0.5%
2,2,0.004999691581204151,2.4267151445007324,0.37126,2.2975336450576784,0.4058,165.7884225845337,2.8m,157.75399351119995,2.6m,172.31890487670898,2.9m,158.40750980377197,2.6m,1.0%
3,3,0.004998766400914329,2.1066906927108766,0.44424,,,237.74460458755493,4.0m,229.71224927902222,3.8m,244.5858438014984,4.1m,230.67445516586304,3.8m,1.5%
4,4,0.004997224687404925,1.9122576880264281,0.48644,1.9410552114486694,0.4879,313.39952874183655,5.2m,301.93859028816223,5.0m,320.63232588768005,5.3m,303.21876192092896,5.1m,2.0%
5,5,0.004995066821070679,1.7914966686248779,0.51524,,,385.5184214115143,6.4m,374.05970644950867,6.2m,393.104984998703,6.6m,375.69142627716064,6.3m,2.5%
6,6,0.004992293334332819,1.6852718453216553,0.54098,1.8514227619171142,0.5116,460.9606947898865,7.7m,446.09949564933777,7.4m,468.9915919303894,7.8m,448.0765895843506,7.5m,3.0%
7,7,0.004988904911507699,1.5984853164672852,0.56106,,,532.9746961593628,8.9m,518.1153883934021,8.6m,541.337828874588,9.0m,520.4228301048279,8.7m,3.5%
8,8,0.0049849023886379485,1.529633922805786,0.57834,1.7718055521011353,0.5296,608.3958425521851,10.1m,590.1332168579102,9.8m,617.1900224685669,10.3m,592.7766506671906,9.9m,4.0%
9,9,0.004980286753286193,1.46772641166687,0.59284,,,680.4508397579193,11.3m,662.1904425621033,11.0m,689.612185716629,11.5m,665.19881939888,11.1m,4.5%
10,10,0.004975059144291392,1.4161822384262086,0.60586,1.7235142850875855,0.5468,755.8781633377075,12.6m,734.2124056816101,12.2m,765.4561200141907,12.8m,737.5438845157623,12.3m,5.0%
11,11,0.004969220851487842,1.3642942844390868,0.61708,,,827.9021818637848,13.8m,806.2384595870972,13.4m,837.79252576828,14.0m,809.8802962303162,13.5m,5.5%
12,12,0.004962773315386932,1.3086862926864624,0.63174,1.691030090904236,0.5599,903.3189761638641,15.1m,878.251603603363,14.6m,913.654294013977,15.2m,882.2395746707916,14.7m,6.0%
13,13,0.004955718126821719,1.2737777884674073,0.64014,,,975.3151006698608,16.3m,950.2496590614319,15.8m,985.9888439178467,16.4m,954.5741291046143,15.9m,6.5%
14,14,0.004948057026554412,1.2293273318481446,0.64896,1.6846159881591798,0.5602,1050.7105786800385,17.5m,1022.2420182228088,17.0m,1061.7765510082245,17.7m,1026.8610825538635,17.1m,7.0%
15,15,0.0049397919048468665,1.193417175216675,0.65868,,,1122.7273008823395,18.7m,1094.2607851028442,18.2m,1134.1348373889923,18.9m,1099.2193727493286,18.3m,7.5%
16,16,0.004930924800994189,1.1597903129196168,0.66786,1.6139424867630006,0.5754,1198.140026807785,20.0m,1166.2704656124115,19.4m,1210.009031534195,20.2m,1171.5943112373352,19.5m,8.0%
17,17,0.004921457902821575,1.125370622329712,0.67388,,,1270.1164827346802,21.2m,1238.248866558075,20.6m,1282.3280210494995,21.4m,1243.9133071899414,20.7m,8.5%
18,18,0.0049113935461444925,1.0906856540679932,0.6857,1.6165364471435546,0.5796,1345.5283648967743,22.4m,1310.2582252025604,21.8m,1358.1467895507812,22.6m,1316.2649674415588,21.9m,9.0%
19,19,0.004900734214192355,1.0591069207000732,0.69258,,,1417.506683588028,23.6m,1382.2384374141693,23.0m,1430.444734096527,23.8m,1388.5629172325134,23.1m,9.5%
