step,lr,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
1,0.1,1,2.3041168617248533,0.1016,2.3014715312957765,0.1175,1745740244.8266747,2025/04/27 16:50:44,6.7206056118011475,6.7s,0.00012701773084700108
2,0.09755282581475769,2,2.300164934539795,0.1172,2.2981786201477052,0.1405,1745740249.0776172,2025/04/27 16:50:49,10.971548080444336,11.0s,0.00012639729538932443
3,0.09045084971874738,3,2.296509644317627,0.1336,2.295104847717285,0.1559,1745740253.2813704,2025/04/27 16:50:53,15.175301313400269,15.2s,0.00012750799942295998
4,0.07938926261462367,4,2.293491328430176,0.1532,2.292363031387329,0.1672,1745740257.3919888,2025/04/27 16:50:57,19.285919666290283,19.3s,0.00012635046732611954
5,0.06545084971874739,5,2.2901803157806397,0.1668,2.2904255851745607,0.1728,1745740261.5053358,2025/04/27 16:51:01,23.399266719818115,23.4s,0.00012665195390582085
6,0.05000000000000001,6,2.2883383686065675,0.1738,2.288757237625122,0.179,1745740265.5969093,2025/04/27 16:51:05,27.490840196609497,27.5s,0.0001264965976588428
7,0.03454915028125264,7,2.286654502105713,0.1762,2.2871061553955077,0.1831,1745740269.6591716,2025/04/27 16:51:09,31.553102493286133,31.6s,0.00012640458589885384
8,0.020610737385376353,8,2.2853427799224852,0.1848,2.2864687816619873,0.1841,1745740273.6784937,2025/04/27 16:51:13,35.57242465019226,35.6s,0.00012675693142227829
9,0.009549150281252635,9,2.2848141040802004,0.182,2.2867895751953125,0.1859,1745740277.828359,2025/04/27 16:51:17,39.72228980064392,39.7s,0.00012833086657337844
10,0.002447174185242324,10,2.2849004375457764,0.1846,2.2859645378112794,0.1857,1745740281.8985553,2025/04/27 16:51:21,43.7924861907959,43.8s,0.00012647703988477588
