model_arc,epochs,ensemble_type,params,optimizer,grad,lr,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
models.resnet_git_ee resnet18,10,ME,2855808,SGD,2855808,0.0,10,2.293315052986145,0.1328125,2.29211688041687,0.1796875,1745743644.613178,2025/04/27 17:47:24,11.789786577224731,11.8s,0.00003534400821081363
