model_arc,epochs,ensemble_type,params,optimizer,grad,lr,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
models.resnet_git_ee resnet18,10,EE,2855808,SGD,2855808,0.002447174185242324,10,2.29880154132843,0.1640625,2.299546957015991,0.078125,1745744308.2935536,2025/04/27 17:58:28,4.91653847694397,4.9s,0.000034641216188902035
