step,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt
1,1,1.86262430229187,0.3068,1.8724748779296876,0.3656,1745087897.721932,2025/04/20 03:38:17,14.908467054367065,14.9s
2,2,1.592110289001465,0.4152,1.7596407393455504,0.3684,1745087912.000148,2025/04/20 03:38:32,29.186683177947998,29.2s
3,3,1.4935743167877198,0.4506,1.8698136024475098,0.3748,1745087926.8716807,2025/04/20 03:38:46,44.058215856552124,44.1s
4,4,1.4407180784225464,0.4708,1.686092244911194,0.44,1745087941.0707533,2025/04/20 03:39:01,58.257288455963135,58.3s
5,5,1.3776843547821045,0.5134,1.4518228748321533,0.4784,1745087955.4386246,2025/04/20 03:39:15,72.625159740448,1.2m
6,6,1.3243007192611693,0.5194,1.4534010547637939,0.475,1745087969.9832954,2025/04/20 03:39:29,87.1698305606842,1.5m
7,7,1.2872997230529786,0.5298,1.2630099523544311,0.5426,1745087984.4435136,2025/04/20 03:39:44,101.63004875183105,1.7m
8,8,1.2535015434265138,0.5418,1.2997047280311584,0.5378,1745087998.5686085,2025/04/20 03:39:58,115.75514364242554,1.9m
9,9,1.2214962440490722,0.5524,1.219481506729126,0.5644,1745088012.7548342,2025/04/20 03:40:12,129.94136929512024,2.2m
10,10,1.1794706676483155,0.571,1.2681677277565002,0.551,1745088026.7864475,2025/04/20 03:40:26,143.9729826450348,2.4m
11,11,1.1676595441818238,0.5812,1.223283563232422,0.5694,1745088040.7219858,2025/04/20 03:40:40,157.90852093696594,2.6m
12,12,1.1061515377044677,0.5966,1.1625024543762208,0.5876,1745088054.5181375,2025/04/20 03:40:54,171.70467257499695,2.9m
13,13,1.0873852731704712,0.6076,1.2148711759567261,0.5786,1745088068.6031537,2025/04/20 03:41:08,185.7896888256073,3.1m
14,14,1.049267022895813,0.6262,1.1210943340301514,0.5998,1745088082.4789445,2025/04/20 03:41:22,199.66547966003418,3.3m
15,15,1.0271656818389892,0.6282,1.1512242372512818,0.5916,1745088096.2855587,2025/04/20 03:41:36,213.4720938205719,3.6m
16,16,0.976374824142456,0.6474,1.083273260116577,0.6224,1745088110.0730548,2025/04/20 03:41:50,227.2595899105072,3.8m
17,17,0.9647784797668457,0.6572,1.0702311601638794,0.624,1745088124.968808,2025/04/20 03:42:04,242.1553430557251,4.0m
18,18,0.9424245365142823,0.6738,1.0782538902282714,0.6298,1745088139.4194965,2025/04/20 03:42:19,256.60603165626526,4.3m
19,19,0.9043449708938599,0.674,1.0745634446144103,0.6334,1745088153.856207,2025/04/20 03:42:33,271.0427420139313,4.5m
20,20,0.8854710829734802,0.685,1.0402821949005128,0.6368,1745088168.8311982,2025/04/20 03:42:48,286.017733335495,4.8m
21,21,0.8429979299545288,0.7056,1.0259885955810546,0.64,1745088183.5634148,2025/04/20 03:43:03,300.7499499320984,5.0m
22,22,0.8214114091873169,0.7158,1.0061711430549622,0.6454,1745088197.4364703,2025/04/20 03:43:17,314.62300539016724,5.2m
23,23,0.8011134712219238,0.7216,0.9967019769668579,0.6512,1745088211.4311233,2025/04/20 03:43:31,328.6176583766937,5.5m
24,24,0.7814036025047302,0.732,0.9908538333892822,0.6516,1745088225.6450038,2025/04/20 03:43:45,342.83153891563416,5.7m
25,25,0.7714795392990113,0.7334,0.9993186281204224,0.6542,1745088239.9582894,2025/04/20 03:43:59,357.1448245048523,6.0m
26,26,0.7605858421325684,0.7348,0.9750144268035889,0.659,1745088254.4273267,2025/04/20 03:44:14,371.6138617992401,6.2m
27,27,0.7346214705467224,0.7468,0.973589988565445,0.6614,1745088268.6985586,2025/04/20 03:44:28,385.88509368896484,6.4m
28,28,0.7271133150100708,0.752,0.9737711639404297,0.6626,1745088283.7296205,2025/04/20 03:44:43,400.91615557670593,6.7m
29,29,0.7351474634170532,0.7464,0.9692491004943847,0.6618,1745088297.9187987,2025/04/20 03:44:57,415.10533380508423,6.9m
30,30,0.725786554145813,0.748,0.9819892936706544,0.6594,1745088312.2125933,2025/04/20 03:45:12,429.39912843704224,7.2m
