step,epoch,train_loss,train_acc,timestamp,timestamp_fmt,duration,duration_fmt,dur_total_core,dur_train_core,dur_dl_train,val_loss,val_acc
1,1,1.2943901817003887,0.41309523809523807,1749097138.911672,2025/06/05 13:18:58,0.6318831443786621,631.9ms,0.033905744552612305,0.03392338752746582,0.056481361389160156,,
2,2,0.7354091173126585,0.775,1749097139.401628,2025/06/05 13:18:59,1.1218390464782715,1.1s,0.07844066619873047,0.06595134735107422,0.16833996772766113,0.9419688132074144,0.65
3,3,0.5475618873323713,0.8297619047619048,1749097140.1240914,2025/06/05 13:19:00,1.8443024158477783,1.8s,0.1465463638305664,0.134077787399292,0.2695789337158203,,
4,4,0.5000736486344111,0.8357142857142857,1749097140.695751,2025/06/05 13:19:00,2.415961980819702,2.4s,0.2191307544708252,0.19569134712219238,0.3194761276245117,0.6098317649629381,0.7861111111111111
5,5,0.4811143815517426,0.8559523809523809,1749097141.2142487,2025/06/05 13:19:01,2.934459686279297,2.9s,0.25239038467407227,0.22897124290466309,0.41100430488586426,,
6,6,0.4911118398110072,0.8452380952380952,1749097141.8135295,2025/06/05 13:19:01,3.533740520477295,3.5s,0.3061709403991699,0.26143312454223633,0.5447132587432861,0.5044830918312073,0.8222222222222222
7,7,0.3981117333684649,0.8654761904761905,1749097142.5055056,2025/06/05 13:19:02,4.225716590881348,4.2s,0.36997079849243164,0.32524919509887695,0.6298270225524902,,
8,8,0.42285438407035103,0.8654761904761905,1749097142.9854379,2025/06/05 13:19:02,4.705648899078369,4.7s,0.41774797439575195,0.3625178337097168,0.733896017074585,0.4928501546382904,0.8361111111111111
9,9,0.3908523264385405,0.8714285714285714,1749097143.4812455,2025/06/05 13:19:03,5.201456546783447,5.2s,0.4535245895385742,0.3983163833618164,0.8104441165924072,,
10,10,0.3973747690518697,0.8666666666666667,1749097144.0703316,2025/06/05 13:19:04,5.7905426025390625,5.8s,0.5176630020141602,0.4417695999145508,0.9085357189178467,0.47620785898632473,0.8361111111111111
11,11,0.40697245314007713,0.8607142857142858,1749097144.7477815,2025/06/05 13:19:04,6.467992544174194,6.5s,0.5827574729919434,0.506880521774292,0.9830780029296875,,
12,12,0.3842878804320381,0.8702380952380953,1749097145.2459762,2025/06/05 13:19:05,6.966187238693237,7.0s,0.6320538520812988,0.5456204414367676,1.0812811851501465,0.4494992130332523,0.8444444444444444
13,13,0.3928440389179048,0.8583333333333333,1749097145.802914,2025/06/05 13:19:05,7.523124933242798,7.5s,0.6750867366790771,0.5886733531951904,1.1921699047088623,,
14,14,0.37697557977267676,0.8654761904761905,1749097146.4937053,2025/06/05 13:19:06,8.213916301727295,8.2s,0.7671029567718506,0.6568465232849121,1.2459523677825928,0.4525245282385084,0.8388888888888889
15,15,0.39172099374589464,0.8797619047619047,1749097147.0613616,2025/06/05 13:19:07,8.781572580337524,8.8s,0.8035488128662109,0.6933128833770752,1.3620543479919434,,
16,16,0.36339877446492513,0.8892857142857142,1749097147.5349278,2025/06/05 13:19:07,9.255138874053955,9.3s,0.8461294174194336,0.7251167297363281,1.4628582000732422,0.44512040681309173,0.8388888888888889
17,17,0.37631856543677195,0.8714285714285714,1749097148.1733773,2025/06/05 13:19:08,9.893588304519653,9.9s,0.9055209159851074,0.784527063369751,1.5636720657348633,,
18,18,0.3620064224515642,0.8773809523809524,1749097148.8456192,2025/06/05 13:19:08,10.56583023071289,10.6s,0.9958810806274414,0.8466813564300537,1.6384100914001465,0.43369573685857987,0.8527777777777777
19,19,0.36765505586351666,0.8726190476190476,1749097149.3632205,2025/06/05 13:19:09,11.083431482315063,11.1s,1.0341873168945312,0.8850085735321045,1.6983826160430908,,
20,20,0.3348495240722384,0.8821428571428571,1749097149.8294666,2025/06/05 13:19:09,11.549677610397339,11.5s,1.0762550830841064,0.9166717529296875,1.7871317863464355,0.42370125585132173,0.85
21,21,0.36656061354137603,0.8726190476190476,1749097150.6977274,2025/06/05 13:19:10,12.417938470840454,12.4s,1.1391692161560059,0.9796042442321777,1.8521053791046143,,
22,22,0.3446823951743898,0.8797619047619047,1749097151.475762,2025/06/05 13:19:11,13.195972919464111,13.2s,1.2136015892028809,1.0436995029449463,1.910735845565796,0.42798625230789183,0.8583333333333333
23,23,0.34200120468934375,0.8738095238095238,1749097152.0497694,2025/06/05 13:19:12,13.769980430603027,13.8s,1.2487571239471436,1.0788753032684326,1.9905641078948975,,
24,24,0.32909171240670343,0.888095238095238,1749097152.70763,2025/06/05 13:19:12,14.427840948104858,14.4s,1.312105417251587,1.1178693771362305,2.0739734172821045,0.42650674449072945,0.8611111111111112
25,25,0.32281277151334853,0.888095238095238,1749097153.4626667,2025/06/05 13:19:13,15.182877779006958,15.2s,1.37257719039917,1.1783578395843506,2.1251840591430664,,
26,26,0.31720520030884514,0.8904761904761904,1749097153.9804528,2025/06/05 13:19:13,15.700663805007935,15.7s,1.4183001518249512,1.2132914066314697,2.1777215003967285,0.42410864167743256,0.8611111111111112
27,27,0.324604309456689,0.8857142857142857,1749097154.6838381,2025/06/05 13:19:14,16.404049158096313,16.4s,1.4648151397705078,1.25982666015625,2.2802257537841797,,
28,28,0.33387322567758104,0.8916666666666667,1749097155.5560055,2025/06/05 13:19:15,17.276216506958008,17.3s,1.5637576580047607,1.3379886150360107,2.3321444988250732,0.42572777138815987,0.8583333333333333
29,29,0.3094597515605745,0.8976190476190476,1749097156.1266835,2025/06/05 13:19:16,17.84689450263977,17.8s,1.6030189990997314,1.3772697448730469,2.392054796218872,,
30,30,0.3329761246840159,0.8809523809523809,1749097156.661422,2025/06/05 13:19:16,18.381633043289185,18.4s,1.6531729698181152,1.4167900085449219,2.4450926780700684,0.4287321130434672,0.8527777777777777
31,31,0.33318696731612796,0.8726190476190476,1749097157.515345,2025/06/05 13:19:17,19.23555612564087,19.2s,1.7218542098999023,1.4854888916015625,2.5006039142608643,,
32,32,0.3256077187401908,0.8833333333333333,1749097158.1860905,2025/06/05 13:19:18,19.906301498413086,19.9s,1.7919561862945557,1.5441713333129883,2.5511069297790527,0.42030103868908353,0.8583333333333333
