step,epoch,train_loss,train_acc,train_path_loss,train_path_acc,timestamp,timestamp_fmt,duration,duration_fmt,dur_total_core,dur_train_core,dur_dl_train,val_loss,val_acc
1,1,4.606210210164388,0.023,mean: 4.606210210164388,mean: 0.023,1748911553.4793751,2025/06/03 09:45:53,2.341153860092163,2.3s,0.2077021598815918,0.20777344703674316,0.05968618392944336,,
2,2,4.241180941263835,0.049,mean: 4.241180941263835,mean: 0.049,1748911555.6521845,2025/06/03 09:45:55,4.513963222503662,4.5s,0.41599249839782715,0.41613292694091797,0.11972546577453613,,
3,3,4.035862326939901,0.06566666666666666,mean: 4.035862326939901,mean: 0.06566666666666666,1748911557.723724,2025/06/03 09:45:57,6.585502624511719,6.6s,0.6108577251434326,0.611053466796875,0.17667746543884277,,
4,4,3.9087449061075845,0.079,mean: 3.9087449061075845,mean: 0.079,1748911559.7377687,2025/06/03 09:45:59,8.599547386169434,8.6s,0.8058276176452637,0.8060791492462158,0.23358631134033203,,
5,5,3.794142874399821,0.09833333333333333,mean: 3.794142874399821,mean: 0.09833333333333333,1748911561.741624,2025/06/03 09:46:01,10.603402853012085,10.6s,0.9996528625488281,0.9999597072601318,0.2888195514678955,,
6,6,3.664062017440796,0.12,mean: 3.664062017440796,mean: 0.12,1748911563.797234,2025/06/03 09:46:03,12.659012794494629,12.7s,1.1932759284973145,1.1936368942260742,0.34517836570739746,,
7,7,3.557657302856445,0.14033333333333334,mean: 3.557657302856445,mean: 0.14033333333333334,1748911567.961167,2025/06/03 09:46:07,16.822945833206177,16.8s,1.5412116050720215,1.3888297080993652,0.40179443359375,3.9204730110168455,0.1067
8,8,3.4310077209472656,0.159,mean: 3.4310077209472656,mean: 0.159,1748911570.2508051,2025/06/03 09:46:10,19.112583875656128,19.1s,1.7448546886444092,1.5925285816192627,0.45951390266418457,,
9,9,3.346552099863688,0.16933333333333334,mean: 3.346552099863688,mean: 0.16933333333333334,1748911572.3176239,2025/06/03 09:46:12,21.179402589797974,21.2s,1.9420218467712402,1.7897498607635498,0.5175871849060059,,
10,10,3.239716002146403,0.19,mean: 3.239716002146403,mean: 0.19,1748911574.3492773,2025/06/03 09:46:14,23.211055994033813,23.2s,2.135547399520874,1.983330488204956,0.5755734443664551,,
11,11,3.1734293823242186,0.209,mean: 3.1734293823242186,mean: 0.209,1748911576.3613155,2025/06/03 09:46:16,25.22309422492981,25.2s,2.329568386077881,2.1774089336395264,0.63175368309021,,
12,12,3.0320216960906983,0.219,mean: 3.0320216960906983,mean: 0.219,1748911578.3890526,2025/06/03 09:46:18,27.250831365585327,27.3s,2.5260517597198486,2.37394380569458,0.6877114772796631,,
13,13,2.9268494402567544,0.25366666666666665,mean: 2.9268494402567544,mean: 0.25366666666666665,1748911580.4531019,2025/06/03 09:46:20,29.31488060951233,29.3s,2.728261947631836,2.576216220855713,0.743994951248169,,
14,14,2.868199359258016,0.24966666666666668,mean: 2.868199359258016,mean: 0.24966666666666668,1748911584.6974294,2025/06/03 09:46:24,33.559208154678345,33.6s,3.0915348529815674,2.78068470954895,0.8019189834594727,3.97028946723938,0.1391
15,15,2.7461459312438965,0.278,mean: 2.7461459312438965,mean: 0.278,1748911586.9459617,2025/06/03 09:46:26,35.807740449905396,35.8s,3.28987193107605,2.9790775775909424,0.8595271110534668,,
