step,trainable,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,dur_total_core,dur_train_core,dur_dl_train
1,2052,1,1.0011809505167462,0.6214285714285714,0.6789609220292833,0.7666666666666667,1749098895.2479835,2025/06/05 13:48:15,0.9354724884033203,935.5ms,0.07925033569335938,0.0571134090423584,0.0510249137878418
2,2052,2,0.5690542255129133,0.819047619047619,0.5024841109911601,0.8222222222222222,1749098896.3992937,2025/06/05 13:48:16,2.086782693862915,2.1s,0.12363004684448242,0.09088540077209473,0.18239116668701172
3,2052,3,0.4893426157179333,0.8321428571428572,0.5950521535343594,0.8166666666666667,1749098897.7465544,2025/06/05 13:48:17,3.4340434074401855,3.4s,0.21058368682861328,0.1570568084716797,0.2365856170654297
4,2052,4,0.42423472305138904,0.8630952380952381,0.45992538266711763,0.8472222222222222,1749098898.8199775,2025/06/05 13:48:18,4.507466554641724,4.5s,0.26009464263916016,0.19487929344177246,0.3233170509338379
5,2052,5,0.428263125816981,0.8428571428571429,0.5072392887539334,0.8472222222222222,1749098899.9727688,2025/06/05 13:48:19,5.660257816314697,5.7s,0.3086967468261719,0.23258018493652344,0.4264254570007324
6,2052,6,0.397265210605803,0.8607142857142858,0.4277598473760817,0.8666666666666667,1749098901.2219245,2025/06/05 13:48:21,6.909413576126099,6.9s,0.3919401168823242,0.29638075828552246,0.4846680164337158
7,2052,7,0.38473119735717776,0.8678571428571429,0.45138307809829714,0.8583333333333333,1749098902.3089113,2025/06/05 13:48:22,7.996400356292725,8.0s,0.4387967586517334,0.3314487934112549,0.5636405944824219
8,2052,8,0.3830279197011675,0.8726190476190476,0.4589050438668993,0.8583333333333333,1749098903.6457357,2025/06/05 13:48:23,9.333224773406982,9.3s,0.5369663238525391,0.40453362464904785,0.615180492401123
9,2052,9,0.3820976734161377,0.8654761904761905,0.4182254738277859,0.8666666666666667,1749098904.7085872,2025/06/05 13:48:24,10.396076202392578,10.4s,0.5822179317474365,0.43860626220703125,0.7043461799621582
10,2052,10,0.35086023750759304,0.8642857142857143,0.45691082345114814,0.8555555555555555,1749098905.8846443,2025/06/05 13:48:25,11.572133302688599,11.6s,0.6269557476043701,0.4721066951751709,0.818333625793457
11,2052,11,0.3847325733729771,0.8571428571428571,0.3939324266380734,0.8722222222222222,1749098907.0964909,2025/06/05 13:48:27,12.783979892730713,12.8s,0.7051892280578613,0.5339345932006836,0.8710160255432129
12,2052,12,0.36788403306688583,0.8702380952380953,0.4005061785380046,0.8611111111111112,1749098908.2028227,2025/06/05 13:48:28,13.89031171798706,13.9s,0.7498564720153809,0.5670509338378906,0.9688911437988281
13,2052,13,0.3245520796094622,0.8797619047619047,0.5474880774815877,0.8277777777777777,1749098909.5192003,2025/06/05 13:48:29,15.206689357757568,15.2s,0.8468153476715088,0.6412050724029541,1.0195531845092773
14,2052,14,0.35843178374426704,0.8595238095238096,0.41433459719022114,0.8611111111111112,1749098910.6216166,2025/06/05 13:48:30,16.30910563468933,16.3s,0.8939733505249023,0.6771087646484375,1.1024384498596191
15,2052,15,0.3177790372144608,0.8833333333333333,0.4280643820762634,0.8666666666666667,1749098911.7998354,2025/06/05 13:48:31,17.487324476242065,17.5s,0.9378829002380371,0.7098462581634521,1.199314832687378
16,2052,16,0.3254387055124555,0.8857142857142857,0.43486471507284374,0.8611111111111112,1749098913.1320317,2025/06/05 13:48:33,18.819520711898804,18.8s,1.0468637943267822,0.7893335819244385,1.2499825954437256
17,2052,17,0.34443778594334923,0.8654761904761905,0.4330616659588284,0.8638888888888889,1749098914.2805104,2025/06/05 13:48:34,19.96799945831299,20.0s,1.093839168548584,0.8256404399871826,1.355842113494873
18,2052,18,0.32787276591573444,0.8702380952380953,0.4327470242977142,0.8444444444444444,1749098915.776682,2025/06/05 13:48:35,21.464170932769775,21.5s,1.1697280406951904,0.8878228664398193,1.4220421314239502
19,2052,19,0.30921938559483914,0.8869047619047619,0.44719991750187343,0.8583333333333333,1749098917.0348237,2025/06/05 13:48:37,22.722312688827515,22.7s,1.2483930587768555,0.9499809741973877,1.5317034721374512
20,2052,20,0.3075114091237386,0.8845238095238095,0.459782960679796,0.8527777777777777,1749098918.1838484,2025/06/05 13:48:38,23.871337413787842,23.9s,1.3009634017944336,0.9915046691894531,1.6216905117034912
21,11178564,21,0.363004317737761,0.8702380952380953,0.7748427192370096,0.7111111111111111,1749098919.989751,2025/06/05 13:48:39,25.677240133285522,25.7s,1.4719412326812744,1.1508729457855225,1.6816520690917969
22,11178564,22,0.41281818889436267,0.8571428571428571,0.8213022258546617,0.7388888888888889,1749098922.0230954,2025/06/05 13:48:42,27.71058440208435,27.7s,1.7155768871307373,1.376767635345459,1.732740879058838
