step,lr,epoch,train_loss,train_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean,val_loss,val_acc
1,0.005,1,1.8752068881988526,0.3106,1745765989.0537746,2025/04/27 23:59:49,6.215482473373413,6.2s,0.00022337141854222864,,
2,0.0049987664009143295,2,1.6369919054031372,0.3916,1745765995.1953034,2025/04/27 23:59:55,12.357011318206787,12.4s,0.00022414428531192243,,
3,0.00499506682107068,3,1.527407918357849,0.4386,1745766001.3194966,2025/04/28 00:00:01,18.481204509735107,18.5s,0.00017196653061546385,,
4,0.004988904911507701,4,1.4523223232269287,0.465,1745766007.4302063,2025/04/28 00:00:07,24.591914176940918,24.6s,0.000188285339390859,,
5,0.004980286753286196,5,1.4063948978424072,0.4888,1745766013.515303,2025/04/28 00:00:13,30.677010774612427,30.7s,0.0002507327008061111,,
6,0.004969220851487845,6,1.3866027702331543,0.5102,1745766019.64324,2025/04/28 00:00:19,36.80494785308838,36.8s,0.0002035746438195929,,
7,0.004955718126821723,7,1.3361887665748595,0.506,1745766025.8527088,2025/04/28 00:00:25,43.01441669464111,43.0s,0.00014837190974503756,,
8,0.004939791904846869,8,1.298206491088867,0.5246,1745766031.9584184,2025/04/28 00:00:31,49.120126247406006,49.1s,0.00017159870185423642,,
9,0.004921457902821578,9,1.2738641231536865,0.5404,1745766038.192485,2025/04/28 00:00:38,55.35419297218323,55.4s,0.00015305970737244934,,
10,0.004900734214192358,10,1.217196236038208,0.5632,1745766047.6773696,2025/04/28 00:00:47,64.83907747268677,1.1m,0.00018776032084133476,1.3962517684936524,0.5086
11,0.004877641290737884,11,1.214809099006653,0.5638,1745766053.746132,2025/04/28 00:00:53,70.90783977508545,1.2m,0.00017500060494057834,,
12,0.004852201922385563,12,1.1590872847557068,0.5932,1745766059.9184327,2025/04/28 00:00:59,77.08014059066772,1.3m,0.00011965263547608629,,
13,0.004824441214720628,13,1.1481218845367431,0.5888,1745766066.1492875,2025/04/28 00:01:06,83.31099534034729,1.4m,0.00024358846712857485,,
