model_arc,epochs,ensemble_type,params,optimizer,grad,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
models.resnet_git_ee_bn_def resnet18,100,EE,2855808,SGD,2855808,100,0.2986252265930176,0.9078,1.0542804787635802,0.6638,1745536282.1152446,2025/04/25 08:11:22,342.64951252937317,5.7m,0.00028951402055099607
