step,epoch,lr,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt
1,1,0.1,4.604812033081054,0.0092,4.599260245513916,0.0119,1747645934.9674673,2025/05/19 18:12:14,5.269024848937988,5.3s
2,2,0.09045084971874738,4.596159339141845,0.0132,4.590423456573486,0.0198,1747645939.133514,2025/05/19 18:12:19,9.435071468353271,9.4s
3,3,0.06545084971874737,4.587070425415039,0.022,4.5831986297607425,0.03,1747645943.2337193,2025/05/19 18:12:23,13.535276889801025,13.5s
4,4,0.03454915028125263,4.579455697631836,0.0316,4.576186484527588,0.0328,1747645947.3735425,2025/05/19 18:12:27,17.675100088119507,17.7s
5,5,0.009549150281252633,4.575511608123779,0.0322,4.575188077545166,0.0343,1747645951.4967434,2025/05/19 18:12:31,21.798300981521606,21.8s
