step,epoch,train_loss,train_acc,timestamp,timestamp_fmt,duration,duration_fmt,dur_total_core,dur_train_core,dur_dl_train,val_loss,val_acc
1,1,1.5330518790653773,0.2892857142857143,1749097138.911672,2025/06/05 13:18:58,0.6318831443786621,631.9ms,0.033509016036987305,0.03352642059326172,0.056481361389160156,,
2,2,1.131192482085455,0.5535714285714286,1749097139.401628,2025/06/05 13:18:59,1.1218390464782715,1.1s,0.0764923095703125,0.06554341316223145,0.16833996772766113,1.0638660007052951,0.625
3,3,0.8908323986189706,0.7,1749097140.1240914,2025/06/05 13:19:00,1.8443024158477783,1.8s,0.14245343208312988,0.13152551651000977,0.2695789337158203,,
4,4,0.755694412049793,0.7595238095238095,1749097140.695751,2025/06/05 13:19:00,2.415961980819702,2.4s,0.2149667739868164,0.19287776947021484,0.3194761276245117,0.806718283229404,0.7666666666666667
5,5,0.6711669376918248,0.8035714285714286,1749097141.2142487,2025/06/05 13:19:01,2.934459686279297,2.9s,0.25116586685180664,0.2290968894958496,0.41100430488586426,,
6,6,0.6278037326676505,0.8107142857142857,1749097141.8135295,2025/06/05 13:19:01,3.533740520477295,3.5s,0.3042330741882324,0.26193690299987793,0.5447132587432861,0.6493546684583028,0.8194444444444444
7,7,0.551955284958794,0.8369047619047619,1749097142.5055056,2025/06/05 13:19:02,4.225716590881348,4.2s,0.37352848052978516,0.3312520980834961,0.6298270225524902,,
8,8,0.5614870207650321,0.830952380952381,1749097142.9854379,2025/06/05 13:19:02,4.705648899078369,4.7s,0.41639018058776855,0.36373066902160645,0.733896017074585,0.591861010922326,0.825
9,9,0.5212202077820187,0.8476190476190476,1749097143.4812455,2025/06/05 13:19:03,5.201456546783447,5.2s,0.4516167640686035,0.39898157119750977,0.8104441165924072,,
10,10,0.5137640867914472,0.8428571428571429,1749097144.0703316,2025/06/05 13:19:04,5.7905426025390625,5.8s,0.5121955871582031,0.43913960456848145,0.9085357189178467,0.5482688453462389,0.8444444444444444
11,11,0.5059490694886162,0.8357142857142857,1749097144.7477815,2025/06/05 13:19:04,6.467992544174194,6.5s,0.577279806137085,0.5042417049407959,0.9830780029296875,,
12,12,0.49521484147934686,0.8392857142857143,1749097145.2459762,2025/06/05 13:19:05,6.966187238693237,7.0s,0.6236834526062012,0.5398590564727783,1.0812811851501465,0.5414871970812479,0.8416666666666667
13,13,0.5043854213896252,0.8476190476190476,1749097145.802914,2025/06/05 13:19:05,7.523124933242798,7.5s,0.6657001972198486,0.5818955898284912,1.1921699047088623,,
14,14,0.47594407002131145,0.8488095238095238,1749097146.4937053,2025/06/05 13:19:06,8.213916301727295,8.2s,0.7578787803649902,0.6502037048339844,1.2459523677825928,0.5275673998726739,0.8305555555555556
15,15,0.4753705632118952,0.85,1749097147.0613616,2025/06/05 13:19:07,8.781572580337524,8.8s,0.7941632270812988,0.6865077018737793,1.3620543479919434,,
16,16,0.4674020494733538,0.8595238095238096,1749097147.5349278,2025/06/05 13:19:07,9.255138874053955,9.3s,0.8375523090362549,0.7192065715789795,1.4628582000732422,0.5174614985783895,0.8416666666666667
17,17,0.46485994827179683,0.8488095238095238,1749097148.1733773,2025/06/05 13:19:08,9.893588304519653,9.9s,0.897510290145874,0.7791845798492432,1.5636720657348633,,
18,18,0.4480993540514083,0.8535714285714285,1749097148.8456192,2025/06/05 13:19:08,10.56583023071289,10.6s,0.9925134181976318,0.8445394039154053,1.6384100914001465,0.48865636322233413,0.8527777777777777
19,19,0.4526077077502296,0.8630952380952381,1749097149.3632205,2025/06/05 13:19:09,11.083431482315063,11.1s,1.0380380153656006,0.8900842666625977,1.6983826160430908,,
20,20,0.42400898592812675,0.8630952380952381,1749097149.8294666,2025/06/05 13:19:09,11.549677610397339,11.5s,1.0851256847381592,0.9264826774597168,1.7871317863464355,0.47663815021514894,0.8527777777777777
21,21,0.44599534273147584,0.8476190476190476,1749097150.6977274,2025/06/05 13:19:10,12.417938470840454,12.4s,1.156728744506836,0.9981050491333008,1.8521053791046143,,
22,22,0.4365894436836243,0.8476190476190476,1749097151.475762,2025/06/05 13:19:11,13.195972919464111,13.2s,1.2334911823272705,1.0638015270233154,1.910735845565796,0.4901299609078301,0.8416666666666667
23,23,0.4248731569165275,0.8678571428571429,1749097152.0497694,2025/06/05 13:19:12,13.769980430603027,13.8s,1.2698214054107666,1.1001508235931396,1.9905641078948975,,
24,24,0.4298019656113216,0.8654761904761905,1749097152.70763,2025/06/05 13:19:12,14.427840948104858,14.4s,1.3343751430511475,1.1370480060577393,2.0739734172821045,0.47010210355122883,0.8416666666666667
25,25,0.4041595362481617,0.8690476190476191,1749097153.4626667,2025/06/05 13:19:13,15.182877779006958,15.2s,1.3915445804595947,1.1942362785339355,2.1251840591430664,,
26,26,0.4143087807155791,0.8595238095238096,1749097153.9804528,2025/06/05 13:19:13,15.700663805007935,15.7s,1.435459852218628,1.227818250656128,2.1777215003967285,0.46074295308854846,0.8583333333333333
27,27,0.4067401037329719,0.8595238095238096,1749097154.6838381,2025/06/05 13:19:14,16.404049158096313,16.4s,1.479546070098877,1.271925449371338,2.2802257537841797,,
28,28,0.4133430566106524,0.8666666666666667,1749097155.5560055,2025/06/05 13:19:15,17.276216506958008,17.3s,1.5795366764068604,1.3509368896484375,2.3321444988250732,0.4564245833290948,0.8361111111111111
29,29,0.3833533048629761,0.8666666666666667,1749097156.1266835,2025/06/05 13:19:16,17.84689450263977,17.8s,1.617999792098999,1.3894178867340088,2.392054796218872,,
30,30,0.4125040985289074,0.8690476190476191,1749097156.661422,2025/06/05 13:19:16,18.381633043289185,18.4s,1.6684455871582031,1.4289636611938477,2.4450926780700684,0.4665570424662696,0.85
31,31,0.4013834924924941,0.8654761904761905,1749097157.515345,2025/06/05 13:19:17,19.23555612564087,19.2s,1.7378668785095215,1.4984030723571777,2.5006039142608643,,
32,32,0.3979333207720802,0.8714285714285714,1749097158.1860905,2025/06/05 13:19:18,19.906301498413086,19.9s,1.8022217750549316,1.551694393157959,2.5511069297790527,0.44669573571946886,0.8472222222222222
33,33,0.37516387076604935,0.8773809523809524,1749097158.7488928,2025/06/05 13:19:18,20.469103813171387,20.5s,1.8370459079742432,1.5865538120269775,2.6196272373199463,,
34,34,0.39702086732501074,0.8702380952380953,1749097159.5749993,2025/06/05 13:19:19,21.295210361480713,21.3s,1.9241714477539062,1.6468415260314941,2.7092480659484863,0.43686845699946086,0.8555555555555555
35,35,0.3982657639753251,0.875,1749097160.2469132,2025/06/05 13:19:20,21.967124223709106,22.0s,1.9585721492767334,1.6812636852264404,2.8552536964416504,,
36,36,0.3852785709358397,0.8678571428571429,1749097160.79074,2025/06/05 13:19:20,22.510951042175293,22.5s,2.0104243755340576,1.7201883792877197,2.9070334434509277,0.44654917981889514,0.85
37,37,0.380462654431661,0.8785714285714286,1749097161.6070757,2025/06/05 13:19:21,23.32728672027588,23.3s,2.07724928855896,1.7870302200317383,2.9614195823669434,,
38,38,0.37447847042764937,0.8702380952380953,1749097162.3767562,2025/06/05 13:19:22,24.096967220306396,24.1s,2.151235580444336,1.8504130840301514,3.012291669845581,0.43572260936101276,0.8583333333333333
39,39,0.38425503089314417,0.8678571428571429,1749097162.9253225,2025/06/05 13:19:22,24.645533561706543,24.6s,2.186372756958008,1.8855688571929932,3.0676376819610596,,
40,40,0.37774777923311503,0.8726190476190476,1749097163.510257,2025/06/05 13:19:23,25.230468034744263,25.2s,2.2392680644989014,1.9182705879211426,3.1415014266967773,0.43207923041449653,0.8583333333333333
41,41,0.36654290812356133,0.8797619047619047,1749097164.3300414,2025/06/05 13:19:24,26.050252437591553,26.1s,2.3102867603302,1.9893085956573486,3.191492795944214,,
42,42,0.35310667015257335,0.8916666666666667,1749097164.8827243,2025/06/05 13:19:24,26.602935314178467,26.6s,2.3572683334350586,2.0257506370544434,3.253122329711914,0.4350489298502604,0.85
43,43,0.38818555474281313,0.8833333333333333,1749097165.4618847,2025/06/05 13:19:25,27.182095766067505,27.2s,2.4026756286621094,2.0711770057678223,3.306987762451172,,
44,44,0.37597749474502745,0.8714285714285714,1749097166.3633592,2025/06/05 13:19:26,28.0835702419281,28.1s,2.5091190338134766,2.15419340133667,3.3592772483825684,0.4268605735566881,0.8527777777777777
45,45,0.3756815893309457,0.8666666666666667,1749097166.9547398,2025/06/05 13:19:26,28.67495083808899,28.7s,2.546335220336914,2.1914291381835938,3.41426157951355,,
46,46,0.37559113530885607,0.8678571428571429,1749097167.5069697,2025/06/05 13:19:27,29.22718071937561,29.2s,2.591829538345337,2.226196050643921,3.489288091659546,0.4311177213986715,0.8555555555555555
47,47,0.36765086097376687,0.8773809523809524,1749097168.2723231,2025/06/05 13:19:28,29.992534160614014,30.0s,2.65813946723938,2.29252552986145,3.5393426418304443,,
48,48,0.3580897013346354,0.8892857142857142,1749097169.0551286,2025/06/05 13:19:29,30.775339603424072,30.8s,2.7317943572998047,2.3547747135162354,3.598006248474121,0.42355531718995837,0.8555555555555555
49,49,0.34816305012930004,0.8869047619047619,1749097169.614205,2025/06/05 13:19:29,31.334415912628174,31.3s,2.768632411956787,2.391631603240967,3.6649396419525146,,
50,50,0.3630930963016692,0.8857142857142857,1749097170.2233722,2025/06/05 13:19:30,31.943583250045776,31.9s,2.827909231185913,2.4253973960876465,3.7206382751464844,0.41919949915674,0.8527777777777777
