run_id,model_arc,train_dataset,val_dataset,num_classes,train_trans,val_trans,train_ndata,val_ndata,epochs,max_lr,batch_size,iters/epoch,iters,target_steps,ndata_per_class,fils,ensembles,base_fils,criterion,optimizer,scheduler,step,epoch,train_loss,train_acc,train_path_loss,train_path_acc,timestamp,timestamp_fmt,duration,duration_fmt,dur_total_core,dur_train_core,dur_dl_train,val_loss,val_acc,val_path_loss,val_path_acc
0,ee_tools.models.resnet_git_ee resnet18,cifar100_train,cifar100_val,100,"[ToImage(), RandomCrop(size=(32, 32), padding=[4, 4, 4, 4], pad_if_needed=False, fill=0, padding_mode=constant), RandomHorizontalFlip(p=0.5), RandomRotation(degrees=[-15.0, 15.0], interpolation=InterpolationMode.NEAREST, expand=False, fill=0), ToDtype(scale=True), Normalize(mean=[0.5070751905441284, 0.48654890060424805, 0.44091784954071045], std=[0.2673342823982239, 0.2564384639263153, 0.2761504650115967])]","[ToImage(), ToDtype(scale=True), Normalize(mean=[0.5070751905441284, 0.48654890060424805, 0.44091784954071045], std=[0.2673342823982239, 0.2564384639263153, 0.2761504650115967])]",5000,10000,200,0.1,128,40,8000,1000000,50.0,mean: 18.0,mean: 32.5,mean: 32.0,CrossEntropyLoss,SGD,CosineAnnealingLR,mean: 100.5,mean: 100.5,mean: 1.0756552760696403,mean: 0.7091050000000003,,,mean: 1749068208.086835,,mean: 1709.8291881561279,,mean: 60.05725025653839,mean: 46.840774087905885,mean: 6.769908652305603,mean: 5.06578325642395,mean: 0.217489,,
1,ee_tools.models.resnet_git_ee resnet18,cifar100_train,cifar100_val,100,"[ToImage(), RandomCrop(size=(32, 32), padding=[4, 4, 4, 4], pad_if_needed=False, fill=0, padding_mode=constant), RandomHorizontalFlip(p=0.5), RandomRotation(degrees=[-15.0, 15.0], interpolation=InterpolationMode.NEAREST, expand=False, fill=0), ToDtype(scale=True), Normalize(mean=[0.5070751905441284, 0.48654890060424805, 0.44091784954071045], std=[0.2673342823982239, 0.2564384639263153, 0.2761504650115967])]","[ToImage(), ToDtype(scale=True), Normalize(mean=[0.5070751905441284, 0.48654890060424805, 0.44091784954071045], std=[0.2673342823982239, 0.2564384639263153, 0.2761504650115967])]",5000,10000,200,0.005,128,40,8000,1000000,50.0,mean: 18.0,mean: 32.5,mean: 32.0,CrossEntropyLoss,Adam,CosineAnnealingLR,mean: 100.5,mean: 100.5,mean: 0.8723444129790064,mean: 0.7708930000000003,,,mean: 1749068208.086835,,mean: 1709.8291881561279,,mean: 59.3175432574749,mean: 46.67527146697044,mean: 6.769908652305603,mean: 6.252411826313018,mean: 0.21684199999999998,,
2,ee_tools.models.resnet_git_ee resnet18,cifar100_train,cifar100_val,100,"[ToImage(), RandomCrop(size=(32, 32), padding=[4, 4, 4, 4], pad_if_needed=False, fill=0, padding_mode=constant), RandomHorizontalFlip(p=0.5), RandomRotation(degrees=[-15.0, 15.0], interpolation=InterpolationMode.NEAREST, expand=False, fill=0), ToDtype(scale=True), Normalize(mean=[0.5070751905441284, 0.48654890060424805, 0.44091784954071045], std=[0.2673342823982239, 0.2564384639263153, 0.2761504650115967])]","[ToImage(), ToDtype(scale=True), Normalize(mean=[0.5070751905441284, 0.48654890060424805, 0.44091784954071045], std=[0.2673342823982239, 0.2564384639263153, 0.2761504650115967])]",5000,10000,200,0.1,128,40,8000,1000000,50.0,mean: 18.0,mean: 32.5,mean: 32.0,CrossEntropyLoss,SGD,CosineAnnealingLR,mean: 100.5,mean: 100.5,mean: 3.6635560489635446,mean: 0.190019,,,mean: 1749068208.086835,,mean: 1709.8291881561279,,mean: 782.846142450571,mean: 570.8132746374607,mean: 6.769908652305603,mean: 3.9146221661071774,mean: 0.136761,,
3,ee_tools.models.resnet_git_ee resnet18,cifar100_train,cifar100_val,100,"[ToImage(), RandomCrop(size=(32, 32), padding=[4, 4, 4, 4], pad_if_needed=False, fill=0, padding_mode=constant), RandomHorizontalFlip(p=0.5), RandomRotation(degrees=[-15.0, 15.0], interpolation=InterpolationMode.NEAREST, expand=False, fill=0), ToDtype(scale=True), Normalize(mean=[0.5070751905441284, 0.48654890060424805, 0.44091784954071045], std=[0.2673342823982239, 0.2564384639263153, 0.2761504650115967])]","[ToImage(), ToDtype(scale=True), Normalize(mean=[0.5070751905441284, 0.48654890060424805, 0.44091784954071045], std=[0.2673342823982239, 0.2564384639263153, 0.2761504650115967])]",5000,10000,200,0.005,128,40,8000,1000000,50.0,mean: 18.0,mean: 32.5,mean: 32.0,CrossEntropyLoss,Adam,CosineAnnealingLR,mean: 100.5,mean: 100.5,mean: 0.8332297473328112,mean: 0.7654010000000002,,,mean: 1749068208.086835,,mean: 1709.8291881561279,,mean: 777.4823515760899,mean: 570.9842079102993,mean: 6.769908652305603,mean: 4.59998498286438,mean: 0.29675799999999997,,
4,ee_tools.models.resnet_git_ee resnet18,cifar100_train,cifar100_val,100,"[ToImage(), RandomCrop(size=(32, 32), padding=[4, 4, 4, 4], pad_if_needed=False, fill=0, padding_mode=constant), RandomHorizontalFlip(p=0.5), RandomRotation(degrees=[-15.0, 15.0], interpolation=InterpolationMode.NEAREST, expand=False, fill=0), ToDtype(scale=True), Normalize(mean=[0.5070751905441284, 0.48654890060424805, 0.44091784954071045], std=[0.2673342823982239, 0.2564384639263153, 0.2761504650115967])]","[ToImage(), ToDtype(scale=True), Normalize(mean=[0.5070751905441284, 0.48654890060424805, 0.44091784954071045], std=[0.2673342823982239, 0.2564384639263153, 0.2761504650115967])]",1000,10000,1000,0.1,128,8,8000,1000000,10.0,mean: 18.0,mean: 32.5,mean: 32.0,CrossEntropyLoss,SGD,CosineAnnealingLR,mean: 500.5,mean: 500.5,mean: 0.13485682904325882,mean: 0.9689180000000022,,,mean: 1749071599.269684,,mean: 1713.2037226734162,,mean: 60.70597234272957,mean: 48.08735254955292,mean: 30.83443921661377,mean: 5.371738796268463,mean: 0.13083199999999998,,
5,ee_tools.models.resnet_git_ee resnet18,cifar100_train,cifar100_val,100,"[ToImage(), RandomCrop(size=(32, 32), padding=[4, 4, 4, 4], pad_if_needed=False, fill=0, padding_mode=constant), RandomHorizontalFlip(p=0.5), RandomRotation(degrees=[-15.0, 15.0], interpolation=InterpolationMode.NEAREST, expand=False, fill=0), ToDtype(scale=True), Normalize(mean=[0.5070751905441284, 0.48654890060424805, 0.44091784954071045], std=[0.2673342823982239, 0.2564384639263153, 0.2761504650115967])]","[ToImage(), ToDtype(scale=True), Normalize(mean=[0.5070751905441284, 0.48654890060424805, 0.44091784954071045], std=[0.2673342823982239, 0.2564384639263153, 0.2761504650115967])]",1000,10000,1000,0.005,128,8,8000,1000000,10.0,mean: 18.0,mean: 32.5,mean: 32.0,CrossEntropyLoss,Adam,CosineAnnealingLR,mean: 500.5,mean: 500.5,mean: 0.152830817095344,mean: 0.9599900000000047,,,mean: 1749071599.269684,,mean: 1713.2037226734162,,mean: 58.598059206724166,mean: 46.47411202740669,mean: 30.83443921661377,mean: 12.491453276298522,mean: 0.11253400000000001,,
6,ee_tools.models.resnet_git_ee resnet18,cifar100_train,cifar100_val,100,"[ToImage(), RandomCrop(size=(32, 32), padding=[4, 4, 4, 4], pad_if_needed=False, fill=0, padding_mode=constant), RandomHorizontalFlip(p=0.5), RandomRotation(degrees=[-15.0, 15.0], interpolation=InterpolationMode.NEAREST, expand=False, fill=0), ToDtype(scale=True), Normalize(mean=[0.5070751905441284, 0.48654890060424805, 0.44091784954071045], std=[0.2673342823982239, 0.2564384639263153, 0.2761504650115967])]","[ToImage(), ToDtype(scale=True), Normalize(mean=[0.5070751905441284, 0.48654890060424805, 0.44091784954071045], std=[0.2673342823982239, 0.2564384639263153, 0.2761504650115967])]",1000,10000,1000,0.1,128,8,8000,1000000,10.0,mean: 18.0,mean: 32.5,mean: 32.0,CrossEntropyLoss,SGD,CosineAnnealingLR,mean: 500.5,mean: 500.5,mean: 2.1687516133456257,mean: 0.5913690000000004,,,mean: 1749071599.269684,,mean: 1713.2037226734162,,mean: 749.5383058662414,mean: 547.7412318909169,mean: 30.83443921661377,mean: 4.2788549763031005,mean: 0.106044,,
7,ee_tools.models.resnet_git_ee resnet18,cifar100_train,cifar100_val,100,"[ToImage(), RandomCrop(size=(32, 32), padding=[4, 4, 4, 4], pad_if_needed=False, fill=0, padding_mode=constant), RandomHorizontalFlip(p=0.5), RandomRotation(degrees=[-15.0, 15.0], interpolation=InterpolationMode.NEAREST, expand=False, fill=0), ToDtype(scale=True), Normalize(mean=[0.5070751905441284, 0.48654890060424805, 0.44091784954071045], std=[0.2673342823982239, 0.2564384639263153, 0.2761504650115967])]","[ToImage(), ToDtype(scale=True), Normalize(mean=[0.5070751905441284, 0.48654890060424805, 0.44091784954071045], std=[0.2673342823982239, 0.2564384639263153, 0.2761504650115967])]",1000,10000,1000,0.005,128,8,8000,1000000,10.0,mean: 18.0,mean: 32.5,mean: 32.0,CrossEntropyLoss,Adam,CosineAnnealingLR,mean: 500.5,mean: 500.5,mean: 0.09299423699499092,mean: 0.9792100000000049,,,mean: 1749071599.269684,,mean: 1713.2037226734162,,mean: 749.0016794035434,mean: 549.535215364933,mean: 30.83443921661377,mean: 10.481470971351623,mean: 0.147659,,
