model_arc,epochs,ensemble_type,params,optimizer,grad,lr,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
models.resnet_git_ee resnet18,1,EE,2855808,SGD,2855808,0.1,1,2.2856898307800293,0.171875,2.308706521987915,0.0703125,1745743279.3220146,2025/04/27 17:41:19,5.02045202255249,5.0s,0.00003455638579907827
