describe,epoch,Loss,Acc,vLoss,vAcc
count,1.0,1.0,1.0,1.0,1.0
null_count,0.0,0.0,0.0,0.0,0.0
mean,500.0,0.6920166016067378,0.8774360971069336,1.6977960765361786,0.6214
std,NaN,0.0,0.0,0.0,0.0
min,500.0,0.6920166016067378,0.8774360971069336,1.6977960765361786,0.6214
25%,500.0,0.6920166016067378,0.8774360971069336,1.6977960765361786,0.6214
50%,500.0,0.6920166016067378,0.8774360971069336,1.6977960765361786,0.6214
75%,500.0,0.6920166016067378,0.8774360971069336,1.6977960765361786,0.6214
max,500.0,0.6920166016067378,0.8774360971069336,1.6977960765361786,0.6214
