describe,epoch,Loss,Acc,vLoss,vAcc
count,1.0,1.0,1.0,1.0,1.0
null_count,0.0,0.0,0.0,0.0,0.0
mean,500.0,0.9318014622293412,0.841974497833252,2.2017298579216003,0.4915
std,NaN,0.0,0.0,0.0,0.0
min,500.0,0.9318014622293412,0.841974497833252,2.2017298579216003,0.4915
25%,500.0,0.9318014622293412,0.841974497833252,2.2017298579216003,0.4915
50%,500.0,0.9318014622293412,0.841974497833252,2.2017298579216003,0.4915
75%,500.0,0.9318014622293412,0.841974497833252,2.2017298579216003,0.4915
max,500.0,0.9318014622293412,0.841974497833252,2.2017298579216003,0.4915
