describe,epoch,Loss,Acc,vLoss,vAcc
count,1.0,1.0,1.0,1.0,1.0
null_count,0.0,0.0,0.0,0.0,0.0
mean,500.0,3.4833702993392945,0.18386522941589356,3.26272599697113,0.2106
std,NaN,0.0,0.0,0.0,0.0
min,500.0,3.4833702993392945,0.18386522941589356,3.26272599697113,0.2106
25%,500.0,3.4833702993392945,0.18386522941589356,3.26272599697113,0.2106
50%,500.0,3.4833702993392945,0.18386522941589356,3.26272599697113,0.2106
75%,500.0,3.4833702993392945,0.18386522941589356,3.26272599697113,0.2106
max,500.0,3.4833702993392945,0.18386522941589356,3.26272599697113,0.2106
