describe,epoch,Loss,Acc,vLoss,vAcc
count,1.0,1.0,1.0,1.0,1.0
null_count,0.0,0.0,0.0,0.0,0.0
mean,500.0,2.88428759098053,0.30361665214538575,3.0121741890907288,0.2632
std,NaN,0.0,0.0,0.0,0.0
min,500.0,2.88428759098053,0.30361665214538575,3.0121741890907288,0.2632
25%,500.0,2.88428759098053,0.30361665214538575,3.0121741890907288,0.2632
50%,500.0,2.88428759098053,0.30361665214538575,3.0121741890907288,0.2632
75%,500.0,2.88428759098053,0.30361665214538575,3.0121741890907288,0.2632
max,500.0,2.88428759098053,0.30361665214538575,3.0121741890907288,0.2632
