describe,epoch,Loss,Acc,vLoss,vAcc
count,1.0,1.0,1.0,1.0,1.0
null_count,0.0,0.0,0.0,0.0,0.0
mean,500.0,2.048779362440109,0.5333912407684326,2.824178433418274,0.3292
std,NaN,0.0,0.0,0.0,0.0
min,500.0,2.048779362440109,0.5333912407684326,2.824178433418274,0.3292
25%,500.0,2.048779362440109,0.5333912407684326,2.824178433418274,0.3292
50%,500.0,2.048779362440109,0.5333912407684326,2.824178433418274,0.3292
75%,500.0,2.048779362440109,0.5333912407684326,2.824178433418274,0.3292
max,500.0,2.048779362440109,0.5333912407684326,2.824178433418274,0.3292
