describe,epoch,Loss,Acc,vLoss,vAcc
count,1.0,1.0,1.0,1.0,1.0
null_count,0.0,0.0,0.0,0.0,0.0
mean,500.0,0.6872512333281339,0.8884290859985352,1.8895623207092285,0.5633
std,NaN,0.0,0.0,0.0,0.0
min,500.0,0.6872512333281339,0.8884290859985352,1.8895623207092285,0.5633
25%,500.0,0.6872512333281339,0.8884290859985352,1.8895623207092285,0.5633
50%,500.0,0.6872512333281339,0.8884290859985352,1.8895623207092285,0.5633
75%,500.0,0.6872512333281339,0.8884290859985352,1.8895623207092285,0.5633
max,500.0,0.6872512333281339,0.8884290859985352,1.8895623207092285,0.5633
