epoch,Loss,Acc,vLoss,vAcc
1,4.055370013713837,0.10118512226104737,3.489426589012146,0.1792
2,3.5846650791168213,0.17688661098480224,3.1522093653678893,0.2382
3,3.2945481300354005,0.22519942428588868,2.913577950000763,0.283
4,3.0223107028007505,0.27547277175903323,2.7051443219184876,0.3258
5,3.0076077365875244,0.28799149971008303,2.6341416954994203,0.3374
6,2.817751224040985,0.32567680671691895,2.5101728200912476,0.3612
7,2.7460423707962036,0.3457344725036621,2.458792781829834,0.3737
8,2.7185613989830015,0.35582046951293944,2.3971945881843566,0.3923
9,2.5428365516662597,0.38967767181396484,2.353950834274292,0.3976
10,2.5359970343112948,0.39511842529296876,2.32080979347229,0.4129
11,2.531677441596985,0.4051804510498047,2.237492311000824,0.4276
12,2.444856399297714,0.42112279876708986,2.233141005039215,0.4297
13,2.340448281764984,0.445753219909668,2.1986010789871218,0.4362
14,2.2571953999996186,0.46052396011352537,2.162386989593506,0.4438
15,2.205096504688263,0.475894412689209,2.1418955504894255,0.4531
16,2.2419330513477327,0.47871293029785156,2.236581802368164,0.4357
17,2.123285086154938,0.4989635740661621,2.1721256256103514,0.4468
18,2.202109274864197,0.4936058613586426,2.1567893266677856,0.4526
19,2.063504785299301,0.5222344998168945,2.1880734086036684,0.4448
20,1.9951238524913788,0.5377322904968261,2.067145985364914,0.4722
21,1.9878442192077637,0.5491828071594238,2.133890002965927,0.4556
22,1.787971976995468,0.5836286387634277,2.0930743336677553,0.4667
23,1.8952394032478332,0.5700397708129883,2.1572414338588715,0.4574
24,1.9145062744617463,0.5749690451049805,2.1564437329769133,0.4605
25,1.8136813700199128,0.5969382284545899,2.122101217508316,0.4654
26,1.7220388221740723,0.6097555487060546,2.163135659694672,0.4599
27,1.7111194163560868,0.6239172535705566,2.139335697889328,0.4651
28,1.673448781967163,0.6359093919372558,2.0924648880958556,0.4786
29,1.958059847354889,0.5849887852478027,2.1186166763305665,0.4714
30,1.696222614645958,0.6351199768066407,2.0574210703372957,0.492
31,1.5475031501054763,0.6762209066772461,2.1148914217948915,0.4799
32,1.6495569598674775,0.659428627166748,2.139347422122955,0.478
33,1.6501409631967545,0.6582356814575195,2.0997230470180512,0.4833
34,1.4928430235385894,0.7011329556274414,2.10052130818367,0.4802
35,1.5311402767896651,0.6863148997497559,2.126796990633011,0.4808
36,1.488826196193695,0.6976531127929687,2.06304572224617,0.4942
37,1.6209800416231155,0.6773231430053711,2.150762861967087,0.4763
38,1.4268904912471772,0.7192980528259277,2.1002565145492555,0.4873
39,1.3587936717271805,0.7372577339172364,2.169095033407211,0.4715
