describe,epoch,Loss,Acc,vLoss,vAcc
count,1.0,1.0,1.0,1.0,1.0
null_count,0.0,0.0,0.0,0.0,0.0
mean,500.0,0.5082498944399413,0.9105020846557618,1.5516660392284394,0.648
std,NaN,0.0,0.0,0.0,0.0
min,500.0,0.5082498944399413,0.9105020846557618,1.5516660392284394,0.648
25%,500.0,0.5082498944399413,0.9105020846557618,1.5516660392284394,0.648
50%,500.0,0.5082498944399413,0.9105020846557618,1.5516660392284394,0.648
75%,500.0,0.5082498944399413,0.9105020846557618,1.5516660392284394,0.648
max,500.0,0.5082498944399413,0.9105020846557618,1.5516660392284394,0.648
