step,lr,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
1,0.1,1,2.3003426429748535,0.099,2.298285015106201,0.1054,1745739500.1109943,2025/04/27 16:38:20,59.191389322280884,59.2s,0.00010957168706227094
2,0.09755282581475769,2,2.297182827758789,0.1064,2.294744538116455,0.1218,1745739516.2169785,2025/04/27 16:38:36,75.2973735332489,1.3m,0.00010730863868957385
3,0.09045084971874738,3,2.293847225189209,0.1194,2.2915088119506835,0.1303,1745739532.3275325,2025/04/27 16:38:52,91.40792751312256,1.5m,0.0001209090551128611
4,0.07938926261462367,4,2.2906689731597902,0.1238,2.288141359710693,0.1467,1745739548.7038045,2025/04/27 16:39:08,107.78419947624207,1.8m,0.00011808886483777314
5,0.06545084971874739,5,2.2876169609069823,0.1326,2.285271127319336,0.1622,1745739565.1581523,2025/04/27 16:39:25,124.23854732513428,2.1m,0.00011558764526853338
6,0.05000000000000001,6,2.2851918659210204,0.1444,2.2845259593963623,0.1751,1745739580.988013,2025/04/27 16:39:40,140.06840801239014,2.3m,0.00010194254718953744
7,0.03454915028125264,7,2.2842758178710936,0.153,2.2823897159576414,0.1797,1745739597.4718027,2025/04/27 16:39:57,156.55219769477844,2.6m,0.00011648541112663224
8,0.020610737385376353,8,2.282778380203247,0.1594,2.281331420135498,0.1806,1745739613.7562387,2025/04/27 16:40:13,172.83663368225098,2.9m,0.00011383923992980272
9,0.009549150281252635,9,2.281754716873169,0.16,2.281525653076172,0.1841,1745739630.0115855,2025/04/27 16:40:30,189.0919804573059,3.2m,0.00009684926772024482
10,0.002447174185242324,10,2.2821241256713867,0.1612,2.2809414390563965,0.1836,1745739646.8772476,2025/04/27 16:40:46,205.95764255523682,3.4m,0.0001214444637298584
