step,trainable,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,dur_total_core,dur_train_core,dur_dl_train
1,2052,1,0.7855715811252594,0.7114583333333333,0.709986400604248,0.775,1749104666.6812174,2025/06/05 15:24:26,0.9010829925537109,901.1ms,0.05380654335021973,0.04162168502807617,0.054041385650634766
2,2052,2,0.4660400529702505,0.8520833333333333,0.6794192492961884,0.8125,1749104668.6638873,2025/06/05 15:24:28,2.8837528228759766,2.9s,0.09752297401428223,0.07834696769714355,0.1076955795288086
3,2052,3,0.41546444594860077,0.85625,0.659863805770874,0.8083333333333333,1749104670.7245307,2025/06/05 15:24:30,4.944396257400513,4.9s,0.14339518547058105,0.11694002151489258,0.17502212524414062
4,2052,4,0.39414307872454324,0.8645833333333334,0.5251466989517212,0.8375,1749104672.7989876,2025/06/05 15:24:32,7.018853187561035,7.0s,0.19597625732421875,0.1550126075744629,0.23026299476623535
5,2052,5,0.3416768342256546,0.8802083333333334,0.6424813369909922,0.8291666666666667,1749104674.9455101,2025/06/05 15:24:34,9.165375709533691,9.2s,0.27024126052856445,0.21297144889831543,0.28222084045410156
6,2052,6,0.356453009446462,0.8760416666666667,0.5674407362937928,0.8041666666666667,1749104677.0751905,2025/06/05 15:24:37,11.295056104660034,11.3s,0.3464944362640381,0.2755305767059326,0.33393192291259766
7,2052,7,0.3608667408426603,0.8739583333333333,0.5870705803235372,0.8333333333333334,1749104679.2842605,2025/06/05 15:24:39,13.504126071929932,13.5s,0.4262545108795166,0.3392355442047119,0.3935739994049072
8,2052,8,0.3219441185394923,0.875,0.4952323834101359,0.8458333333333333,1749104681.5231586,2025/06/05 15:24:41,15.743024110794067,15.7s,0.5120532512664795,0.41370344161987305,0.44291234016418457
9,2052,9,0.3232482900222143,0.8864583333333333,0.4907200535138448,0.8375,1749104683.7528703,2025/06/05 15:24:43,17.97273588180542,18.0s,0.5963566303253174,0.47858667373657227,0.5058920383453369
10,2052,10,0.3232118159532547,0.8854166666666666,0.5255890647570293,0.8333333333333334,1749104685.9663146,2025/06/05 15:24:45,20.186180114746094,20.2s,0.6795501708984375,0.5476930141448975,0.556441068649292
11,2052,11,0.3042643129825592,0.8947916666666667,0.5831648051738739,0.8291666666666667,1749104688.3385003,2025/06/05 15:24:48,22.55836582183838,22.6s,0.7754409313201904,0.626227855682373,0.6111347675323486
12,2052,12,0.3134650602936745,0.8927083333333333,0.541278620560964,0.8291666666666667,1749104690.6096787,2025/06/05 15:24:50,24.82954430580139,24.8s,0.8694849014282227,0.6975336074829102,0.6668696403503418
13,2052,13,0.3470867613951365,0.8885416666666667,0.5330595533053081,0.8208333333333333,1749104692.8455923,2025/06/05 15:24:52,27.065457820892334,27.1s,0.9556810855865479,0.7715764045715332,0.7275030612945557
14,2052,14,0.33708281914393107,0.8916666666666667,0.5647759954134624,0.8208333333333333,1749104695.0541246,2025/06/05 15:24:55,29.273990154266357,29.3s,1.0456132888793945,0.8465673923492432,0.7789299488067627
15,2052,15,0.35926430225372313,0.8760416666666667,0.5302399158477783,0.8208333333333333,1749104697.4185846,2025/06/05 15:24:57,31.638450145721436,31.6s,1.1417641639709473,0.9311225414276123,0.8354716300964355
16,2052,16,0.30193198124567666,0.8916666666666667,0.5984973589579264,0.7875,1749104699.6935031,2025/06/05 15:24:59,33.913368701934814,33.9s,1.2327754497528076,1.0057260990142822,0.8870689868927002
17,2052,17,0.3137391616900762,0.8833333333333333,0.5087787667910258,0.8333333333333334,1749104702.0394447,2025/06/05 15:25:02,36.259310245513916,36.3s,1.3251557350158691,1.0812971591949463,0.9368650913238525
18,2052,18,0.3458361605803172,0.8802083333333334,0.5393983503182729,0.8375,1749104704.3696012,2025/06/05 15:25:04,38.58946681022644,38.6s,1.4156205654144287,1.155548095703125,0.9931416511535645
19,2052,19,0.3178351541360219,0.890625,0.6377278725306194,0.8166666666666667,1749104706.6213253,2025/06/05 15:25:06,40.841190814971924,40.8s,1.5063207149505615,1.23392915725708,1.0429720878601074
20,2052,20,0.3003374829888344,0.8989583333333333,0.5233098765214285,0.8416666666666667,1749104708.9114032,2025/06/05 15:25:08,43.13126873970032,43.1s,1.5913522243499756,1.3036572933197021,1.094595193862915
21,11178564,21,0.7600372155507406,0.7947916666666667,2.543173583348592,0.6,1749104712.1765702,2025/06/05 15:25:12,46.39643573760986,46.4s,1.8166584968566895,1.522078037261963,1.1441104412078857
22,11178564,22,0.5841194868087769,0.8239583333333333,0.7546415805816651,0.7166666666666667,1749104714.9552972,2025/06/05 15:25:14,49.17516279220581,49.2s,1.9663512706756592,1.663888692855835,1.1948771476745605
23,11178564,23,0.348489652077357,0.8864583333333333,0.5873408754666646,0.8208333333333333,1749104717.9701996,2025/06/05 15:25:17,52.190065145492554,52.2s,2.1323082447052,1.8100886344909668,1.2479054927825928
24,11178564,24,0.2647854780157407,0.9114583333333334,0.5421271562576294,0.8416666666666667,1749104721.3983605,2025/06/05 15:25:21,55.618226051330566,55.6s,2.409515380859375,2.0795798301696777,1.3012151718139648
25,11178564,25,0.2519115408261617,0.9072916666666667,0.4654676516850789,0.8583333333333333,1749104724.324713,2025/06/05 15:25:24,58.544578552246094,58.5s,2.5768086910247803,2.239917039871216,1.357222557067871
26,11178564,26,0.17797214885552723,0.9260416666666667,0.48601131737232206,0.8416666666666667,1749104727.0074944,2025/06/05 15:25:27,61.227360010147095,1.0m,2.7176966667175293,2.3638718128204346,1.4138667583465576
27,11178564,27,0.19579324200749398,0.9229166666666667,0.4576753437519073,0.8708333333333333,1749104730.2830296,2025/06/05 15:25:30,64.50289511680603,1.1m,2.947282552719116,2.578568458557129,1.4706969261169434
28,11178564,28,0.20354532748460769,0.9270833333333334,0.353055414557457,0.8833333333333333,1749104733.428081,2025/06/05 15:25:33,67.64794659614563,1.1m,3.1544954776763916,2.7789382934570312,1.5229952335357666
29,11178564,29,0.16829842329025269,0.9395833333333333,0.32912881175676983,0.8833333333333333,1749104736.0666897,2025/06/05 15:25:36,70.28655529022217,1.2m,3.287879228591919,2.901228427886963,1.5752840042114258
