model_arc,epochs,ensemble_type,params,optimizer,grad,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
models.resnet_git_ee_bn resnet18,100,EE,2855808,SGD,2855808,100,0.2621373565673828,0.9222,1.0390062885284423,0.6832,1745534535.5907931,2025/04/25 07:42:15,343.397207736969,5.7m,0.0004309127980377525
