step,lr,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
1,0.1,1,2.3019787143707275,0.0992,2.3000174037933347,0.1048,1745748090.7356546,2025/04/27 19:01:30,6.612157106399536,6.6s,0.00012844084994867444
2,0.09755282581475769,2,2.297162399291992,0.109,2.2960397186279295,0.1207,1745748094.7887003,2025/04/27 19:01:34,10.665202856063843,10.7s,0.00012902212620247155
3,0.09045084971874738,3,2.2936603279113768,0.1284,2.293419337463379,0.1317,1745748098.9176059,2025/04/27 19:01:38,14.794108390808105,14.8s,0.00012586482625920326
4,0.07938926261462367,4,2.2896759956359864,0.1364,2.2903875274658203,0.1456,1745748103.1760602,2025/04/27 19:01:43,19.052562713623047,19.1s,0.0001287033228436485
5,0.06545084971874739,5,2.286653485107422,0.1402,2.2874126373291017,0.1491,1745748107.3561513,2025/04/27 19:01:47,23.232653856277466,23.2s,0.0001272295630769804
6,0.05000000000000001,6,2.283433331298828,0.1526,2.2853149211883546,0.1577,1745748111.4256244,2025/04/27 19:01:51,27.30212688446045,27.3s,0.00012805048027075827
7,0.03454915028125264,7,2.2821802337646484,0.155,2.2842481620788573,0.1619,1745748115.4770827,2025/04/27 19:01:55,31.353585243225098,31.4s,0.00012770153989549726
8,0.020610737385376353,8,2.2812698753356933,0.1696,2.2832005161285402,0.163,1745748119.663178,2025/04/27 19:01:59,35.53968048095703,35.5s,0.0001279131101910025
9,0.009549150281252635,9,2.279825,0.1676,2.2831484912872315,0.1669,1745748123.7548678,2025/04/27 19:02:03,39.631370306015015,39.6s,0.00012249454448465258
10,0.002447174185242324,10,2.2793742576599123,0.171,2.2828930561065675,0.167,1745748127.77648,2025/04/27 19:02:07,43.65298247337341,43.7s,0.0001284737081732601
