step,lr,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
1,0.1,1,2.301932552719116,0.1012,2.3006303936004637,0.1014,1745747457.9908953,2025/04/27 18:50:57,4.027609825134277,4.0s,0.00012650431017391384
2,0.09755282581475769,2,2.298063796234131,0.1026,2.2969815242767333,0.103,1745747461.4309838,2025/04/27 18:51:01,7.467698335647583,7.5s,0.00012537497968878597
3,0.09045084971874738,3,2.294474112701416,0.1046,2.293702894973755,0.1062,1745747464.8682232,2025/04/27 18:51:04,10.904937744140625,10.9s,0.00012982331099919975
4,0.07938926261462367,4,2.291048556137085,0.1088,2.2911787776947024,0.1194,1745747468.2880957,2025/04/27 18:51:08,14.324810266494751,14.3s,0.00012639185297302902
5,0.06545084971874739,5,2.287646883392334,0.1246,2.2891579681396483,0.1306,1745747471.7930546,2025/04/27 18:51:11,17.829769134521484,17.8s,0.0001275630056625232
6,0.05000000000000001,6,2.285726685333252,0.1316,2.2869409191131593,0.142,1745747475.2049255,2025/04/27 18:51:15,21.241640090942383,21.2s,0.00012783407873939723
7,0.03454915028125264,7,2.284098033905029,0.138,2.286596668624878,0.154,1745747478.6324313,2025/04/27 18:51:18,24.669145822525024,24.7s,0.00012191029236419126
8,0.020610737385376353,8,2.2834939880371095,0.1402,2.284958436203003,0.1532,1745747482.0251565,2025/04/27 18:51:22,28.06187105178833,28.1s,0.00012422514555510134
9,0.009549150281252635,9,2.2823139854431154,0.148,2.284009646987915,0.1612,1745747485.4087677,2025/04/27 18:51:25,31.44548225402832,31.4s,0.00012870992941316217
10,0.002447174185242324,10,2.2823798789978027,0.1484,2.2846136905670167,0.1562,1745747488.8268752,2025/04/27 18:51:28,34.86358976364136,34.9s,0.00012703938409686089
