step,lr,epoch,train_loss,train_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean,val_loss,val_acc
1,0.005,1,1.8906943231582642,0.2984,1745756927.4701135,2025/04/27 21:28:47,10.082322835922241,10.1s,0.00013704226728350477,,
2,0.0049987664009143295,2,1.5702282941818237,0.431,1745756938.576535,2025/04/27 21:28:58,21.18874430656433,21.2s,0.0001406773745600276,,
3,0.00499506682107068,3,1.4594240688323974,0.4608,1745756949.8337445,2025/04/27 21:29:09,32.44595384597778,32.4s,0.00017836349849176258,,
4,0.004988904911507701,4,1.373714351272583,0.5088,1745756959.7773573,2025/04/27 21:29:19,42.38956665992737,42.4s,0.0001526527330781846,,
5,0.004980286753286196,5,1.314147880935669,0.5254,1745756971.0826,2025/04/27 21:29:31,53.694809436798096,53.7s,0.00022363114607060197,,
6,0.004969220851487845,6,1.3056206592559814,0.5228,1745756981.0995688,2025/04/27 21:29:41,63.71177816390991,1.1m,0.00014912466643579592,,
7,0.004955718126821723,7,1.2357697721481322,0.5532,1745756991.0591233,2025/04/27 21:29:51,73.67133259773254,1.2m,0.00017119970283374641,,
8,0.004939791904846869,8,1.1903980434417725,0.57,1745757001.1085014,2025/04/27 21:30:01,83.72071075439453,1.4m,0.0001809652335964529,,
9,0.004921457902821578,9,1.1647878721237184,0.5776,1745757011.0486612,2025/04/27 21:30:11,93.66087055206299,1.6m,0.0002061565153042011,,
10,0.004900734214192358,10,1.1510232025146485,0.5884,1745757028.9614608,2025/04/27 21:30:28,111.57367014884949,1.9m,0.00016780539499450242,1.2706164432525635,0.5599
11,0.004877641290737884,11,1.1079358944892883,0.6044,1745757038.9986417,2025/04/27 21:30:38,121.61085104942322,2.0m,0.00015092844904529557,,
12,0.004852201922385563,12,1.0693978021621704,0.6148,1745757048.963,2025/04/27 21:30:48,131.57520937919617,2.2m,0.00025226498860320135,,
13,0.004824441214720628,13,1.0870075311660767,0.6128,1745757059.1727262,2025/04/27 21:30:59,141.78493547439575,2.4m,0.00022635568225837233,,
14,0.004794386564209952,14,1.0653089418411255,0.6146,1745757069.335249,2025/04/27 21:31:09,151.9474582672119,2.5m,0.00018255063861261078,,
15,0.004762067631165048,15,1.0375465768814087,0.6248,1745757079.7236078,2025/04/27 21:31:19,162.33581709861755,2.7m,0.00011992665798743474,,
16,0.004727516310470919,16,0.9951502445220948,0.6464,1745757089.7411392,2025/04/27 21:31:29,172.35334849357605,2.9m,0.00021694332301080976,,
