step,epoch,train_loss,train_acc,train_path_loss,train_path_acc,timestamp,timestamp_fmt,duration,duration_fmt,dur_total_core,dur_train_core,dur_dl_train,val_loss,val_acc,val_path_loss,val_path_acc
1,1,4.606394054412842,0.007,mean: 4.7351752865314465,mean: 0.009656250000000005,1749069888.783484,2025/06/05 05:44:48,2.7175204753875732,2.7s,1.1217758655548096,1.121802568435669,0.05634355545043945,,,,
2,2,4.605442375183105,0.009,mean: 4.732881352066992,mean: 0.010281250000000006,1749069891.2131605,2025/06/05 05:44:51,5.147197008132935,5.1s,2.1869966983795166,2.1870551109313965,0.12274694442749023,,,,
3,3,4.602755168914795,0.009,mean: 4.728783305585386,mean: 0.010062500000000005,1749069893.9946618,2025/06/05 05:44:53,7.928698301315308,7.9s,3.421280860900879,3.421365976333618,0.1797161102294922,,,,
4,4,4.600986110687256,0.008,mean: 4.725492080032827,mean: 0.009718750000000007,1749069896.5219035,2025/06/05 05:44:56,10.455940008163452,10.5s,4.58362603187561,4.583738088607788,0.23744988441467285,,,,
5,5,4.597572212219238,0.012,mean: 4.72031760007143,mean: 0.010171875000000007,1749069898.8417766,2025/06/05 05:44:58,12.775813102722168,12.8s,5.560811281204224,5.56094765663147,0.2969400882720947,,,,
6,6,4.596210739135742,0.015,mean: 4.717406101942063,mean: 0.010187500000000007,1749069901.5188432,2025/06/05 05:45:01,15.452879667282104,15.5s,6.812883615493774,6.81304669380188,0.35428786277770996,,,,
7,7,4.593005302429199,0.016,mean: 4.7129347279071805,mean: 0.010734375000000006,1749069904.0406868,2025/06/05 05:45:04,17.97472333908081,18.0s,7.910020589828491,7.910209894180298,0.4145967960357666,,,,
8,8,4.590041210174561,0.012,mean: 4.708764913201334,mean: 0.010671875000000008,1749069906.4284322,2025/06/05 05:45:06,20.362468719482422,20.4s,8.917600870132446,8.917813777923584,0.47295379638671875,,,,
9,9,4.587982223510743,0.015,mean: 4.705530993163585,mean: 0.009812500000000007,1749069908.852579,2025/06/05 05:45:08,22.78661561012268,22.8s,9.901501178741455,9.901742696762085,0.531510591506958,,,,
10,10,4.583107658386231,0.018,mean: 4.699796182215213,mean: 0.010375000000000007,1749069920.39028,2025/06/05 05:45:20,34.32431650161743,34.3s,15.07279372215271,11.00467848777771,0.5909311771392822,4.590607727050782,0.0172,mean: 4.682617662417887,mean: 0.0104828125
11,11,4.581277500152588,0.02,mean: 4.697170085370541,mean: 0.010812500000000006,1749069923.2600648,2025/06/05 05:45:23,37.194101333618164,37.2s,16.16177797317505,12.093687057495117,0.721890926361084,,,,
12,12,4.579361583709717,0.022,mean: 4.6948291673064215,mean: 0.010828125000000006,1749069925.7721615,2025/06/05 05:45:25,39.70619797706604,39.7s,17.26759624481201,13.199533462524414,0.7770595550537109,,,,
13,13,4.574973625183105,0.026,mean: 4.689998888015746,mean: 0.011125000000000006,1749069928.0993109,2025/06/05 05:45:28,42.033347368240356,42.0s,18.2745361328125,14.206499814987183,0.8339729309082031,,,,
14,14,4.571595897674561,0.029,mean: 4.686554916381835,mean: 0.011265625000000007,1749069930.6090853,2025/06/05 05:45:30,44.54312181472778,44.5s,19.399420499801636,15.331409931182861,0.8904454708099365,,,,
15,15,4.566899188995361,0.034,mean: 4.6819548969864835,mean: 0.011406250000000007,1749069933.2570143,2025/06/05 05:45:33,47.19105076789856,47.2s,20.547109842300415,16.4791259765625,0.960993766784668,,,,
