step,epoch,train_loss,train_acc,train_path_loss,train_path_acc,timestamp,timestamp_fmt,duration,duration_fmt,dur_total_core,dur_train_core,dur_dl_train,val_loss,val_acc
1,1,4.608894386291504,0.007,mean: 4.735180073499679,mean: 0.009687500000000005,1748940335.337746,2025/06/03 17:45:35,0.9585990905761719,958.6ms,0.6327214241027832,0.632753849029541,0.05580949783325195,,
2,2,4.608254425048828,0.005,mean: 4.734098951756954,mean: 0.009906250000000007,1748940336.1229315,2025/06/03 17:45:36,1.7437846660614014,1.7s,1.2424964904785156,1.242560863494873,0.11073756217956543,,
3,3,4.607363945007324,0.009,mean: 4.732814183712004,mean: 0.010218750000000006,1748940336.9315138,2025/06/03 17:45:36,2.5523669719696045,2.6s,1.8738088607788086,1.8739027976989746,0.16775751113891602,,
4,4,4.605451763153076,0.01,mean: 4.730425531685353,mean: 0.010296875000000006,1748940337.7775924,2025/06/03 17:45:37,3.3984456062316895,3.4s,2.537321090698242,2.5374443531036377,0.22452616691589355,,
5,5,4.605232105255127,0.012,mean: 4.729639966845514,mean: 0.009843750000000007,1748940338.577354,2025/06/03 17:45:38,4.198207139968872,4.2s,3.1601948738098145,3.1603455543518066,0.28116583824157715,,
6,6,4.604549621582032,0.012,mean: 4.728459412097929,mean: 0.009796875000000007,1748940339.3492477,2025/06/03 17:45:39,4.9701008796691895,5.0s,3.7499754428863525,3.7501494884490967,0.341860294342041,,
7,7,4.603613788604736,0.01,mean: 4.726868153870106,mean: 0.009906250000000005,1748940340.0963206,2025/06/03 17:45:40,5.71717381477356,5.7s,4.328864097595215,4.329059362411499,0.39643192291259766,,
8,8,4.602420402526856,0.014,mean: 4.725278367698194,mean: 0.010187500000000007,1748940340.865911,2025/06/03 17:45:40,6.486764192581177,6.5s,4.925847768783569,4.926064491271973,0.45204854011535645,,
9,9,4.601205085754395,0.007,mean: 4.723497805356982,mean: 0.010640625000000008,1748940341.6167238,2025/06/03 17:45:41,7.237576961517334,7.2s,5.504762172698975,5.505001544952393,0.5065865516662598,,
10,10,4.600252925872803,0.011,mean: 4.721974283277991,mean: 0.010406250000000006,1748940342.372548,2025/06/03 17:45:42,7.993401288986206,8.0s,6.090728521347046,6.090991497039795,0.5610580444335938,,
11,11,4.5999816780090335,0.006,mean: 4.721283959627152,mean: 0.010265625000000006,1748940343.1765254,2025/06/03 17:45:43,8.797378540039062,8.8s,6.718106746673584,6.718392610549927,0.6186373233795166,,
12,12,4.597550640106201,0.014,mean: 4.718523357570172,mean: 0.010156250000000006,1748940343.9492793,2025/06/03 17:45:43,9.570132493972778,9.6s,7.315525531768799,7.3158345222473145,0.672187089920044,,
13,13,4.596866203308106,0.02,mean: 4.717364415824415,mean: 0.010546875000000006,1748940344.7675972,2025/06/03 17:45:44,10.388450384140015,10.4s,7.963001489639282,7.963336706161499,0.7268424034118652,,
14,14,4.595270778656006,0.014,mean: 4.715270421564579,mean: 0.010593750000000008,1748940345.5581264,2025/06/03 17:45:45,11.178979635238647,11.2s,8.576721906661987,8.577085971832275,0.781482458114624,,
15,15,4.594233081817627,0.015,mean: 4.713774850010872,mean: 0.010406250000000008,1748940346.3448215,2025/06/03 17:45:46,11.965674638748169,12.0s,9.185895442962646,9.186281442642212,0.8359308242797852,,
16,16,4.594417678833008,0.01,mean: 4.71373557895422,mean: 0.010718750000000006,1748940347.1222048,2025/06/03 17:45:47,12.7430579662323,12.7s,9.789432048797607,9.78984260559082,0.8907449245452881,,
17,17,4.593677234649658,0.014,mean: 4.712629014372826,mean: 0.010281250000000006,1748940347.966753,2025/06/03 17:45:47,13.587606191635132,13.6s,10.447444438934326,10.447888135910034,0.9496471881866455,,
18,18,4.591981819152832,0.016,mean: 4.710588694274426,mean: 0.009921875000000007,1748940348.8327105,2025/06/03 17:45:48,14.453563690185547,14.5s,11.119261026382446,11.119736671447754,1.0137813091278076,,
