epoch,Loss,Acc,vLoss,vAcc
1,4.834176864624023,0.009852482328274927,4.794929122924804,0.0095
2,4.734252820014953,0.010627752346992493,4.717911434173584,0.0117
3,4.673720288276672,0.011526871531009675,4.656058597564697,0.0124
4,4.635015454292297,0.013132355532646179,4.611902928352356,0.013
5,4.605604491233826,0.014223379125595093,4.581518602371216,0.0178
6,4.57923020362854,0.017839797444343566,4.55573148727417,0.0196
7,4.54956223487854,0.022376884050369264,4.51661491394043,0.0242
8,4.525202832221985,0.025349754753112793,4.480746340751648,0.0283
9,4.490696306228638,0.028981130056381227,4.441567397117614,0.0322
10,4.45702730178833,0.031439351377487185,4.401496028900146,0.0363
11,4.426346487998963,0.03531324032783508,4.361817026138306,0.0442
12,4.402556276321411,0.03579027505874634,4.328242993354797,0.0458
13,4.38352668762207,0.03675589307785034,4.302285671234131,0.0446
14,4.322352976799011,0.04269447437286377,4.258720207214355,0.0506
15,4.319106392860412,0.041968379135131836,4.229052925109864,0.0535
16,4.29272955417633,0.04426567445755005,4.2017250776290895,0.0542
17,4.27337414264679,0.04587367269515991,4.176706838607788,0.0572
18,4.245289158821106,0.04872229671478272,4.151726531982422,0.0598
19,4.226685113906861,0.05269870161056518,4.138902091979981,0.0615
20,4.215409994125366,0.05465508680343628,4.119788670539856,0.0655
21,4.189620361328125,0.05802318319320679,4.098265695571899,0.0688
22,4.183430743217468,0.05897955480575562,4.08379898071289,0.0696
23,4.179409427642822,0.060436904830932614,4.069414353370666,0.0719
24,4.169106364250183,0.06129193687438965,4.057969999313355,0.0742
25,4.141672751903534,0.06305921070098877,4.041766464710236,0.0783
26,4.133725023269653,0.06600293682098389,4.030853748321533,0.0767
27,4.12526775598526,0.06679556613922119,4.013787508010864,0.0821
28,4.132255873680115,0.0698723046875,4.002725458145141,0.0836
29,4.128132357597351,0.06994307592391968,3.9933023691177367,0.0847
30,4.124609544277191,0.06932993148803711,3.9815803289413454,0.0873
31,4.080272042751313,0.07626871570587158,3.970944118499756,0.0903
32,4.086380915641785,0.07584526542663574,3.961105167865753,0.0921
33,4.0946017932891845,0.07608105102539063,3.950565791130066,0.092
34,4.102790026664734,0.07650501728057861,3.9423890233039858,0.0934
35,4.094532077312469,0.07811792476654053,3.9421761274337768,0.0908
36,4.04845775604248,0.08210696022033691,3.9242343664169312,0.0947
37,4.051649575233459,0.08327668811798096,3.915947103500366,0.0937
38,4.049637138843536,0.0823322716140747,3.908485782146454,0.0956
39,4.039588103294372,0.0846652303314209,3.899305891990662,0.096
40,4.026585788726806,0.08629812774658203,3.890948009490967,0.0979
41,4.017203340530395,0.08868452640533447,3.880020594596863,0.1005
42,4.039612810611725,0.0876321784210205,3.8735632419586183,0.1013
43,3.9772797274589538,0.09296368118286133,3.866705393791199,0.1035
44,4.026376798152923,0.0880827935409546,3.860597586631775,0.1039
45,3.993074164390564,0.0907462092590332,3.849020779132843,0.1046
46,3.992511751651764,0.09194869812011719,3.8419113993644713,0.105
47,4.026265847682953,0.09027117588043213,3.844228672981262,0.1073
48,3.983100187778473,0.09559520942687988,3.825924038887024,0.111
49,3.9833339786529542,0.09617571113586426,3.823593771457672,0.1116
50,3.971176891326904,0.09762959568023681,3.815525162220001,0.1133
51,3.9758400440216066,0.0952736266708374,3.8089173078536986,0.1161
52,3.9731635570526125,0.09794737682342529,3.8084336638450624,0.1138
53,3.9496038246154783,0.0989285311126709,3.7968425989151,0.1179
54,3.9735573625564573,0.09633458889007568,3.79287029504776,0.1171
55,3.964844183921814,0.09850631340026855,3.7861563324928285,0.1188
56,3.992645728588104,0.09594511089324952,3.7825830578804016,0.1185
57,3.9686271858215334,0.09921272006988525,3.77465215921402,0.1192
58,3.925641815662384,0.10411784545898438,3.7661852478981017,0.1228
59,3.9423218250274656,0.10191886573791505,3.7687087416648866,0.1198
60,3.923171799182892,0.10266912467956543,3.7537463903427124,0.1232
61,3.9503551363945006,0.10227728092193604,3.7591468930244445,0.1235
62,3.9091199135780332,0.10537499847412109,3.7501065015792845,0.1213
63,3.9470976424217223,0.10442122108459473,3.7475274205207825,0.1231
64,3.9107380294799805,0.1087909765625,3.7332549333572387,0.1259
65,3.887766797542572,0.11149382972717285,3.72785427570343,0.1264
66,3.8864814591407777,0.1108201887512207,3.7246471405029298,0.1263
67,3.892644233703613,0.11052905670166016,3.7185340881347657,0.1289
68,3.9095230388641355,0.1071125997543335,3.731570506095886,0.1259
69,3.912541389465332,0.11131430946350097,3.710712993144989,0.1298
70,3.8876826405525207,0.11176058406829834,3.7101732730865478,0.129
71,3.900733528137207,0.1107037498474121,3.697007346153259,0.1327
72,3.8435247588157653,0.11701037536621094,3.68826744556427,0.1353
73,3.8542471361160278,0.11601694625854492,3.684707522392273,0.1335
74,3.8748581075668334,0.11376070224761962,3.6874714493751526,0.1322
75,3.8789263105392457,0.1136736432647705,3.6840269446372984,0.1337
76,3.8888747096061707,0.11171058517456055,3.674544358253479,0.1364
77,3.848687162399292,0.11635963916778565,3.677047574520111,0.1345
78,3.8845959734916686,0.11398525077819824,3.669538450241089,0.1377
79,3.8482923126220703,0.11908074993133545,3.66587415933609,0.137
