step,epoch,train_loss,train_acc,train_path_loss,train_path_acc,val_loss,val_acc,val_path_loss,val_path_acc,param_l2norm_layer,param_l2norm,grad_l2norm_layer,grad_l2norm,dur_total_core,dur_train_core,dur_dl_train
1,1,4.6013358726501465,0.0147,last: 4.734635109710694,last: 0.0107,,,,,(nested_data),213.3263702392578,(nested_data),0.3299366235733032,6.046220779418945,6.0464558601379395,0.0642392635345459
2,2,4.57784151687622,0.0282,last: 4.685395056152344,last: 0.0127,4.566472243499756,0.0308,last: 4.639053210449219,last: 0.0116,(nested_data),197.00732421875,(nested_data),0.2931254804134369,14.310277462005615,12.086004495620728,0.12288951873779297
3,3,4.543324395751953,0.0327,last: 4.651629083251954,last: 0.0126,,,,,(nested_data),181.9650115966797,(nested_data),0.2665044367313385,20.2340989112854,18.010056495666504,0.19095635414123535
4,4,4.504996629333496,0.0407,last: 4.629142030334473,last: 0.0137,4.494663524627685,0.0454,last: 4.610159630584717,last: 0.0135,(nested_data),168.10353088378906,(nested_data),0.24500474333763123,28.115711212158203,23.894110679626465,0.25444769859313965
5,5,4.469908702087403,0.042,last: 4.623237259674072,last: 0.0145,,,,,(nested_data),155.33050537109375,(nested_data),0.2516036033630371,34.05553698539734,29.834180116653442,0.32620954513549805
6,6,4.440782082366943,0.0494,last: 4.626390657806397,last: 0.0155,4.448038509368897,0.0552,last: 4.633023324584961,last: 0.0152,(nested_data),143.56280517578125,(nested_data),0.22239355742931366,41.82435607910156,35.63377094268799,0.39157652854919434
7,7,4.4154836975097655,0.0544,last: 4.632922511291504,last: 0.0159,,,,,(nested_data),132.72457885742188,(nested_data),0.26415395736694336,47.66918206214905,41.47881841659546,0.46189236640930176
8,8,4.393905796051025,0.0593,last: 4.653040377807617,last: 0.0149,4.415281244659424,0.0687,last: 4.588145792388916,last: 0.0148,(nested_data),122.7472915649414,(nested_data),0.28073057532310486,55.429198265075684,47.286052227020264,0.5226109027862549
9,9,4.376464260101319,0.065,last: 4.659489501953125,last: 0.0152,,,,,(nested_data),113.5604476928711,(nested_data),0.2959720194339752,61.300259828567505,53.157328844070435,0.5898900032043457
10,10,4.365121897888184,0.0665,last: 4.6609680969238285,last: 0.0163,4.371152308654785,0.0715,last: 4.708916999053955,last: 0.0152,(nested_data),105.10340118408203,(nested_data),0.33797764778137207,69.12757420539856,58.954445362091064,0.6529455184936523
11,11,4.354433995819091,0.0671,last: 4.667538809967041,last: 0.0159,,,,,(nested_data),97.33052825927734,(nested_data),0.3177573084831238,74.9957492351532,64.82284569740295,0.729182243347168
12,12,4.343525692749023,0.0717,last: 4.665500302124023,last: 0.0159,4.385400596618652,0.0766,last: 4.563964476013184,last: 0.0168,(nested_data),90.19096374511719,(nested_data),0.26025640964508057,83.03195810317993,70.74787306785583,0.7917172908782959
