step,epoch,train_loss,train_acc,train_path_loss,train_path_acc,timestamp,timestamp_fmt,duration,duration_fmt,dur_total_core,dur_train_core,dur_dl_train,val_loss,val_acc
1,1,4.564428231811523,0.0207,mean: 4.564428231811523,mean: 0.0207,1748891001.041743,2025/06/03 04:03:21,6.921581983566284,6.9s,0.6649377346038818,0.6651523113250732,0.06973528861999512,,
2,2,4.386912812805176,0.0483,mean: 4.386912812805176,mean: 0.0483,1748891009.7524998,2025/06/03 04:03:29,15.632338762283325,15.6s,1.4550604820251465,1.3042120933532715,0.1346733570098877,4.2863172706604,0.0549
3,3,4.222218145751953,0.0625,mean: 4.222218145751953,mean: 0.0625,1748891016.3322394,2025/06/03 04:03:36,22.212078332901,22.2s,2.09324312210083,1.9425733089447021,0.19887733459472656,,
4,4,4.08255542678833,0.0827,mean: 4.08255542678833,mean: 0.0827,1748891024.8989553,2025/06/03 04:03:44,30.778794288635254,30.8s,2.880859136581421,2.578977346420288,0.2625305652618408,4.039777969360352,0.0836
5,5,3.9859782218933106,0.0907,mean: 3.9859782218933106,mean: 0.0907,1748891031.5834696,2025/06/03 04:03:51,37.463308572769165,37.5s,3.5143980979919434,3.212707996368408,0.32880640029907227,,
6,6,3.893455892944336,0.107,mean: 3.893455892944336,mean: 0.107,1748891040.3199255,2025/06/03 04:04:00,46.19976449012756,46.2s,4.303756237030029,3.851038694381714,0.3932168483734131,3.918070876312256,0.095
7,7,3.8093802276611326,0.1143,mean: 3.8093802276611326,mean: 0.1143,1748891046.9547248,2025/06/03 04:04:06,52.83456373214722,52.8s,4.9365057945251465,4.483957052230835,0.45806455612182617,,
8,8,3.7518711040496826,0.1226,mean: 3.7518711040496826,mean: 0.1226,1748891055.6350317,2025/06/03 04:04:15,61.51487064361572,1.0m,5.7246880531311035,5.121769905090332,0.5251655578613281,3.773627705001831,0.1212
9,9,3.7022966190338136,0.1291,mean: 3.7022966190338136,mean: 0.1291,1748891062.3069599,2025/06/03 04:04:22,68.18679881095886,1.1m,6.359253168106079,5.7565131187438965,0.5905265808105469,,
10,10,3.648618126296997,0.1443,mean: 3.648618126296997,mean: 0.1443,1748891070.9616075,2025/06/03 04:04:30,76.84144639968872,1.3m,7.154634475708008,6.391434192657471,0.6544802188873291,3.7080457885742186,0.132
11,11,3.5990870918273927,0.1469,mean: 3.5990870918273927,mean: 0.1469,1748891077.5514412,2025/06/03 04:04:37,83.4312801361084,1.4m,7.792701482772827,7.0296807289123535,0.7223424911499023,,
12,12,3.548381651306152,0.1554,mean: 3.548381651306152,mean: 0.1554,1748891086.3737743,2025/06/03 04:04:46,92.25361323356628,1.5m,8.597943544387817,7.680710554122925,0.7878756523132324,3.60884141998291,0.1485
13,13,3.5024828804016113,0.1638,mean: 3.5024828804016113,mean: 0.1638,1748891092.993443,2025/06/03 04:04:52,98.873281955719,1.6m,9.232643842697144,8.31558084487915,0.8534822463989258,,
14,14,3.4531038650512693,0.1705,mean: 3.4531038650512693,mean: 0.1705,1748891101.798629,2025/06/03 04:05:01,107.6784679889679,1.8m,10.034125089645386,8.95548129081726,0.9193999767303467,3.5649556896209718,0.1565
15,15,3.4191858528137207,0.175,mean: 3.4191858528137207,mean: 0.175,1748891108.433183,2025/06/03 04:05:08,114.31302189826965,1.9m,10.668382167816162,9.589913129806519,0.9848928451538086,,
16,16,3.381977522277832,0.1812,mean: 3.381977522277832,mean: 0.1812,1748891117.1219642,2025/06/03 04:05:17,123.00180315971375,2.1m,11.457959175109863,10.222656965255737,1.0510501861572266,3.467968532180786,0.1702
17,17,3.330030648803711,0.1916,mean: 3.330030648803711,mean: 0.1916,1748891123.7977777,2025/06/03 04:05:23,129.67761659622192,2.2m,12.106825351715088,10.871698141098022,1.117055892944336,,
18,18,3.298784321975708,0.2009,mean: 3.298784321975708,mean: 0.2009,1748891132.5601068,2025/06/03 04:05:32,138.43994569778442,2.3m,12.900196075439453,11.50882863998413,1.1816413402557373,3.476947760009766,0.1704
19,19,3.2591065620422364,0.2092,mean: 3.2591065620422364,mean: 0.2092,1748891139.2893097,2025/06/03 04:05:39,145.16914868354797,2.4m,13.5562424659729,12.165041208267212,1.2493455410003662,,
20,20,3.2277161975860595,0.2115,mean: 3.2277161975860595,mean: 0.2115,1748891148.2499318,2025/06/03 04:05:48,154.12977075576782,2.6m,14.383965492248535,12.837518215179443,1.3195774555206299,3.3808225975036623,0.1942
21,21,3.179360178756714,0.2189,mean: 3.179360178756714,mean: 0.2189,1748891154.8967826,2025/06/03 04:05:54,160.7766215801239,2.7m,15.02589225769043,13.479623079299927,1.3868553638458252,,
22,22,3.1443343059539797,0.2258,mean: 3.1443343059539797,mean: 0.2258,1748891163.6116552,2025/06/03 04:06:03,169.49149417877197,2.8m,15.813453912734985,14.115965127944946,1.451692819595337,3.3912535320281982,0.19
23,23,3.114449827194214,0.2353,mean: 3.114449827194214,mean: 0.2353,1748891170.2317588,2025/06/03 04:06:10,176.11159777641296,2.9m,16.449184894561768,14.7518630027771,1.5181283950805664,,
24,24,3.0713343936920166,0.242,mean: 3.0713343936920166,mean: 0.242,1748891178.9844918,2025/06/03 04:06:18,184.8643307685852,3.1m,17.241674184799194,15.393012285232544,1.5822045803070068,3.285369958496094,0.2013
25,25,3.050006335449219,0.2423,mean: 3.050006335449219,mean: 0.2423,1748891185.5930254,2025/06/03 04:06:25,191.47286438941956,3.2m,17.876500368118286,16.028011322021484,1.6480252742767334,,
26,26,3.0080155487060547,0.2548,mean: 3.0080155487060547,mean: 0.2548,1748891194.4042687,2025/06/03 04:06:34,200.2841076850891,3.3m,18.6804518699646,16.68034076690674,1.7129976749420166,3.268300827789307,0.2083
27,27,2.972814796066284,0.2545,mean: 2.972814796066284,mean: 0.2545,1748891201.0558438,2025/06/03 04:06:41,206.9356827735901,3.4m,19.313533544540405,17.31359100341797,1.779345989227295,,
28,28,2.9467498432159425,0.2695,mean: 2.9467498432159425,mean: 0.2695,1748891209.8824234,2025/06/03 04:06:49,215.76226234436035,3.6m,20.114012241363525,17.961164236068726,1.844635248184204,3.193458213043213,0.223
29,29,2.9033616149902346,0.2737,mean: 2.9033616149902346,mean: 0.2737,1748891216.5714695,2025/06/03 04:06:56,222.45130848884583,3.7m,20.748201370239258,18.59552502632141,1.9106371402740479,,
30,30,2.8811334350585938,0.2753,mean: 2.8811334350585938,mean: 0.2753,1748891225.2762337,2025/06/03 04:07:05,231.15607261657715,3.9m,21.53539276123047,19.231565713882446,1.976041555404663,3.1617498134613036,0.2266
31,31,2.8417348659515382,0.2839,mean: 2.8417348659515382,mean: 0.2839,1748891231.9118514,2025/06/03 04:07:11,237.79169034957886,4.0m,22.171315908432007,19.867663621902466,2.041510581970215,,
32,32,2.8091702754974364,0.2885,mean: 2.8091702754974364,mean: 0.2885,1748891240.580343,2025/06/03 04:07:20,246.46018195152283,4.1m,22.9630286693573,20.503214597702026,2.106661081314087,3.23497135887146,0.2298
33,33,2.7796606510162354,0.2911,mean: 2.7796606510162354,mean: 0.2911,1748891247.1842625,2025/06/03 04:07:27,253.06410145759583,4.2m,23.596070528030396,21.136425256729126,2.171485185623169,,
34,34,2.7425956409454346,0.3001,mean: 2.7425956409454346,mean: 0.3001,1748891256.03123,2025/06/03 04:07:36,261.9110689163208,4.4m,24.402518272399902,21.787336826324463,2.237769842147827,3.201095083618164,0.2327
35,35,2.7187737682342528,0.3103,mean: 2.7187737682342528,mean: 0.3103,1748891262.753502,2025/06/03 04:07:42,268.6333408355713,4.5m,25.03585171699524,22.420850038528442,2.304453134536743,,
36,36,2.6857838367462157,0.3102,mean: 2.6857838367462157,mean: 0.3102,1748891271.4459074,2025/06/03 04:07:51,277.3257462978363,4.6m,25.825429916381836,23.057673692703247,2.3697469234466553,3.0578470512390137,0.2498
37,37,2.6416329078674314,0.3303,mean: 2.6416329078674314,mean: 0.3303,1748891278.0433307,2025/06/03 04:07:58,283.9231696128845,4.7m,26.456642866134644,23.689053535461426,2.4365694522857666,,
38,38,2.6175515491485597,0.3296,mean: 2.6175515491485597,mean: 0.3296,1748891286.8513663,2025/06/03 04:08:06,292.73120522499084,4.9m,27.256490230560303,24.326199054718018,2.5014991760253906,3.0983367485046385,0.2541
39,39,2.593549394989014,0.3302,mean: 2.593549394989014,mean: 0.3302,1748891293.5741827,2025/06/03 04:08:13,299.454021692276,5.0m,27.891244173049927,24.96112585067749,2.567704916000366,,
40,40,2.5611713386535646,0.3408,mean: 2.5611713386535646,mean: 0.3408,1748891302.460738,2025/06/03 04:08:22,308.34057688713074,5.1m,28.695740699768066,25.606051206588745,2.6325860023498535,3.1077531658172606,0.2494
41,41,2.542750461578369,0.3464,mean: 2.542750461578369,mean: 0.3464,1748891309.2451928,2025/06/03 04:08:29,315.125031709671,5.3m,29.34339189529419,26.25387978553772,2.69830584526062,,
42,42,2.520719903564453,0.349,mean: 2.520719903564453,mean: 0.349,1748891318.1717134,2025/06/03 04:08:38,324.0515522956848,5.4m,30.14460849761963,26.8941171169281,2.76340389251709,3.050201268005371,0.2583
43,43,2.486110417175293,0.3524,mean: 2.486110417175293,mean: 0.3524,1748891324.9916825,2025/06/03 04:08:44,330.8715214729309,5.5m,30.78953194618225,27.539209842681885,2.8294780254364014,,
44,44,2.447948767089844,0.3608,mean: 2.447948767089844,mean: 0.3608,1748891333.6596894,2025/06/03 04:08:53,339.53952836990356,5.7m,31.577473402023315,28.17646598815918,2.8950679302215576,3.0363475399017332,0.2651
45,45,2.4088766353607176,0.3677,mean: 2.4088766353607176,mean: 0.3677,1748891340.33687,2025/06/03 04:09:00,346.2167088985443,5.8m,32.21314191818237,28.81230640411377,2.9608118534088135,,
46,46,2.386514113998413,0.3776,mean: 2.386514113998413,mean: 0.3776,1748891349.187824,2025/06/03 04:09:09,355.06766295433044,5.9m,33.00146174430847,29.449056148529053,3.0268166065216064,3.01808999710083,0.2761
47,47,2.370773846435547,0.3774,mean: 2.370773846435547,mean: 0.3774,1748891355.8580198,2025/06/03 04:09:15,361.73785877227783,6.0m,33.64790749549866,30.09568166732788,3.092006206512451,,
48,48,2.3350649509429933,0.3891,mean: 2.3350649509429933,mean: 0.3891,1748891364.5526178,2025/06/03 04:09:24,370.43245673179626,6.2m,34.44639778137207,30.73018479347229,3.157815456390381,3.087881566619873,0.2686
49,49,2.306441665649414,0.3934,mean: 2.306441665649414,mean: 0.3934,1748891371.140316,2025/06/03 04:09:31,377.02015495300293,6.3m,35.080389738082886,31.364344120025635,3.224555730819702,,
50,50,2.284603328323364,0.3977,mean: 2.284603328323364,mean: 0.3977,1748891379.8127272,2025/06/03 04:09:39,385.69256615638733,6.4m,35.870832204818726,32.00409269332886,3.290005683898926,3.057804266357422,0.2705
51,51,2.269863363838196,0.4013,mean: 2.269863363838196,mean: 0.4013,1748891386.536518,2025/06/03 04:09:46,392.4163570404053,6.5m,36.51332497596741,32.64676642417908,3.3564376831054688,,
52,52,2.2381683151245118,0.4087,mean: 2.2381683151245118,mean: 0.4087,1748891395.2049146,2025/06/03 04:09:55,401.0847535133362,6.7m,37.308329820632935,33.29104447364807,3.4236204624176025,2.93574739112854,0.2886
53,53,2.194379979324341,0.4135,mean: 2.194379979324341,mean: 0.4135,1748891401.8911245,2025/06/03 04:10:01,407.77096343040466,6.8m,37.951420307159424,33.93432331085205,3.488828659057617,,
54,54,2.170255735015869,0.4216,mean: 2.170255735015869,mean: 0.4216,1748891410.6096387,2025/06/03 04:10:10,416.48947763442993,6.9m,38.75372576713562,34.58467721939087,3.5558042526245117,2.983909742736816,0.2884
55,55,2.1641822120666503,0.42,mean: 2.1641822120666503,mean: 0.42,1748891417.2479167,2025/06/03 04:10:17,423.12775564193726,7.1m,39.38522005081177,35.21633243560791,3.6200714111328125,,
56,56,2.1169016719818115,0.4386,mean: 2.1169016719818115,mean: 0.4386,1748891425.8687785,2025/06/03 04:10:25,431.7486174106598,7.2m,40.17820715904236,35.85173583030701,3.685683488845825,3.017385375595093,0.2836
57,57,2.095935485458374,0.4448,mean: 2.095935485458374,mean: 0.4448,1748891432.596837,2025/06/03 04:10:32,438.47667598724365,7.3m,40.813063621520996,36.486769914627075,3.7515904903411865,,
58,58,2.060780451965332,0.4405,mean: 2.060780451965332,mean: 0.4405,1748891441.4317968,2025/06/03 04:10:41,447.31163573265076,7.5m,41.60116410255432,37.12310576438904,3.8160195350646973,2.9728889152526854,0.2899
59,59,2.0287858032226564,0.4529,mean: 2.0287858032226564,mean: 0.4529,1748891448.0933597,2025/06/03 04:10:48,453.97319865226746,7.6m,42.23890995979309,37.761029958724976,3.8810877799987793,,
60,60,2.0111888580322264,0.454,mean: 2.0111888580322264,mean: 0.454,1748891456.8907526,2025/06/03 04:10:56,462.77059149742126,7.7m,43.03200387954712,38.399675369262695,3.946472644805908,2.948580646133423,0.3018
61,61,1.9877462909698487,0.4619,mean: 1.9877462909698487,mean: 0.4619,1748891463.5307646,2025/06/03 04:11:03,469.4106035232544,7.8m,43.66784191131592,39.035680294036865,4.0120368003845215,,
62,62,1.9546673572540283,0.4708,mean: 1.9546673572540283,mean: 0.4708,1748891472.180073,2025/06/03 04:11:12,478.05991196632385,8.0m,44.45460772514343,39.67121887207031,4.077293395996094,2.91172788772583,0.3025
63,63,1.9247033596038818,0.4763,mean: 1.9247033596038818,mean: 0.4763,1748891479.0717137,2025/06/03 04:11:19,484.9515526294708,8.1m,45.107075214385986,40.32384920120239,4.146494626998901,,
64,64,1.9071246143341065,0.4802,mean: 1.9071246143341065,mean: 0.4802,1748891487.8429658,2025/06/03 04:11:27,493.7228047847748,8.2m,45.89381408691406,40.960779666900635,4.2130372524261475,3.0670870796203613,0.2903
65,65,1.881477420425415,0.4886,mean: 1.881477420425415,mean: 0.4886,1748891494.683529,2025/06/03 04:11:34,500.56336784362793,8.3m,46.53015208244324,41.59727954864502,4.278364896774292,,
66,66,1.8489238555908203,0.4957,mean: 1.8489238555908203,mean: 0.4957,1748891503.4607115,2025/06/03 04:11:43,509.34055042266846,8.5m,47.32511067390442,42.23613739013672,4.346982479095459,3.0686909702301026,0.2907
67,67,1.8327425189971924,0.5022,mean: 1.8327425189971924,mean: 0.5022,1748891510.1452887,2025/06/03 04:11:50,516.0251276493073,8.6m,47.96237897872925,42.8735728263855,4.414567470550537,,
68,68,1.798891664123535,0.5081,mean: 1.798891664123535,mean: 0.5081,1748891518.8960843,2025/06/03 04:11:58,524.7759232521057,8.7m,48.754610776901245,43.508756160736084,4.480301380157471,2.92711900138855,0.3152
69,69,1.7777400089263915,0.5098,mean: 1.7777400089263915,mean: 0.5098,1748891525.475237,2025/06/03 04:12:05,531.3550758361816,8.9m,49.388352155685425,44.14267015457153,4.547845363616943,,
70,70,1.7623041069030763,0.5168,mean: 1.7623041069030763,mean: 0.5168,1748891534.416648,2025/06/03 04:12:14,540.2964868545532,9.0m,50.20061659812927,44.7815215587616,4.613149881362915,2.9407624908447265,0.314
71,71,1.7133794960021973,0.527,mean: 1.7133794960021973,mean: 0.527,1748891541.2273574,2025/06/03 04:12:21,547.1071963310242,9.1m,50.85251784324646,45.43359589576721,4.680516481399536,,
72,72,1.691282145881653,0.5386,mean: 1.691282145881653,mean: 0.5386,1748891549.948386,2025/06/03 04:12:29,555.8282248973846,9.3m,51.646528244018555,46.06995868682861,4.747904539108276,2.8946738243103027,0.3222
73,73,1.6648547872543336,0.5375,mean: 1.6648547872543336,mean: 0.5375,1748891556.625957,2025/06/03 04:12:36,562.505795955658,9.4m,52.282549142837524,46.70614957809448,4.814873218536377,,
74,74,1.635370107269287,0.549,mean: 1.635370107269287,mean: 0.549,1748891565.5319223,2025/06/03 04:12:45,571.4117612838745,9.5m,53.08757925033569,47.34658217430115,4.879846096038818,2.9825892009735107,0.3206
75,75,1.6124105941772462,0.5601,mean: 1.6124105941772462,mean: 0.5601,1748891572.2487805,2025/06/03 04:12:52,578.1286194324493,9.6m,53.72322106361389,47.98241114616394,4.947555303573608,,
76,76,1.5928778295516968,0.5564,mean: 1.5928778295516968,mean: 0.5564,1748891580.9811409,2025/06/03 04:13:00,586.8609797954559,9.8m,54.514270305633545,48.6222448348999,5.01318883895874,3.034526140213013,0.3058
77,77,1.552106021118164,0.5693,mean: 1.552106021118164,mean: 0.5693,1748891587.7962227,2025/06/03 04:13:07,593.676061630249,9.9m,55.158026695251465,49.2661669254303,5.077646017074585,,
