model_arc,epochs,ensemble_type,params,grad,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
models.resnet_git_ee resnet18,1,ME,2855808,2855808,1,2.3142616748809814,0.1171875,2.4056951999664307,0.078125,1745670996.2955894,2025/04/26 21:36:36,0.8578476905822754,857.8ms,0.000035575736234250144
