step,lr,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
1,0.1,1,2.303111413574219,0.0956,2.299878239822388,0.105,1745747791.9441411,2025/04/27 18:56:31,59.93753623962402,59.9s,0.00013144071272108704
2,0.09755282581475769,2,2.2992538276672363,0.0934,2.2964115711212156,0.1248,1745747807.9122946,2025/04/27 18:56:47,75.90568971633911,1.3m,0.0001386560034006834
3,0.09045084971874738,3,2.29506715927124,0.126,2.29302481842041,0.1481,1745747823.8591783,2025/04/27 18:57:03,91.85257339477539,1.5m,0.00012511532986536622
4,0.07938926261462367,4,2.291188996887207,0.1402,2.2899075092315675,0.1679,1745747839.7898285,2025/04/27 18:57:19,107.7832236289978,1.8m,0.00013579479127656668
5,0.06545084971874739,5,2.288232056427002,0.1554,2.2874994041442873,0.1702,1745747856.1539793,2025/04/27 18:57:36,124.14737439155579,2.1m,0.00013938863412477076
6,0.05000000000000001,6,2.2854072662353517,0.1738,2.28532389755249,0.1744,1745747874.071896,2025/04/27 18:57:54,142.06529116630554,2.4m,0.00012851016072090715
7,0.03454915028125264,7,2.2841210762023927,0.168,2.282634422683716,0.1815,1745747890.8932607,2025/04/27 18:58:10,158.88665580749512,2.6m,0.00015269596769940108
8,0.020610737385376353,8,2.2831980949401856,0.1816,2.282195178985596,0.1836,1745747906.9634717,2025/04/27 18:58:26,174.95686674118042,2.9m,0.00013788635260425508
9,0.009549150281252635,9,2.2825801139831543,0.1862,2.2827662372589113,0.1857,1745747923.5641289,2025/04/27 18:58:43,191.55752396583557,3.2m,0.00013026058149989694
10,0.002447174185242324,10,2.2818682926177978,0.1822,2.2816268058776856,0.1853,1745747940.513316,2025/04/27 18:59:00,208.50671100616455,3.5m,0.00014975268277339637
