model_arc,epochs,ensemble_type,params,grad,lr,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
models.resnet_git_ee resnet18,2,EE,2855808,2855808,0.05,2,2.295849892425537,0.1512,2.2957879634857177,0.1408,1745752713.1183703,2025/04/27 20:18:33,7.525089979171753,7.5s,0.00012823731231037527
