step,epoch,train_loss,train_acc,train_path_loss,train_path_acc,val_loss,val_acc,val_path_loss,val_path_acc,param_l2norm_layer,param_l2norm,grad_l2norm_layer,grad_l2norm,dur_total_core,dur_train_core,dur_dl_train
1,1,4.613291522979736,0.013,last: 4.744057788848877,last: 0.01,,,,,(nested_data),160.016845703125,(nested_data),0.39633551239967346,0.2580840587615967,0.2581009864807129,0.05511951446533203
2,2,4.602366432189942,0.022,last: 4.724980617523193,last: 0.011,,,,,(nested_data),160.01797485351562,(nested_data),0.3981824219226837,0.5155332088470459,0.515568733215332,0.10953283309936523
3,3,4.585454658508301,0.027,last: 4.709496871948242,last: 0.01,,,,,(nested_data),160.02084350585938,(nested_data),0.3834609091281891,0.784203052520752,0.7842600345611572,0.16803693771362305
4,4,4.560599838256836,0.029,last: 4.702441276550293,last: 0.01,,,,,(nested_data),160.02590942382812,(nested_data),0.37552738189697266,1.0553247928619385,1.0554089546203613,0.23342657089233398
5,5,4.530052772521973,0.039,last: 4.690627532958985,last: 0.011,,,,,(nested_data),160.03355407714844,(nested_data),0.36464419960975647,1.316150188446045,1.3162565231323242,0.29095935821533203
6,6,4.491915630340576,0.046,last: 4.6854795036315915,last: 0.012,,,,,(nested_data),160.0440216064453,(nested_data),0.35959962010383606,1.5690844058990479,1.569209098815918,0.3463249206542969
7,7,4.454154548645019,0.046,last: 4.682550605773926,last: 0.009,,,,,(nested_data),160.05723571777344,(nested_data),0.3794373571872711,1.8232550621032715,1.8233973979949951,0.40138840675354004
8,8,4.404407344818115,0.047,last: 4.680961925506592,last: 0.01,,,,,(nested_data),160.07298278808594,(nested_data),0.3712306618690491,2.0830628871917725,2.0832278728485107,0.4553201198577881
9,9,4.35911771774292,0.051,last: 4.660779071807862,last: 0.012,,,,,(nested_data),160.09129333496094,(nested_data),0.36503657698631287,2.336089849472046,2.3362717628479004,0.5087554454803467
10,10,4.3115624313354495,0.064,last: 4.666874328613281,last: 0.013,,,,,(nested_data),160.11143493652344,(nested_data),0.3812398612499237,2.58841872215271,2.5886173248291016,0.5621645450592041
11,11,4.274331771850586,0.065,last: 4.651593677520752,last: 0.015,,,,,(nested_data),160.13314819335938,(nested_data),0.41386187076568604,2.840718984603882,2.8409335613250732,0.615839958190918
12,12,4.235173076629638,0.073,last: 4.648391284942627,last: 0.017,,,,,(nested_data),160.1560821533203,(nested_data),0.4646003544330597,3.0928285121917725,3.0930585861206055,0.6704394817352295
13,13,4.196638664245605,0.074,last: 4.651076110839844,last: 0.018,,,,,(nested_data),160.17990112304688,(nested_data),0.388590931892395,3.3460004329681396,3.346247434616089,0.7260024547576904
14,14,4.154897533416748,0.074,last: 4.650753856658936,last: 0.019,,,,,(nested_data),160.20651245117188,(nested_data),0.6053696870803833,3.5993239879608154,3.599590539932251,0.7786638736724854
15,15,4.126493026733399,0.084,last: 4.677674488067627,last: 0.019,,,,,(nested_data),160.23419189453125,(nested_data),0.5135594010353088,3.852562427520752,3.852846622467041,0.831693172454834
16,16,4.08544741821289,0.099,last: 4.660096260070801,last: 0.021,,,,,(nested_data),160.2632293701172,(nested_data),0.48302552103996277,4.107302665710449,4.107604742050171,0.8845844268798828
17,17,4.0382837982177735,0.109,last: 4.681391036987304,last: 0.025,,,,,(nested_data),160.2942657470703,(nested_data),0.5623113512992859,4.3586366176605225,4.358954668045044,0.9407398700714111
18,18,4.01292561340332,0.1,last: 4.738135196685791,last: 0.025,,,,,(nested_data),160.3271026611328,(nested_data),0.5613783001899719,4.60814356803894,4.608479261398315,0.996513843536377
19,19,3.975695899963379,0.106,last: 4.7421800231933595,last: 0.024,,,,,(nested_data),160.3605499267578,(nested_data),0.5859721899032593,4.862232208251953,4.8625853061676025,1.0521674156188965
20,20,3.958205436706543,0.111,last: 4.779631538391113,last: 0.023,4.252197407531738,0.0684,last: 5.104171035003662,last: 0.0181,(nested_data),160.3948516845703,(nested_data),0.7705492973327637,5.912223815917969,5.1163880825042725,1.1056077480316162
21,21,3.9169666786193846,0.119,last: 4.785422439575195,last: 0.027,,,,,(nested_data),160.4325408935547,(nested_data),0.5612293481826782,6.178605794906616,5.382786750793457,1.1572864055633545
22,22,3.8743546829223634,0.128,last: 4.844162342071534,last: 0.024,,,,,(nested_data),160.46998596191406,(nested_data),0.6550022959709167,6.431696653366089,5.635895252227783,1.21030855178833
23,23,3.8351214179992676,0.128,last: 4.891948139190673,last: 0.024,,,,,(nested_data),160.51100158691406,(nested_data),0.5157421231269836,6.694231271743774,5.898447036743164,1.264890432357788
24,24,3.81108171081543,0.127,last: 4.982509628295898,last: 0.022,,,,,(nested_data),160.55215454101562,(nested_data),0.632230818271637,6.946545600891113,6.150779724121094,1.317861795425415
25,25,3.77255895614624,0.139,last: 5.0106680374145505,last: 0.023,,,,,(nested_data),160.5943145751953,(nested_data),0.7814141511917114,7.20019793510437,6.404449462890625,1.3707084655761719
26,26,3.731945796966553,0.137,last: 5.019260631561279,last: 0.022,,,,,(nested_data),160.6387176513672,(nested_data),0.8239527344703674,7.457512855529785,6.661788463592529,1.4236993789672852
27,27,3.698789798736572,0.137,last: 5.0464307479858395,last: 0.023,,,,,(nested_data),160.68484497070312,(nested_data),0.7918113470077515,7.7154645919799805,6.919757843017578,1.4758968353271484
28,28,3.6845071773529052,0.166,last: 5.112384517669677,last: 0.022,,,,,(nested_data),160.7323760986328,(nested_data),0.748801052570343,7.980897665023804,7.185207843780518,1.5292680263519287
29,29,3.6382643165588378,0.153,last: 5.165952941894531,last: 0.027,,,,,(nested_data),160.78135681152344,(nested_data),0.7905700206756592,8.237706184387207,7.442032098770142,1.582204818725586
30,30,3.598314109802246,0.172,last: 5.217873027801514,last: 0.027,,,,,(nested_data),160.8317108154297,(nested_data),0.6984891295433044,8.491371393203735,7.6957151889801025,1.6372225284576416
31,31,3.56229962348938,0.174,last: 5.27482137298584,last: 0.03,,,,,(nested_data),160.8831329345703,(nested_data),0.7762355208396912,8.746113061904907,7.95047402381897,1.6893336772918701
32,32,3.5382420768737792,0.171,last: 5.452422649383545,last: 0.024,,,,,(nested_data),160.93548583984375,(nested_data),0.986848771572113,9.000364780426025,8.204745292663574,1.7446808815002441
33,33,3.494488832473755,0.191,last: 5.440596431732177,last: 0.024,,,,,(nested_data),160.9910888671875,(nested_data),0.7285115718841553,9.255307674407959,8.459703207015991,1.7974023818969727
34,34,3.4670280799865725,0.199,last: 5.531814765930176,last: 0.027,,,,,(nested_data),161.04788208007812,(nested_data),0.8812953233718872,9.512023448944092,8.716436862945557,1.8517475128173828
35,35,3.448203369140625,0.2,last: 5.624684005737305,last: 0.026,,,,,(nested_data),161.10601806640625,(nested_data),0.8479452133178711,9.767190217971802,8.9716215133667,1.9056644439697266
36,36,3.398097011566162,0.221,last: 5.750107124328613,last: 0.03,,,,,(nested_data),161.16404724121094,(nested_data),0.8805069923400879,10.021268606185913,9.225725650787354,1.9576387405395508
37,37,3.3713134746551514,0.209,last: 5.8331880950927735,last: 0.027,,,,,(nested_data),161.22372436523438,(nested_data),0.8700750470161438,10.275272130966187,9.479745864868164,2.0101826190948486
38,38,3.3299922103881836,0.214,last: 6.0490517349243165,last: 0.028,,,,,(nested_data),161.2854461669922,(nested_data),0.7440325021743774,10.53341031074524,9.737906217575073,2.063178062438965
39,39,3.317334161758423,0.221,last: 6.156344680786133,last: 0.028,,,,,(nested_data),161.34786987304688,(nested_data),0.941135048866272,10.794510126113892,9.999022483825684,2.115934133529663
40,40,3.260428964614868,0.235,last: 6.192556968688965,last: 0.025,4.296414141845703,0.09,last: 8.749042150115967,last: 0.0239,(nested_data),161.41098022460938,(nested_data),0.8638856410980225,11.833757400512695,10.256396532058716,2.1690359115600586
