step,epoch,train_loss,train_acc,train_path_loss,train_path_acc,val_loss,val_acc,val_path_loss,val_path_acc,param_l2norm_layer,param_l2norm,grad_l2norm_layer,grad_l2norm,dur_total_core,dur_train_core,dur_dl_train
1,1,4.332769807815552,0.0418,last: 4.972421549224854,last: 0.0192,,,,,(nested_data),112.63203430175781,(nested_data),4.683694839477539,4.0416107177734375,4.041779279708862,0.06822896003723145
2,2,3.9017442970275877,0.0963,last: 5.392132960510254,last: 0.0325,3.985945090484619,0.0983,last: 6.914706422424317,last: 0.0275,(nested_data),113.0086669921875,(nested_data),4.986537456512451,9.764356136322021,8.091644763946533,0.13936758041381836
3,3,3.6276072826385497,0.137,last: 5.568345821380615,last: 0.0366,,,,,(nested_data),113.43225860595703,(nested_data),5.81913948059082,13.877137184143066,12.204602003097534,0.20577383041381836
4,4,3.450387409210205,0.1669,last: 5.733633451080323,last: 0.0418,3.639244284439087,0.1469,last: 6.15792451171875,last: 0.0316,(nested_data),113.88410949707031,(nested_data),6.261295795440674,19.596960306167603,16.239373207092285,0.2722806930541992
5,5,3.3090814086914064,0.1926,last: 5.961840634155274,last: 0.0419,,,,,(nested_data),114.36524963378906,(nested_data),6.405517101287842,23.756864309310913,20.399436235427856,0.3391389846801758
6,6,3.174069373321533,0.2161,last: 6.061286171722412,last: 0.0446,3.698486763000488,0.1549,last: 8.603844847106934,last: 0.0375,(nested_data),114.85929107666016,(nested_data),6.71759033203125,29.46460247039795,24.42294979095459,0.4052121639251709
7,7,3.0750660446166993,0.2397,last: 6.323213452911377,last: 0.0436,,,,,(nested_data),115.37097930908203,(nested_data),6.174825668334961,33.59441018104553,28.5529146194458,0.47044992446899414
8,8,2.970345453262329,0.2526,last: 6.411915621185303,last: 0.046,3.5236979152679444,0.195,last: 7.984229226684571,last: 0.0372,(nested_data),115.910888671875,(nested_data),6.18648099899292,39.29267716407776,32.58418798446655,0.5355770587921143
9,9,2.8620896129608155,0.2724,last: 6.53491137008667,last: 0.0463,,,,,(nested_data),116.48416137695312,(nested_data),6.881987571716309,43.439619064331055,36.73129105567932,0.6023013591766357
10,10,2.780122174835205,0.2916,last: 6.774959140014649,last: 0.0487,3.235708303833008,0.2229,last: 8.637684477233886,last: 0.0365,(nested_data),117.05364990234375,(nested_data),7.172256946563721,49.1380717754364,40.76590704917908,0.6693875789642334
11,11,2.6839971111297607,0.3097,last: 6.808063312530518,last: 0.0483,,,,,(nested_data),117.66961669921875,(nested_data),6.954385757446289,53.255908727645874,44.88391637802124,0.7339487075805664
12,12,2.5976592288970948,0.3262,last: 6.863706649780274,last: 0.0515,3.1054512367248535,0.2602,last: 7.819399754333496,last: 0.0446,(nested_data),118.31749725341797,(nested_data),7.5890374183654785,58.952646017074585,48.9154531955719,0.8001866340637207
13,13,2.5032531715393067,0.3465,last: 6.938850109100342,last: 0.0489,,,,,(nested_data),118.98995971679688,(nested_data),6.730686187744141,63.229374170303345,53.19235038757324,0.8680419921875
14,14,2.4137824531555174,0.3669,last: 7.071619400024414,last: 0.0531,3.1414490535736084,0.2659,last: 8.388995956420898,last: 0.0447,(nested_data),119.67752838134766,(nested_data),7.605843544006348,68.93449115753174,57.21951150894165,0.9334394931793213
15,15,2.3571665363311767,0.376,last: 7.0810136932373045,last: 0.0541,,,,,(nested_data),120.37201690673828,(nested_data),8.110845565795898,73.22082352638245,61.50602102279663,1.0007057189941406
16,16,2.2880662727355956,0.3921,last: 7.09663685836792,last: 0.0573,2.9040831954956055,0.3006,last: 9.0531404296875,last: 0.0414,(nested_data),121.08023071289062,(nested_data),8.529328346252441,78.9179892539978,65.5403082370758,1.0677645206451416
17,17,2.2089601123809817,0.4056,last: 7.1940609703063965,last: 0.0558,,,,,(nested_data),121.81019592285156,(nested_data),7.301858425140381,83.04745578765869,69.66994452476501,1.1336514949798584
18,18,2.126359660720825,0.4267,last: 7.1766071662902835,last: 0.0602,2.7770210300445557,0.3305,last: 8.145490124511719,last: 0.0568,(nested_data),122.53173065185547,(nested_data),7.446420669555664,88.76184606552124,73.71369099617004,1.2002427577972412
19,19,2.0572534629821777,0.4449,last: 7.3615234756469725,last: 0.0623,,,,,(nested_data),123.2796859741211,(nested_data),9.561384201049805,92.903315782547,77.85531258583069,1.2668774127960205
20,20,2.0150333881378173,0.4497,last: 7.36041538772583,last: 0.0598,2.819404148101807,0.3217,last: 9.556779386901855,last: 0.0479,(nested_data),124.05721282958984,(nested_data),7.921820163726807,98.59981441497803,81.88612604141235,1.3324410915374756
21,21,1.9150786903381347,0.4733,last: 7.503858392333984,last: 0.0629,,,,,(nested_data),124.83077239990234,(nested_data),7.475454330444336,102.7157301902771,86.00219941139221,1.3994996547698975
22,22,1.8631699531555175,0.4887,last: 7.577292570495605,last: 0.0643,2.9798716140747072,0.3211,last: 10.599815702819825,last: 0.05,(nested_data),125.6055679321289,(nested_data),7.929722309112549,108.42827796936035,90.04476475715637,1.4660124778747559
23,23,1.806650157356262,0.4956,last: 7.7008055809021,last: 0.0671,,,,,(nested_data),126.38793182373047,(nested_data),8.030050277709961,112.61462783813477,94.23128986358643,1.5328094959259033
24,24,1.7592986110687256,0.514,last: 7.751063165283203,last: 0.0684,3.007127590560913,0.3281,last: 10.310620469665528,last: 0.051,(nested_data),127.17385864257812,(nested_data),6.849358558654785,118.32182025909424,98.27084016799927,1.5991554260253906
25,25,1.7083102348327637,0.5243,last: 7.835542634582519,last: 0.0678,,,,,(nested_data),127.95537567138672,(nested_data),7.485911846160889,122.57713341712952,102.52633023262024,1.6659071445465088
26,26,1.62477745513916,0.5433,last: 7.899202284240722,last: 0.069,2.7635454650878906,0.3663,last: 10.719086318969726,last: 0.0496,(nested_data),128.76841735839844,(nested_data),9.047468185424805,128.2724530696869,106.55513644218445,1.734724521636963
27,27,1.5884259733200072,0.5507,last: 7.953094110107422,last: 0.0691,,,,,(nested_data),129.5960693359375,(nested_data),7.91370964050293,132.39699745178223,110.67984747886658,1.8000047206878662
28,28,1.5336674659729004,0.5631,last: 8.129040789794923,last: 0.0722,2.6695658432006835,0.3795,last: 10.687523030090333,last: 0.0521,(nested_data),130.41372680664062,(nested_data),6.789716720581055,138.09296083450317,114.70721197128296,1.8722774982452393
29,29,1.4721731157302858,0.5794,last: 8.010303791809083,last: 0.0713,,,,,(nested_data),131.23312377929688,(nested_data),7.661496639251709,142.2974076271057,118.91181778907776,1.9378266334533691
