model_arc,epochs,ensemble_type,params,optimizer,grad,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
models.resnet_git_ee_bn_def resnet18,100,EE,2855808,SGD,2855808,100,0.3173941677093506,0.9036,1.03709531621933,0.67,1745543375.5599926,2025/04/25 10:09:35,343.36240434646606,5.7m,0.00021774113702122122
