step,epoch,lr,train_loss,train_acc,val_loss,val_acc,dur_total_core,dur_total_core_fmt,dur_train_core,dur_train_core_fmt,dur_total,dur_total_fmt,dur_train,dur_train_fmt,progress
1,1,0.005,3.2712321546173095,0.22102,,,85.87101626396179,1.4m,85.87318825721741,1.4m,86.26884484291077,1.4m,86.2688500881195,1.4m,0.5%
2,2,0.004999691581204151,2.445978726272583,0.3701,2.316158270263672,0.3919,165.69992971420288,2.8m,157.8101785182953,2.6m,172.43445134162903,2.9m,158.5715012550354,2.6m,1.0%
3,3,0.004998766400914329,2.169157855834961,0.43414,,,238.01308512687683,4.0m,230.12592458724976,3.8m,245.12392902374268,4.1m,231.26098322868347,3.9m,1.5%
4,4,0.004997224687404925,2.0104964875030515,0.46534,2.0109775484085084,0.4691,314.2777304649353,5.2m,302.9252152442932,5.0m,321.9628129005432,5.4m,304.42366552352905,5.1m,2.0%
5,5,0.004995066821070679,1.8941728776550293,0.49528,,,387.1745762825012,6.5m,375.8242223262787,6.3m,395.2257618904114,6.6m,377.6866204738617,6.3m,2.5%
6,6,0.004992293334332819,1.809865133743286,0.51542,1.9661619174957274,0.4831,463.5872070789337,7.7m,448.79449677467346,7.5m,472.0928318500519,7.9m,451.0227835178375,7.5m,3.0%
7,7,0.004988904911507699,1.743525919418335,0.5303,,,536.4880151748657,8.9m,521.6974067687988,8.7m,545.3668777942657,9.1m,524.2968337535858,8.7m,3.5%
8,8,0.0049849023886379485,1.7009864596557618,0.53872,1.8689655109405519,0.5015,612.7711138725281,10.2m,594.5466723442078,9.9m,622.0654656887054,10.4m,597.4977262020111,10.0m,4.0%
9,9,0.004980286753286193,1.6543115124511718,0.55014,,,685.6076104640961,11.4m,667.3853898048401,11.1m,695.27357172966,11.6m,670.7058384418488,11.2m,4.5%
10,10,0.004975059144291392,1.6189901913833618,0.55896,1.83136390914917,0.5194,761.8951508998871,12.7m,740.2306854724884,12.3m,771.9981050491333,12.9m,743.9155223369598,12.4m,5.0%
11,11,0.004969220851487842,1.582170728302002,0.56858,,,834.822518825531,13.9m,813.1606714725494,13.6m,845.2999289035797,14.1m,817.2173507213593,13.6m,5.5%
12,12,0.004962773315386932,1.557418024559021,0.57582,1.7829761852264405,0.5251,911.3352835178375,15.2m,886.2216749191284,14.8m,922.2529263496399,15.4m,890.6408884525299,14.8m,6.0%
13,13,0.004955718126821719,1.5323285369491577,0.57756,,,984.4893510341644,16.4m,959.378139257431,16.0m,995.7866306304932,16.6m,964.1745982170105,16.1m,6.5%
14,14,0.004948057026554412,1.5086380652618407,0.58452,1.8190845922470094,0.5148,1060.9757521152496,17.7m,1032.427609205246,17.2m,1072.741102695465,17.9m,1037.6275143623352,17.3m,7.0%
15,15,0.0049397919048468665,1.503084086036682,0.58612,,,1133.9020502567291,18.9m,1105.3561050891876,18.4m,1146.0697901248932,19.1m,1110.9562067985535,18.5m,7.5%
16,16,0.004930924800994189,1.4767179081726074,0.5921,1.7342247480392456,0.5374,1210.4759833812714,20.2m,1178.4817101955414,19.6m,1223.0782990455627,20.4m,1184.4240050315857,19.7m,8.0%
17,17,0.004921457902821575,1.4696751837921143,0.59882,,,1283.6060004234314,21.4m,1251.6140682697296,20.9m,1296.5550887584686,21.6m,1257.9007992744446,21.0m,8.5%
18,18,0.0049113935461444925,1.4508422455215455,0.60112,1.8649901611328126,0.5134,1360.169193983078,22.7m,1324.7297701835632,22.1m,1373.5366144180298,22.9m,1331.3661501407623,22.2m,9.0%
19,19,0.004900734214192355,1.4351401528167724,0.6056,,,1433.2424099445343,23.9m,1397.8050320148468,23.3m,1446.9820926189423,24.1m,1404.8116335868835,23.4m,9.5%
20,20,0.0048894825369958225,1.4225203352355957,0.60892,1.7388667194366456,0.5348,1509.7648706436157,25.2m,1470.8815994262695,24.5m,1523.9804124832153,25.4m,1478.2690269947052,24.6m,10.0%
21,21,0.004877641290737881,1.4149425750350952,0.60846,,,1582.7710955142975,26.4m,1543.8898768424988,25.7m,1597.3816311359406,26.6m,1551.6702513694763,25.9m,10.5%
22,22,0.00486521339706886,1.3982948651885987,0.61372,1.7297042407989502,0.5335,1659.2672755718231,27.7m,1616.941164970398,26.9m,1674.3182673454285,27.9m,1625.0918469429016,27.1m,11.0%
23,23,0.00485220192238556,1.3849460467910766,0.61508,,,1732.4454386234283,28.9m,1690.1217787265778,28.2m,1747.8673005104065,29.1m,1698.6408853530884,28.3m,11.5%
24,24,0.004838610077074665,1.3802116526031494,0.61758,1.695883388710022,0.5438,1809.1966907978058,30.2m,1763.4068930149078,29.4m,1825.0644879341125,30.4m,1772.2945280075073,29.5m,12.0%
25,25,0.004824441214720625,1.3701356407928467,0.6204,,,1882.6072454452515,31.4m,1836.819743156433,30.6m,1898.8315460681915,31.6m,1846.0615928173065,30.8m,12.5%
26,26,0.004809698831278213,1.359098271560669,0.62168,1.9516513431549072,0.4936,1959.5878429412842,32.7m,1910.3369290828705,31.8m,1976.2604711055756,32.9m,1919.932404756546,32.0m,13.0%
27,27,0.004794386564209949,1.3548028910064698,0.62272,,,2033.0035331249237,33.9m,1983.7551510334015,33.1m,2050.0503368377686,34.2m,1993.7222747802734,33.2m,13.5%
