step,epoch,train_loss,train_acc,train_path_loss,train_path_acc,timestamp,timestamp_fmt,duration,duration_fmt,dur_total_core,dur_train_core,dur_dl_train,val_loss,val_acc,val_path_loss,val_path_acc
1,1,4.621625469207764,0.01,mean: 4.792687240123748,mean: 0.009000000000000006,1749069888.783484,2025/06/05 05:44:48,2.7175204753875732,2.7s,1.0479702949523926,1.047999382019043,0.05634355545043945,,,,
2,2,4.443001605987549,0.044,mean: 4.756597975254057,mean: 0.01490625000000001,1749069891.2131605,2025/06/05 05:44:51,5.147197008132935,5.1s,2.122351884841919,2.1224093437194824,0.12274694442749023,,,,
3,3,4.26149015045166,0.075,mean: 4.803485999405383,mean: 0.017828125000000004,1749069893.9946618,2025/06/05 05:44:53,7.928698301315308,7.9s,3.3480706214904785,3.348158121109009,0.1797161102294922,,,,
4,4,4.061561491012573,0.111,mean: 4.959632640957832,mean: 0.020609375,1749069896.5219035,2025/06/05 05:44:56,10.455940008163452,10.5s,4.405328750610352,4.405442714691162,0.23744988441467285,,,,
5,5,3.849088129043579,0.133,mean: 5.169378964066505,mean: 0.02174999999999999,1749069898.8417766,2025/06/05 05:44:58,12.775813102722168,12.8s,5.426454544067383,5.426592826843262,0.2969400882720947,,,,
6,6,3.6474311141967775,0.178,mean: 5.504634125292304,mean: 0.022359374999999994,1749069901.5188432,2025/06/05 05:45:01,15.452879667282104,15.5s,6.5814478397369385,6.581621885299683,0.35428786277770996,,,,
7,7,3.4649268283843995,0.194,mean: 5.881121999323369,mean: 0.022390624999999994,1749069904.0406868,2025/06/05 05:45:04,17.97472333908081,18.0s,7.655924320220947,7.656128406524658,0.4145967960357666,,,,
8,8,3.2700909729003906,0.237,mean: 6.265760883212089,mean: 0.022812499999999993,1749069906.4284322,2025/06/05 05:45:06,20.362468719482422,20.4s,8.726646184921265,8.726881265640259,0.47295379638671875,,,,
9,9,3.0930706157684327,0.279,mean: 6.727621239960195,mean: 0.024031249999999997,1749069908.852579,2025/06/05 05:45:08,22.78661561012268,22.8s,9.84473729133606,9.845028162002563,0.531510591506958,,,,
10,10,2.9313875350952148,0.311,mean: 7.163425755321979,mean: 0.023046874999999998,1749069920.39028,2025/06/05 05:45:20,34.32431650161743,34.3s,15.277464628219604,11.048012018203735,0.5909311771392822,4.525084173583984,0.1099,mean: 14.899931319260599,mean: 0.017651562500000006
