model_arc,train_dataset,val_dataset,num_classes,train_trans,val_trans,train_num,val_num,epochs,max_lr,batch_size,iters/epoch,data_per_class,fils,ensembles,params,criterion,optimizer,scheduler,epoch,lr,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt
models.resnet_git_ee resnet18,cifar100_train,cifar100_val,100,"[RandomCrop(size=(32, 32), padding=4), RandomHorizontalFlip(p=0.5), RandomRotation(degrees=[-15.0, 15.0], interpolation=nearest, expand=False, fill=0), ToTensor(), Normalize(mean=[0.5070751905441284, 0.48654890060424805, 0.44091784954071045], std=[0.2673342823982239, 0.2564384639263153, 0.2761504650115967])]","[ToTensor(), Normalize(mean=[0.5070751905441284, 0.48654890060424805, 0.44091784954071045], std=[0.2673342823982239, 0.2564384639263153, 0.2761504650115967])]",5000,10000,5,0.1,128,40,50.0,4,64,3045888,CrossEntropyLoss(),SGD ( Parameter Group 0     dampening: 0     differentiable: False     foreach: None     fused: None     initial_lr: 0.1     lr: 0.1     maximize: False     momentum: 0.9     nesterov: True     weight_decay: 0.0005 ),CosineAnnealingLR ( T_max = 5 base_lrs = [0.1] eta_min = 0 last_epoch = 0 optimizer = SGD() verbose = False ),5,0.009549150281252633,4.5728070892333985,0.0362,4.5668301559448246,0.0438,1747649192.9083762,2025/05/19 19:06:32,21.27674913406372,21.3s
