step,epoch,train_loss,train_acc,train_path_loss,train_path_acc,val_loss,val_acc,val_path_loss,val_path_acc,param_l2norm_layer,param_l2norm,grad_l2norm_layer,grad_l2norm,dur_total_core,dur_train_core,dur_dl_train
1,1,4.437819139099121,0.034,last: 4.776905603027344,last: 0.0178,,,,,(nested_data),112.25366973876953,(nested_data),2.8909785747528076,1.3210763931274414,1.3211467266082764,0.06111788749694824
2,2,4.129013970184326,0.0568,last: 5.122789952850342,last: 0.0256,,,,,(nested_data),111.979248046875,(nested_data),2.7516651153564453,2.598011016845703,2.598160743713379,0.11944818496704102
3,3,3.9055980682373046,0.09,last: 5.526912941741943,last: 0.0278,,,,,(nested_data),111.73448944091797,(nested_data),3.1798198223114014,3.872147560119629,3.872382402420044,0.17767071723937988
4,4,3.745866516876221,0.1202,last: 5.703827836608887,last: 0.0282,4.664517344665527,0.0578,last: 9.76468283920288,last: 0.0246,(nested_data),111.51071166992188,(nested_data),3.9460346698760986,6.150673866271973,5.148806095123291,0.23778748512268066
5,5,3.6299835647583008,0.139,last: 5.7883399444580075,last: 0.0402,,,,,(nested_data),111.31022644042969,(nested_data),3.9551913738250732,7.421218633651733,6.419423341751099,0.2968156337738037
6,6,3.516798745727539,0.1538,last: 5.773026069641113,last: 0.0358,,,,,(nested_data),111.1244125366211,(nested_data),5.089910984039307,8.695381879806519,7.693663597106934,0.35570478439331055
7,7,3.4630009605407714,0.1624,last: 5.952106476593017,last: 0.0396,,,,,(nested_data),110.98993682861328,(nested_data),4.376964569091797,9.966161966323853,8.964523315429688,0.41764140129089355
8,8,3.3458278297424315,0.1838,last: 5.952921242523193,last: 0.0418,3.825167364501953,0.1405,last: 6.392717324066162,last: 0.041,(nested_data),110.84097290039062,(nested_data),4.378727912902832,12.227576732635498,10.239622831344604,0.4760446548461914
9,9,3.251611882019043,0.2006,last: 6.109586224365234,last: 0.044,,,,,(nested_data),110.6942367553711,(nested_data),4.390894412994385,13.5460786819458,11.558238744735718,0.5383458137512207
10,10,3.1696380531311035,0.208,last: 6.29022434463501,last: 0.0414,,,,,(nested_data),110.55653381347656,(nested_data),4.025746822357178,14.822742700576782,12.834975481033325,0.6019904613494873
11,11,3.0772654079437256,0.2224,last: 6.202899465942383,last: 0.0412,,,,,(nested_data),110.4293212890625,(nested_data),4.233463764190674,16.09608030319214,14.108386993408203,0.6599841117858887
12,12,3.003313610839844,0.2436,last: 6.254193034362793,last: 0.0488,3.5045706188201904,0.1674,last: 6.723114751434326,last: 0.0433,(nested_data),110.31774139404297,(nested_data),4.5973334312438965,18.35532307624817,15.384835720062256,0.7185184955596924
13,13,2.9476091983795167,0.2546,last: 6.242554103851318,last: 0.0488,,,,,(nested_data),110.21363067626953,(nested_data),4.141856670379639,19.633021593093872,16.66262125968933,0.777031660079956
14,14,2.8551429847717285,0.267,last: 6.373988455963135,last: 0.0466,,,,,(nested_data),110.1273422241211,(nested_data),4.505580902099609,20.90921950340271,17.938896417617798,0.8348808288574219
15,15,2.8028691234588625,0.2822,last: 6.42997492980957,last: 0.0464,,,,,(nested_data),110.04499816894531,(nested_data),4.998699188232422,22.18552875518799,19.215293884277344,0.8935275077819824
16,16,2.7733505004882812,0.2956,last: 6.460343955993652,last: 0.049,4.062594592666626,0.1441,last: 8.355422324371338,last: 0.039,(nested_data),109.98008728027344,(nested_data),5.259862422943115,24.453250885009766,20.490644454956055,0.9542441368103027
17,17,2.713948773956299,0.295,last: 6.538727584838867,last: 0.0488,,,,,(nested_data),109.92674255371094,(nested_data),4.438692569732666,25.732155561447144,21.769631147384644,1.0154457092285156
18,18,2.6241215511322022,0.3158,last: 6.571339060974121,last: 0.0424,,,,,(nested_data),109.88766479492188,(nested_data),4.922366619110107,27.010807514190674,23.048357248306274,1.0752472877502441
19,19,2.570746259689331,0.3292,last: 6.659567607879639,last: 0.0504,,,,,(nested_data),109.86810302734375,(nested_data),5.434249401092529,28.289774417877197,24.32740020751953,1.1354129314422607
20,20,2.5393815242767332,0.336,last: 6.824975333404541,last: 0.053,3.5626322154998777,0.205,last: 8.317222471618653,last: 0.0458,(nested_data),109.8546371459961,(nested_data),5.480798244476318,30.557430028915405,25.600135564804077,1.1946959495544434
21,21,2.4929400047302246,0.3402,last: 6.907900133514405,last: 0.0496,,,,,(nested_data),109.85856628417969,(nested_data),5.322509765625,31.831226110458374,26.874008655548096,1.2560646533966064
22,22,2.4404918685913084,0.3532,last: 6.966106044006348,last: 0.0474,,,,,(nested_data),109.87078857421875,(nested_data),5.386603832244873,33.103302240371704,28.14617371559143,1.3169519901275635
23,23,2.3778617946624756,0.3694,last: 6.92613893737793,last: 0.056,,,,,(nested_data),109.89410400390625,(nested_data),5.7038893699646,34.37798833847046,29.420938968658447,1.3752167224884033
24,24,2.337918311691284,0.3702,last: 7.026455256652832,last: 0.0524,3.3358214973449707,0.2368,last: 8.4003099899292,last: 0.048,(nested_data),109.93104553222656,(nested_data),4.414716720581055,36.640920877456665,30.698219537734985,1.4348375797271729
25,25,2.2248175842285156,0.3962,last: 7.155899201965332,last: 0.0508,,,,,(nested_data),109.95035552978516,(nested_data),5.524842739105225,37.91821074485779,31.97559952735901,1.4941959381103516
26,26,2.274589949798584,0.3948,last: 7.051966528320312,last: 0.0544,,,,,(nested_data),109.97380065917969,(nested_data),5.064539432525635,39.19566488265991,33.25313138961792,1.5543532371520996
27,27,2.156761633682251,0.423,last: 7.072464561462402,last: 0.0588,,,,,(nested_data),110.02941131591797,(nested_data),5.2251739501953125,40.46641159057617,34.52395153045654,1.6169288158416748
28,28,2.117183229827881,0.426,last: 7.380519906616211,last: 0.0526,3.201625537109375,0.2616,last: 8.868485307312012,last: 0.047,(nested_data),110.09263610839844,(nested_data),5.098214626312256,42.73929238319397,35.807496547698975,1.6765456199645996
29,29,2.0488688789367675,0.4434,last: 7.159352151489258,last: 0.06,,,,,(nested_data),110.15139770507812,(nested_data),5.607617378234863,44.020650148391724,37.088937759399414,1.737161636352539
30,30,2.027709698867798,0.453,last: 7.3275400733947755,last: 0.06,,,,,(nested_data),110.24993896484375,(nested_data),5.94834041595459,45.298622369766235,38.366989612579346,1.7967727184295654
31,31,2.007594646453857,0.4468,last: 7.417558030700683,last: 0.0618,,,,,(nested_data),110.37425994873047,(nested_data),5.715941429138184,46.58064293861389,39.64908981323242,1.855586051940918
