step,epoch,train_loss,train_acc,train_path_loss,train_path_acc,timestamp,timestamp_fmt,duration,duration_fmt,dur_total_core,dur_train_core,dur_dl_train,val_loss,val_acc
1,1,4.708957750956217,0.011,mean: 4.708957750956217,mean: 0.011,1748918030.976433,2025/06/03 11:33:50,2.2594921588897705,2.3s,0.20931029319763184,0.2093794345855713,0.05844593048095703,,
2,2,4.624511437733968,0.012333333333333333,mean: 4.624511437733968,mean: 0.012333333333333333,1748918033.1281214,2025/06/03 11:33:53,4.41118049621582,4.4s,0.4186244010925293,0.41877174377441406,0.12709403038024902,,
3,3,4.570522687276204,0.018,mean: 4.570522687276204,mean: 0.018,1748918035.137929,2025/06/03 11:33:55,6.420988082885742,6.4s,0.6130502223968506,0.6132526397705078,0.1850597858428955,,
4,4,4.528283271789551,0.024,mean: 4.528283271789551,mean: 0.024,1748918037.1678438,2025/06/03 11:33:57,8.450902938842773,8.5s,0.8093643188476562,0.809619665145874,0.24302053451538086,,
5,5,4.498179710388183,0.028,mean: 4.498179710388183,mean: 0.028,1748918039.1877542,2025/06/03 11:33:59,10.470813274383545,10.5s,1.0041723251342773,1.0044829845428467,0.30039286613464355,,
6,6,4.475402681986491,0.036,mean: 4.475402681986491,mean: 0.036,1748918041.2233407,2025/06/03 11:34:01,12.506399869918823,12.5s,1.1991536617279053,1.1995172500610352,0.3598339557647705,,
7,7,4.453964842478435,0.032,mean: 4.453964842478435,mean: 0.032,1748918045.4077332,2025/06/03 11:34:05,16.690792322158813,16.7s,1.550574779510498,1.4001579284667969,0.41926050186157227,4.444819686126709,0.0354
8,8,4.431389437357585,0.03,mean: 4.431389437357585,mean: 0.03,1748918047.6490674,2025/06/03 11:34:07,18.93212652206421,18.9s,1.7477545738220215,1.5973896980285645,0.4764895439147949,,
9,9,4.4156784934997555,0.03333333333333333,mean: 4.4156784934997555,mean: 0.03333333333333333,1748918049.688361,2025/06/03 11:34:09,20.97142004966736,21.0s,1.944645643234253,1.7943382263183594,0.5331001281738281,,
10,10,4.403616012573242,0.03833333333333333,mean: 4.403616012573242,mean: 0.03833333333333333,1748918051.7169664,2025/06/03 11:34:11,23.000025510787964,23.0s,2.141979932785034,1.991725206375122,0.5912613868713379,,
11,11,4.389754927317301,0.03833333333333333,mean: 4.389754927317301,mean: 0.03833333333333333,1748918053.7408705,2025/06/03 11:34:13,25.023929595947266,25.0s,2.3356006145477295,2.1853978633880615,0.6504034996032715,,
12,12,4.375079968770345,0.04933333333333333,mean: 4.375079968770345,mean: 0.04933333333333333,1748918055.775537,2025/06/03 11:34:15,27.05859613418579,27.1s,2.5288593769073486,2.378711700439453,0.7084910869598389,,
13,13,4.355959036509196,0.05433333333333333,mean: 4.355959036509196,mean: 0.05433333333333333,1748918057.7875464,2025/06/03 11:34:17,29.070605516433716,29.1s,2.7246172428131104,2.5745248794555664,0.7658843994140625,,
14,14,4.343047370910645,0.049666666666666665,mean: 4.343047370910645,mean: 0.049666666666666665,1748918061.9439585,2025/06/03 11:34:21,33.227017641067505,33.2s,3.07134747505188,2.770456314086914,0.824714183807373,4.361318043518066,0.0481
15,15,4.335356005350748,0.051333333333333335,mean: 4.335356005350748,mean: 0.051333333333333335,1748918064.1915987,2025/06/03 11:34:24,35.47465777397156,35.5s,3.272392749786377,2.9715569019317627,0.8817918300628662,,
16,16,4.31754837290446,0.06,mean: 4.31754837290446,mean: 0.06,1748918066.256369,2025/06/03 11:34:26,37.53942823410034,37.5s,3.4688210487365723,3.168038845062256,0.9375600814819336,,
17,17,4.302464193979899,0.057,mean: 4.302464193979899,mean: 0.057,1748918068.3316731,2025/06/03 11:34:28,39.61473226547241,39.6s,3.6677701473236084,3.3670406341552734,0.9995636940002441,,
18,18,4.287772202809652,0.05733333333333333,mean: 4.287772202809652,mean: 0.05733333333333333,1748918070.4676187,2025/06/03 11:34:30,41.750677824020386,41.8s,3.8773388862609863,3.5766656398773193,1.058210849761963,,
19,19,4.267981048583985,0.06233333333333333,mean: 4.267981048583985,mean: 0.06233333333333333,1748918072.5340986,2025/06/03 11:34:32,43.81715774536133,43.8s,4.072917222976685,3.772296667098999,1.1141536235809326,,
20,20,4.251376476287842,0.06933333333333333,mean: 4.251376476287842,mean: 0.06933333333333333,1748918076.773427,2025/06/03 11:34:36,48.05648612976074,48.1s,4.431233882904053,3.9715187549591064,1.1709716320037842,4.284911409759522,0.0609
21,21,4.239957024892171,0.07033333333333333,mean: 4.239957024892171,mean: 0.07033333333333333,1748918079.0660348,2025/06/03 11:34:39,50.34909391403198,50.3s,4.62650203704834,4.166841268539429,1.2282326221466064,,
22,22,4.2220978418986,0.06866666666666667,mean: 4.2220978418986,mean: 0.06866666666666667,1748918081.1113718,2025/06/03 11:34:41,52.3944308757782,52.4s,4.823927164077759,4.364318609237671,1.2843513488769531,,
23,23,4.20520294825236,0.068,mean: 4.20520294825236,mean: 0.068,1748918083.1402743,2025/06/03 11:34:43,54.423333406448364,54.4s,5.019696950912476,4.560140609741211,1.3408312797546387,,
24,24,4.1816774787902835,0.073,mean: 4.1816774787902835,mean: 0.073,1748918085.1641958,2025/06/03 11:34:45,56.44725489616394,56.4s,5.213820695877075,4.7543251514434814,1.4004461765289307,,
25,25,4.172213115692139,0.06766666666666667,mean: 4.172213115692139,mean: 0.06766666666666667,1748918087.20945,2025/06/03 11:34:47,58.49250912666321,58.5s,5.407978057861328,4.948538541793823,1.4583659172058105,,
26,26,4.144415833791097,0.07133333333333333,mean: 4.144415833791097,mean: 0.07133333333333333,1748918089.274974,2025/06/03 11:34:49,60.55803322792053,1.0m,5.6020684242248535,5.142683506011963,1.5146973133087158,,
