model_arc,epochs,ensemble_type,params,init,fix_seed,grad,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
models.resnet_ee resnet18,200,ME,2886528,true,true,2886528,200,0.500085998916626,0.8192,1.352490496635437,0.6332,1745101920.4472942,2025/04/20 07:32:00,2852.369811296463,47.5m,0.000029580782211269252
