model_arc,epochs,ensemble_type,params,optimizer,grad,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
models.resnet_git_ee_bn resnet18,100,EE,2855808,SGD,2855808,100,1.9733677856445313,0.2982,1.9755280380249023,0.2883,1745691383.859017,2025/04/27 03:16:23,282.0219066143036,4.7m,0.00013260159175843
