step,lr,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,grad_mean
1,0.1,1,2.302548885345459,0.12890625,2.3053665161132812,0.109375,1745743443.6940944,2025/04/27 17:44:03,5.034427642822266,5.0s,0.00003561120684025809
2,0.0,2,2.3040924072265625,0.12109375,2.2999539375305176,0.09375,1745743444.4652307,2025/04/27 17:44:04,5.805563926696777,5.8s,0.00003747597293113358
3,0.0,3,2.303399085998535,0.125,2.2988836765289307,0.140625,1745743445.229365,2025/04/27 17:44:05,6.569698333740234,6.6s,0.000034725941077340394
4,0.0,4,2.301355004310608,0.140625,2.299226760864258,0.15625,1745743445.987138,2025/04/27 17:44:05,7.3274712562561035,7.3s,0.00003627058686106466
5,0.0,5,2.3007991313934326,0.109375,2.299582004547119,0.1796875,1745743446.7455506,2025/04/27 17:44:06,8.085883855819702,8.1s,0.00003520330210449174
6,0.0,6,2.299326181411743,0.1328125,2.3002991676330566,0.1796875,1745743447.5203137,2025/04/27 17:44:07,8.860646963119507,8.9s,0.000036090659705223516
7,0.0,7,2.300103187561035,0.12890625,2.300893783569336,0.1640625,1745743448.428419,2025/04/27 17:44:08,9.768752336502075,9.8s,0.00003601293428801
8,0.0,8,2.2992990016937256,0.12109375,2.301410675048828,0.1640625,1745743449.2043085,2025/04/27 17:44:09,10.544641733169556,10.5s,0.00003697074134834111
9,0.0,9,2.2984650135040283,0.1328125,2.3016419410705566,0.171875,1745743449.987947,2025/04/27 17:44:09,11.328280210494995,11.3s,0.00003820941492449492
10,0.0,10,2.298732042312622,0.14453125,2.301381826400757,0.15625,1745743450.832729,2025/04/27 17:44:10,12.173062324523926,12.2s,0.00003644807657110505
