step,trainable,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,dur_total_core,dur_train_core,dur_dl_train
1,2052,1,0.9552611731347583,0.625,0.7451654235521953,0.7583333333333333,1749098803.3371189,2025/06/05 13:46:43,0.7711734771728516,771.2ms,0.0532684326171875,0.04064822196960449,0.12900042533874512
2,2052,2,0.5129811874457768,0.825,0.6002704805798,0.8222222222222222,1749098804.1343727,2025/06/05 13:46:44,1.568427324295044,1.6s,0.1519627571105957,0.1125483512878418,0.31121015548706055
3,2052,3,0.4628317231223697,0.8476190476190476,0.585941653781467,0.8111111111111111,1749098804.836911,2025/06/05 13:46:44,2.270965576171875,2.3s,0.2009568214416504,0.15064549446105957,0.4829690456390381
4,2052,4,0.41984550470397586,0.8559523809523809,0.5553830928272672,0.8138888888888889,1749098805.5245025,2025/06/05 13:46:45,2.95855712890625,3.0s,0.25827574729919434,0.19029998779296875,0.6594476699829102
5,2052,5,0.38669276379403617,0.8666666666666667,0.5210447483592563,0.8444444444444444,1749098806.3271024,2025/06/05 13:46:46,3.7611570358276367,3.8s,0.3612532615661621,0.2818722724914551,0.7944447994232178
6,2052,6,0.3317518142007646,0.8892857142857142,0.4830668747425079,0.8444444444444444,1749098807.00492,2025/06/05 13:46:47,4.438974618911743,4.4s,0.40769171714782715,0.31746625900268555,0.9845688343048096
7,2052,7,0.34545657634735105,0.8869047619047619,0.5083605064286126,0.85,1749098807.6974096,2025/06/05 13:46:47,5.131464242935181,5.1s,0.5167441368103027,0.4003293514251709,1.0768535137176514
8,2052,8,0.3755029756398428,0.875,0.49513616893026563,0.8361111111111111,1749098808.4020557,2025/06/05 13:46:48,5.836110353469849,5.8s,0.5811491012573242,0.44849634170532227,1.233924388885498
9,2052,9,0.3129037584577288,0.888095238095238,0.4937222248978085,0.8416666666666667,1749098809.0614884,2025/06/05 13:46:49,6.495543003082275,6.5s,0.625586748123169,0.48224735260009766,1.4151148796081543
10,2052,10,0.3427585366226378,0.8809523809523809,0.5473166664441427,0.8416666666666667,1749098809.8022144,2025/06/05 13:46:49,7.236268997192383,7.2s,0.7237546443939209,0.5564212799072266,1.5658178329467773
11,2052,11,0.3277438598019736,0.8928571428571429,0.540829822089937,0.8305555555555556,1749098810.4626205,2025/06/05 13:46:50,7.896675109863281,7.9s,0.7736337184906006,0.5942153930664062,1.7358818054199219
12,2052,12,0.3366032668522426,0.9,0.5239194326930576,0.8277777777777777,1749098811.1488316,2025/06/05 13:46:51,8.582886219024658,8.6s,0.8264904022216797,0.6365878582000732,1.932363510131836
13,2052,13,0.31567163808005194,0.8857142857142857,0.48172200123469033,0.8444444444444444,1749098811.937824,2025/06/05 13:46:51,9.371878623962402,9.4s,0.9199144840240479,0.7106349468231201,2.0685763359069824
14,2052,14,0.28400791230655853,0.8964285714285715,0.5633109066221449,0.8277777777777777,1749098812.592191,2025/06/05 13:46:52,10.026245594024658,10.0s,0.9645822048187256,0.7446620464324951,2.2491908073425293
15,2052,15,0.31500106482278734,0.8845238095238095,0.4896435605155097,0.8472222222222222,1749098813.2902637,2025/06/05 13:46:53,10.724318265914917,10.7s,1.055121898651123,0.8144533634185791,2.397963523864746
16,2052,16,0.27555569467090424,0.905952380952381,0.4743015170097351,0.8444444444444444,1749098814.035538,2025/06/05 13:46:54,11.469592571258545,11.5s,1.1372840404510498,0.8840386867523193,2.5799877643585205
17,2052,17,0.28193919424499786,0.9095238095238095,0.48300350507100426,0.8416666666666667,1749098814.6917465,2025/06/05 13:46:54,12.125801086425781,12.1s,1.1868128776550293,0.9222989082336426,2.7507781982421875
18,2052,18,0.2995670239130656,0.888095238095238,0.5033236490355597,0.8388888888888889,1749098815.4392476,2025/06/05 13:46:55,12.873302221298218,12.9s,1.2904396057128906,0.9998869895935059,2.872494697570801
19,2052,19,0.307379789011819,0.8892857142857142,0.5105395886633132,0.8555555555555555,1749098816.1106787,2025/06/05 13:46:56,13.54473328590393,13.5s,1.344489574432373,1.0434539318084717,3.037231206893921
20,2052,20,0.2751790347553435,0.8976190476190476,0.4770219114091661,0.8388888888888889,1749098816.7662725,2025/06/05 13:46:56,14.200327157974243,14.2s,1.3901278972625732,1.0784790515899658,3.2139317989349365
21,11178564,21,0.38382879609153386,0.8714285714285714,0.9779933187696669,0.7138888888888889,1749098817.790647,2025/06/05 13:46:57,15.224701642990112,15.2s,1.624840497970581,1.2870657444000244,3.268738031387329
