step,epoch,train_loss,train_acc,train_path_loss,train_path_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt,dur_total_core,dur_train_core,dur_dl_train
1,1,4.398206753540039,0.0444,mean: 4.94215095923543,mean: 0.014656249999999996,4.197856275939942,0.0678,1748880477.5894065,2025/06/03 01:07:57,6.789355278015137,6.8s,5.218717098236084,3.206380844116211,0.05844569206237793
2,2,3.9008725952148438,0.106,mean: 5.88096327251196,mean: 0.018643750000000004,4.072391502380371,0.1084,1748880483.2731953,2025/06/03 01:08:03,12.473144054412842,12.5s,10.1980881690979,6.249740839004517,0.11398196220397949
