step,train_loss,train_acc,val_loss,val_acc
1,1.8707823070526124,0.302,2.133167716407776,0.2944
2,1.6125441396713256,0.4044,2.119093518066406,0.3524
3,1.5274129774093628,0.4368,2.1810128345489503,0.3572
4,1.4639514068603516,0.4708,1.7697252695083618,0.4204
5,1.42271762714386,0.4804,1.464667453956604,0.4826
6,1.3493369415283203,0.513,1.4559405616760255,0.4872
7,1.3394776262283326,0.5114,1.4547129566192627,0.4978
8,1.2947216972351074,0.5304,1.482427381515503,0.5088
9,1.272780153656006,0.5436,1.3499717056274414,0.5328
10,1.2566162069320679,0.5424,1.326488734817505,0.5378
11,1.2020940841674805,0.5654,1.2786091527938843,0.5522
12,1.1947606426239015,0.5778,1.2276200332641602,0.5598
13,1.1472240246772767,0.5882,1.2128380019187928,0.5778
14,1.0976726873397826,0.6166,1.222018790245056,0.5742
15,1.0912043109893799,0.6182,1.2108865978240966,0.5894
16,1.0891738273620606,0.6092,1.18495598487854,0.5946
17,1.0602765560150147,0.618,1.1738483679771423,0.5932
18,1.0587974254608155,0.621,1.206516082382202,0.5956
19,1.0633304071426393,0.6254,1.160333572769165,0.6044
20,1.0345136436462403,0.6282,1.1205307147979737,0.6182
21,1.0420438470840454,0.6354,1.1897871976852417,0.5972
22,0.985319128036499,0.6494,1.114871558189392,0.6126
23,0.9689556179046631,0.6492,1.1269504606246947,0.6148
24,0.935304568862915,0.6658,1.0710979396820068,0.6268
25,0.9284081809997559,0.6662,1.0739709197998046,0.6308
26,0.9140926132202148,0.6794,1.068703778076172,0.6308
27,0.8951979331970215,0.6816,1.1384175174713134,0.6138
28,0.9010069225311279,0.6744,1.153889543914795,0.6154
29,0.8836277069091797,0.6896,1.0522120254516603,0.633
30,0.8528465545654297,0.695,1.0908670112609864,0.6236
31,0.842100323677063,0.699,1.080222270822525,0.6314
32,0.8360376011848449,0.7028,1.0958739048004151,0.6262
33,0.8047931769371033,0.7154,1.0434309463024138,0.6548
34,0.8127645352840424,0.716,1.0511760571479798,0.641
35,0.7707790840148926,0.7322,1.0150481675624847,0.6562
36,0.8099280284881591,0.7132,1.0679345063209533,0.6414
37,0.7959470811843872,0.7174,1.034827184867859,0.6508
38,0.772568567943573,0.7296,1.0658377422332763,0.6484
39,0.7791220373153687,0.7262,1.0085301664352417,0.6604
40,0.7535167974472046,0.734,1.08606704082489,0.638
41,0.7250141889572144,0.7444,1.0181483108520508,0.6532
42,0.7095855701446533,0.7518,1.0018373565673828,0.6718
43,0.6941359590530396,0.7578,0.9925892337799073,0.669
44,0.6883646717071533,0.7604,1.006735631942749,0.6672
45,0.6800866972923278,0.7628,1.0163123406410217,0.6596
46,0.6706344970703125,0.7586,0.9975898389816285,0.674
47,0.6353052938461303,0.7772,1.00040992064476,0.6726
48,0.6215929449081421,0.7824,1.0176199661254883,0.6706
49,0.6127139163970947,0.7866,1.005035203742981,0.6742
50,0.5979123550415039,0.795,0.9684715731620789,0.6788
51,0.6078302556037903,0.7882,1.0086429237365722,0.6756
52,0.6057294844150544,0.7948,0.972247714805603,0.6806
53,0.561807280921936,0.8022,0.9931047931671143,0.6806
54,0.5796909275054931,0.7964,1.0031198848724365,0.6812
55,0.5637264352798462,0.8052,0.9868447649002076,0.6806
56,0.5435593482017517,0.8098,0.9768483360290527,0.6824
57,0.5172381309509277,0.8296,0.9770433450698852,0.6898
58,0.5352266815185547,0.819,0.9828347152709961,0.6904
59,0.527312163066864,0.8226,0.9812435830116272,0.689
60,0.5064313848495483,0.8266,0.9800265821456909,0.6856
61,0.49105482292175295,0.8332,0.983699123954773,0.683
62,0.4905137351989746,0.8384,0.9992081113815308,0.6826
63,0.4762748804092407,0.8434,0.9943648580551148,0.6878
64,0.48004422750473025,0.837,0.9846348030090332,0.6846
65,0.461225085067749,0.8526,0.975925421667099,0.6952
66,0.4686541706085205,0.848,0.9692965768814087,0.692
67,0.4548428977012634,0.8496,0.9743564091682434,0.6904
68,0.44116771745681765,0.862,0.9907549703598022,0.6874
69,0.4404379051208496,0.8602,0.9812077011108399,0.6918
70,0.43750593395233156,0.8564,0.9813074346065521,0.6926
71,0.4426017616271973,0.8528,0.9888158782958985,0.6902
72,0.4213234136581421,0.8616,0.9811792411804199,0.6888
73,0.42276396760940554,0.8646,0.9919951318740845,0.689
74,0.4211215437889099,0.8652,0.9889172358512879,0.6872
75,0.4284194224357605,0.863,0.9839816395759583,0.6886
76,0.421689203453064,0.8676,0.9946524464607239,0.6864
77,0.4197238039970398,0.87,0.9930266707420349,0.6878
78,0.4182138937473297,0.8688,0.9826887266159058,0.6888
79,0.41640323133468626,0.8636,0.9765420028686523,0.689
80,0.41448377408981324,0.8652,0.9795996678352356,0.6886
