step,epoch,train_loss,train_acc,train_path_loss,train_path_acc,timestamp,timestamp_fmt,duration,duration_fmt,dur_total_core,dur_train_core,dur_dl_train,val_loss,val_acc,val_path_loss,val_path_acc
1,1,4.572182858276367,0.0272,mean: 4.572182858276367,mean: 0.0272,1749066511.7171829,2025/06/05 04:48:31,13.459535837173462,13.5s,0.5695230960845947,0.5696053504943848,0.07456755638122559,,,,
2,2,4.229531880950928,0.0424,mean: 4.229531880950928,mean: 0.0424,1749066533.406615,2025/06/05 04:48:53,35.1489679813385,35.1s,1.312828779220581,1.0495307445526123,0.13424134254455566,4.547828488922119,0.0431,mean: 4.547828488922119,mean: 0.0431
3,3,4.095984330749512,0.0532,mean: 4.095984330749512,mean: 0.0532,1749066545.8805776,2025/06/05 04:49:05,47.6229305267334,47.6s,1.7700121402740479,1.5068037509918213,0.19348597526550293,,,,
4,4,4.013361099243164,0.0618,mean: 4.013361099243164,mean: 0.0618,1749066567.7068517,2025/06/05 04:49:27,69.44920468330383,1.2m,2.4042809009552,1.8929424285888672,0.2559778690338135,3.9827030971527098,0.0795,mean: 3.9827030971527098,mean: 0.0795
5,5,3.902035263824463,0.0744,mean: 3.902035263824463,mean: 0.0744,1749066580.6309788,2025/06/05 04:49:40,82.37333178520203,1.4m,2.8686482906341553,2.3573966026306152,0.3178291320800781,,,,
6,6,3.8566409477233887,0.0888,mean: 3.8566409477233887,mean: 0.0888,1749066601.9469686,2025/06/05 04:50:01,103.68932151794434,1.7m,3.6036410331726074,2.833608627319336,0.3925795555114746,4.017272766494751,0.0911,mean: 4.017272766494751,mean: 0.0911
7,7,3.8371442314147948,0.0908,mean: 3.8371442314147948,mean: 0.0908,1749066614.9764597,2025/06/05 04:50:14,116.7188127040863,1.9m,4.078099489212036,3.308152437210083,0.45683765411376953,,,,
8,8,3.8533624397277833,0.0952,mean: 3.8533624397277833,mean: 0.0952,1749066636.8246927,2025/06/05 04:50:36,138.56704568862915,2.3m,4.8218653202056885,3.7835183143615723,0.5159666538238525,3.9544130783081055,0.0933,mean: 3.9544130783081055,mean: 0.0933
9,9,3.7611934997558594,0.1052,mean: 3.7611934997558594,mean: 0.1052,1749066649.927878,2025/06/05 04:50:49,151.67023086547852,2.5m,5.2598161697387695,4.221559047698975,0.5773015022277832,,,,
10,10,3.7503697784423826,0.1076,mean: 3.7503697784423826,mean: 0.1076,1749066671.7202404,2025/06/05 04:51:11,173.46259331703186,2.9m,5.948607683181763,4.665778636932373,0.6899828910827637,3.8446872039794924,0.1052,mean: 3.8446872039794924,mean: 0.1052
