step,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt
24,24,1.2303342233657837,0.5536,1.387382057571411,0.5298,1745083579.3587923,2025/04/20 02:26:19,28.45060968399048,28.5s
25,25,1.2111673751831056,0.562,1.374909202194214,0.5312,1745083580.5697374,2025/04/20 02:26:20,29.66155481338501,29.7s
26,26,1.216452167892456,0.5628,1.400021347808838,0.53,1745083581.692436,2025/04/20 02:26:21,30.784253358840942,30.8s
27,27,1.166778515625,0.5832,1.3084287492752076,0.5426,1745083582.8748949,2025/04/20 02:26:22,31.96671223640442,32.0s
28,28,1.1736312452316284,0.576,1.2645304111480713,0.5524,1745083583.9931831,2025/04/20 02:26:23,33.08500051498413,33.1s
29,29,1.1433409107208252,0.5904,1.2530460933685303,0.5674,1745083585.2146378,2025/04/20 02:26:25,34.30645513534546,34.3s
30,30,1.191087581062317,0.5732,1.2949620830535888,0.559,1745083586.3058121,2025/04/20 02:26:26,35.397629499435425,35.4s
31,31,1.143958434677124,0.5964,1.290349189376831,0.5574,1745083587.5975533,2025/04/20 02:26:27,36.68937063217163,36.7s
32,32,1.1513225512504577,0.5906,1.2462799346923827,0.5692,1745083588.6426337,2025/04/20 02:26:28,37.73445105552673,37.7s
33,33,1.097663574409485,0.6038,1.2425544748306274,0.5672,1745083589.6787403,2025/04/20 02:26:29,38.77055764198303,38.8s
34,34,1.0989279788970947,0.6102,1.3134489358901977,0.5462,1745083590.8106313,2025/04/20 02:26:30,39.902448654174805,39.9s
35,35,1.1412262941360474,0.5886,1.2565410217285156,0.5732,1745083591.950274,2025/04/20 02:26:31,41.042091369628906,41.0s
36,36,1.113043808746338,0.5992,1.2241931880950927,0.571,1745083592.9875462,2025/04/20 02:26:32,42.07936358451843,42.1s
37,37,1.09167526512146,0.6106,1.2118686763763429,0.5746,1745083594.0486755,2025/04/20 02:26:34,43.14049291610718,43.1s
38,38,1.0973186233520509,0.6024,1.2628041345596313,0.5702,1745083595.1291606,2025/04/20 02:26:35,44.220978021621704,44.2s
39,39,1.1369680404663085,0.594,1.2636285106658935,0.5656,1745083596.2473896,2025/04/20 02:26:36,45.33920693397522,45.3s
40,40,1.0815032844543457,0.6166,1.2508543380737305,0.5716,1745083597.3266325,2025/04/20 02:26:37,46.41844987869263,46.4s
41,41,1.0557686849594117,0.6162,1.2476796982765197,0.5732,1745083598.3586025,2025/04/20 02:26:38,47.450419902801514,47.5s
42,42,1.0537774906158448,0.6172,1.2626666591644287,0.578,1745083599.4228954,2025/04/20 02:26:39,48.51471281051636,48.5s
43,43,1.0674851261138916,0.6174,1.2043617641448974,0.5834,1745083600.462785,2025/04/20 02:26:40,49.55460238456726,49.6s
44,44,1.0611010011672974,0.6234,1.2520446416854858,0.5648,1745083601.5718234,2025/04/20 02:26:41,50.66364073753357,50.7s
45,45,1.0442959232330322,0.6294,1.2152780349731445,0.5844,1745083602.6452413,2025/04/20 02:26:42,51.73705863952637,51.7s
46,46,1.0217433422088622,0.636,1.2373226086616516,0.5778,1745083603.8619215,2025/04/20 02:26:43,52.95373892784119,53.0s
47,47,1.0337378379821778,0.63,1.2085836533546448,0.5844,1745083605.0418625,2025/04/20 02:26:45,54.13367986679077,54.1s
48,48,1.0004818634033203,0.6434,1.2082173267364502,0.59,1745083606.2472486,2025/04/20 02:26:46,55.33906602859497,55.3s
49,49,1.054050128364563,0.6206,1.2489177394866944,0.5708,1745083607.3711853,2025/04/20 02:26:47,56.46300268173218,56.5s
50,50,1.050200309562683,0.6288,1.2083381935119628,0.5884,1745083608.4563057,2025/04/20 02:26:48,57.5481231212616,57.5s
51,51,1.0272929208755492,0.6324,1.1980516409873962,0.5918,1745083609.6842482,2025/04/20 02:26:49,58.77606558799744,58.8s
52,52,0.9910545862197876,0.6474,1.1941922096252442,0.5932,1745083610.8174827,2025/04/20 02:26:50,59.909300088882446,59.9s
53,53,0.9588949699401855,0.6634,1.2371157585144044,0.5878,1745083612.0175447,2025/04/20 02:26:52,61.10936212539673,1.0m
54,54,0.9616552577972413,0.6542,1.2571279042720795,0.5804,1745083613.1707401,2025/04/20 02:26:53,62.26255750656128,1.0m
55,55,0.9887359228134155,0.6454,1.2422321451663971,0.5844,1745083614.3908072,2025/04/20 02:26:54,63.482624530792236,1.1m
56,56,0.9633153962135315,0.6512,1.19946782951355,0.6,1745083615.6335804,2025/04/20 02:26:55,64.72539782524109,1.1m
57,57,0.9383364477157593,0.6626,1.222562990283966,0.5936,1745083616.9046113,2025/04/20 02:26:56,65.99642872810364,1.1m
58,58,0.9544665870666504,0.66,1.217582710647583,0.5906,1745083618.1334443,2025/04/20 02:26:58,67.22526168823242,1.1m
59,59,0.9689491556167602,0.649,1.190314239692688,0.5994,1745083619.250431,2025/04/20 02:26:59,68.34224843978882,1.1m
60,60,0.9334050281524658,0.6654,1.1978360119819642,0.5978,1745083620.3465803,2025/04/20 02:27:00,69.43839764595032,1.2m
61,61,0.9517503519058228,0.658,1.204552491760254,0.6022,1745083621.440472,2025/04/20 02:27:01,70.5322892665863,1.2m
62,62,0.9366084909439087,0.6592,1.2617813373565674,0.585,1745083622.5573652,2025/04/20 02:27:02,71.64918255805969,1.2m
63,63,0.9102262784957885,0.6708,1.1594074335098266,0.6122,1745083623.6005867,2025/04/20 02:27:03,72.69240403175354,1.2m
64,64,0.9118103475570679,0.675,1.2072019289016724,0.6012,1745083624.6335032,2025/04/20 02:27:04,73.72532057762146,1.2m
65,65,0.9301021192550659,0.6692,1.2303572620391845,0.5988,1745083625.8371377,2025/04/20 02:27:05,74.928955078125,1.2m
66,66,0.9267452085494995,0.6732,1.2391541456222535,0.5974,1745083626.922916,2025/04/20 02:27:06,76.01473331451416,1.3m
67,67,0.8976391380310058,0.6816,1.184111925315857,0.5996,1745083628.0444708,2025/04/20 02:27:08,77.13628816604614,1.3m
68,68,0.8902467027664185,0.682,1.173112921333313,0.6116,1745083629.119608,2025/04/20 02:27:09,78.21142530441284,1.3m
69,69,0.903680086517334,0.6734,1.178605320072174,0.6068,1745083630.2732096,2025/04/20 02:27:10,79.36502695083618,1.3m
70,70,0.9020128723144532,0.6798,1.1541193006515502,0.6148,1745083631.3850803,2025/04/20 02:27:11,80.47689771652222,1.3m
71,71,0.8529296321868897,0.6962,1.1739221742630004,0.616,1745083632.4962993,2025/04/20 02:27:12,81.58811664581299,1.4m
72,72,0.8635709447860718,0.6896,1.1744625576972962,0.6134,1745083633.6643257,2025/04/20 02:27:13,82.75614309310913,1.4m
73,73,0.8558880547523499,0.6854,1.2017522802829743,0.6038,1745083634.8059747,2025/04/20 02:27:14,83.89779210090637,1.4m
74,74,0.8551986225128174,0.6938,1.2036966367721558,0.6008,1745083635.9579036,2025/04/20 02:27:15,85.04972100257874,1.4m
75,75,0.8598764169692993,0.6966,1.2002111780166627,0.604,1745083637.1936965,2025/04/20 02:27:17,86.28551387786865,1.4m
76,76,0.836617617225647,0.6966,1.1829234451293946,0.6058,1745083638.2889845,2025/04/20 02:27:18,87.38080191612244,1.5m
77,77,0.8276230821609497,0.705,1.210951086807251,0.6058,1745083639.4921243,2025/04/20 02:27:19,88.58394169807434,1.5m
78,78,0.8493360599517822,0.6914,1.192255848121643,0.6132,1745083640.632137,2025/04/20 02:27:20,89.72395443916321,1.5m
79,79,0.8514606998443603,0.7008,1.193786051940918,0.6176,1745083641.7247434,2025/04/20 02:27:21,90.81656074523926,1.5m
80,80,0.8341215808391571,0.7006,1.1903170534133911,0.6094,1745083642.804363,2025/04/20 02:27:22,91.89618039131165,1.5m
81,81,0.7966158233642578,0.7122,1.1621216283798217,0.6164,1745083643.9386706,2025/04/20 02:27:23,93.03048801422119,1.6m
82,82,0.8266691255569458,0.708,1.1630256607055665,0.6226,1745083645.0816278,2025/04/20 02:27:25,94.17344522476196,1.6m
83,83,0.8134593496322632,0.7116,1.1630395472526551,0.6094,1745083646.2888002,2025/04/20 02:27:26,95.38061761856079,1.6m
84,84,0.803219109249115,0.7142,1.1597695452213288,0.6196,1745083647.4425826,2025/04/20 02:27:27,96.53439998626709,1.6m
85,85,0.7824581432342529,0.722,1.198658725643158,0.6134,1745083648.7009757,2025/04/20 02:27:28,97.7927930355072,1.6m
86,86,0.8017076873779296,0.7114,1.191867971420288,0.6118,1745083649.9824715,2025/04/20 02:27:29,99.07428884506226,1.7m
87,87,0.7743960827350617,0.7206,1.1510599405288697,0.6288,1745083651.1444058,2025/04/20 02:27:31,100.2362232208252,1.7m
88,88,0.7728290607452393,0.7292,1.1826051010131835,0.6194,1745083652.3263435,2025/04/20 02:27:32,101.41816091537476,1.7m
89,89,0.7792340391159057,0.7156,1.1738236610412598,0.619,1745083653.485394,2025/04/20 02:27:33,102.57721138000488,1.7m
90,90,0.7681531387329101,0.7274,1.1998824248313904,0.6138,1745083654.7192206,2025/04/20 02:27:34,103.81103801727295,1.7m
91,91,0.7707855745315552,0.7226,1.1670088230133058,0.6198,1745083655.8873308,2025/04/20 02:27:35,104.97914814949036,1.7m
92,92,0.7812696399688721,0.7192,1.1790722354888916,0.6196,1745083657.3006577,2025/04/20 02:27:37,106.39247512817383,1.8m
93,93,0.7383366521835327,0.7352,1.1814168748855591,0.625,1745083658.529387,2025/04/20 02:27:38,107.6212043762207,1.8m
94,94,0.7569888212203979,0.728,1.1886802079200744,0.6276,1745083659.7852273,2025/04/20 02:27:39,108.87704467773438,1.8m
95,95,0.7571410652160645,0.7324,1.1873818328857422,0.616,1745083660.955585,2025/04/20 02:27:40,110.04740238189697,1.8m
96,96,0.760375332069397,0.729,1.1882965482711791,0.6244,1745083662.2518137,2025/04/20 02:27:42,111.34363102912903,1.9m
97,97,0.7735078338623047,0.7186,1.2076768476486206,0.6174,1745083663.4458995,2025/04/20 02:27:43,112.53771686553955,1.9m
98,98,0.7375396501541138,0.741,1.1627393018722534,0.6256,1745083664.702195,2025/04/20 02:27:44,113.79401230812073,1.9m
99,99,0.7368871835708618,0.7322,1.176171728515625,0.6314,1745083665.856048,2025/04/20 02:27:45,114.94786548614502,1.9m
100,100,0.7175555282592774,0.742,1.16401437664032,0.6264,1745083666.941215,2025/04/20 02:27:46,116.03303241729736,1.9m
101,101,0.6995197725296021,0.7532,1.1769069551467894,0.6256,1745083668.089996,2025/04/20 02:27:48,117.18181347846985,2.0m
102,102,0.7491597846984863,0.7312,1.1793465489387511,0.6268,1745083669.1635654,2025/04/20 02:27:49,118.25538277626038,2.0m
103,103,0.7246643938064575,0.7406,1.1752969383239746,0.6278,1745083670.2681642,2025/04/20 02:27:50,119.35998153686523,2.0m
104,104,0.6869522403240204,0.7558,1.1832321403503419,0.6196,1745083671.3136747,2025/04/20 02:27:51,120.40549206733704,2.0m
105,105,0.6442808446884155,0.7736,1.168626827430725,0.6258,1745083672.3895748,2025/04/20 02:27:52,121.48139214515686,2.0m
106,106,0.6883792236328125,0.7508,1.185059490776062,0.6306,1745083673.4404337,2025/04/20 02:27:53,122.53225111961365,2.0m
107,107,0.7007727144241332,0.7508,1.1738863243103028,0.6304,1745083674.5632734,2025/04/20 02:27:54,123.65509080886841,2.1m
108,108,0.6857309520721435,0.7594,1.195162412548065,0.6208,1745083675.6536312,2025/04/20 02:27:55,124.74544858932495,2.1m
109,109,0.6886871717453003,0.7512,1.1886282260894776,0.6286,1745083676.7012687,2025/04/20 02:27:56,125.79308605194092,2.1m
110,110,0.6874670955657959,0.766,1.1714245028495789,0.6332,1745083677.807548,2025/04/20 02:27:57,126.89936542510986,2.1m
111,111,0.6657178005218506,0.7624,1.181596446609497,0.6266,1745083678.92349,2025/04/20 02:27:58,128.01530742645264,2.1m
112,112,0.6469438274383545,0.775,1.1842328674316407,0.6274,1745083680.011446,2025/04/20 02:28:00,129.1032633781433,2.2m
113,113,0.6681237497329712,0.7614,1.17064195561409,0.6256,1745083681.1045406,2025/04/20 02:28:01,130.19635796546936,2.2m
114,114,0.6539165853500366,0.7662,1.1751335636138915,0.6334,1745083682.1966987,2025/04/20 02:28:02,131.2885160446167,2.2m
115,115,0.6332756637573242,0.78,1.1819760990142822,0.6294,1745083683.285683,2025/04/20 02:28:03,132.37750029563904,2.2m
116,116,0.6298639190196991,0.7718,1.1720348541259766,0.632,1745083684.4166224,2025/04/20 02:28:04,133.50843977928162,2.2m
117,117,0.6102256059646607,0.7786,1.1859385208129882,0.6314,1745083685.5423384,2025/04/20 02:28:05,134.63415575027466,2.2m
118,118,0.6300344205856323,0.7762,1.1866042297363282,0.629,1745083686.643598,2025/04/20 02:28:06,135.7354154586792,2.3m
119,119,0.6178361581802368,0.7746,1.2016444320678712,0.6244,1745083687.6836317,2025/04/20 02:28:07,136.77544903755188,2.3m
120,120,0.6041619960784912,0.7852,1.2369154819488526,0.627,1745083688.731622,2025/04/20 02:28:08,137.82343935966492,2.3m
121,121,0.6225545310974121,0.7808,1.1927039666175843,0.623,1745083689.8035321,2025/04/20 02:28:09,138.89534950256348,2.3m
122,122,0.6063059597969055,0.784,1.1750044780731201,0.632,1745083690.8883326,2025/04/20 02:28:10,139.98014998435974,2.3m
123,123,0.597329146194458,0.792,1.1946794765472413,0.6234,1745083691.959178,2025/04/20 02:28:11,141.05099534988403,2.4m
124,124,0.6126415322303772,0.7866,1.2152826370239258,0.6224,1745083693.020056,2025/04/20 02:28:13,142.1118733882904,2.4m
125,125,0.6114605785369873,0.7862,1.2004404379367828,0.625,1745083694.1201506,2025/04/20 02:28:14,143.21196794509888,2.4m
126,126,0.5795341945648194,0.7962,1.1893044513702393,0.6268,1745083695.216144,2025/04/20 02:28:15,144.30796146392822,2.4m
127,127,0.5778974474906922,0.7944,1.2132947311401368,0.6282,1745083696.2838168,2025/04/20 02:28:16,145.3756341934204,2.4m
128,128,0.5665672639846802,0.7976,1.212858655500412,0.6288,1745083697.3856907,2025/04/20 02:28:17,146.47750806808472,2.4m
129,129,0.5693350805282593,0.7966,1.2190515734195708,0.629,1745083698.5102243,2025/04/20 02:28:18,147.602041721344,2.5m
130,130,0.5672231384277344,0.8002,1.209595623588562,0.6312,1745083699.64753,2025/04/20 02:28:19,148.73934745788574,2.5m
131,131,0.574079808998108,0.7984,1.2159095136642457,0.6302,1745083700.7225497,2025/04/20 02:28:20,149.81436705589294,2.5m
132,132,0.5585074575424195,0.803,1.2010254096984863,0.6302,1745083701.8896813,2025/04/20 02:28:21,150.98149871826172,2.5m
133,133,0.542455478477478,0.8082,1.2100981573104859,0.631,1745083702.9757464,2025/04/20 02:28:22,152.06756377220154,2.5m
134,134,0.5491127594947814,0.8052,1.2172873876571655,0.6284,1745083704.0755754,2025/04/20 02:28:24,153.1673927307129,2.6m
135,135,0.5360060031890869,0.8098,1.209600233268738,0.6258,1745083705.1458097,2025/04/20 02:28:25,154.23762702941895,2.6m
136,136,0.5545533199310303,0.8064,1.231188531780243,0.6264,1745083706.232475,2025/04/20 02:28:26,155.32429242134094,2.6m
137,137,0.5522631391525269,0.8018,1.2174024040222169,0.6316,1745083707.459468,2025/04/20 02:28:27,156.55128526687622,2.6m
138,138,0.5512173830986022,0.7978,1.2012497235298156,0.6368,1745083708.5961545,2025/04/20 02:28:28,157.68797183036804,2.6m
139,139,0.5518658670425415,0.804,1.2205292964935304,0.6356,1745083709.8240116,2025/04/20 02:28:29,158.91582894325256,2.6m
140,140,0.5440020644187927,0.8074,1.222330927848816,0.6308,1745083710.9468687,2025/04/20 02:28:30,160.0386860370636,2.7m
141,141,0.538546633529663,0.811,1.2493672592163085,0.631,1745083712.09971,2025/04/20 02:28:32,161.19152736663818,2.7m
142,142,0.5193904156684875,0.818,1.2388423033714295,0.6358,1745083713.22797,2025/04/20 02:28:33,162.31978726387024,2.7m
143,143,0.5100694805145264,0.8192,1.2346959850311279,0.6318,1745083714.374867,2025/04/20 02:28:34,163.46668434143066,2.7m
144,144,0.5166637298583985,0.8184,1.2270792274475097,0.6292,1745083715.4769535,2025/04/20 02:28:35,164.56877088546753,2.7m
145,145,0.5088918907165527,0.8202,1.216603590774536,0.6324,1745083716.564498,2025/04/20 02:28:36,165.65631532669067,2.8m
146,146,0.5124448269844055,0.8216,1.2422141983032227,0.63,1745083717.6027207,2025/04/20 02:28:37,166.69453811645508,2.8m
147,147,0.5039775559902191,0.8266,1.2292785039901732,0.6348,1745083718.7338557,2025/04/20 02:28:38,167.82567310333252,2.8m
148,148,0.4937157810211182,0.8308,1.2542997264862061,0.6266,1745083719.7587273,2025/04/20 02:28:39,168.85054469108582,2.8m
149,149,0.5025819150924683,0.8318,1.2197643394470215,0.6292,1745083720.87629,2025/04/20 02:28:40,169.96810746192932,2.8m
150,150,0.501995336151123,0.8232,1.2287182037353515,0.6302,1745083722.050014,2025/04/20 02:28:42,171.14183139801025,2.9m
151,151,0.49787508878707887,0.8216,1.2296223755836486,0.632,1745083723.1564965,2025/04/20 02:28:43,172.2483139038086,2.9m
152,152,0.48778596420288084,0.8284,1.2167859985351563,0.6298,1745083724.2496212,2025/04/20 02:28:44,173.3414385318756,2.9m
153,153,0.4749521011352539,0.8342,1.2359021469116211,0.631,1745083725.4146721,2025/04/20 02:28:45,174.50648951530457,2.9m
154,154,0.4840380337715149,0.8358,1.218825989341736,0.635,1745083726.5908625,2025/04/20 02:28:46,175.6826798915863,2.9m
155,155,0.4800671917915344,0.8314,1.226259806919098,0.6296,1745083727.6844778,2025/04/20 02:28:47,176.7762951850891,2.9m
156,156,0.46379632110595703,0.8354,1.230610062789917,0.6308,1745083728.9720697,2025/04/20 02:28:48,178.0638871192932,3.0m
157,157,0.4683141860961914,0.8382,1.2376383361816405,0.6324,1745083730.1343496,2025/04/20 02:28:50,179.22616696357727,3.0m
158,158,0.475117082118988,0.8352,1.237221333026886,0.633,1745083731.2911096,2025/04/20 02:28:51,180.38292694091797,3.0m
159,159,0.464669913482666,0.8418,1.2374258747577667,0.6322,1745083732.415633,2025/04/20 02:28:52,181.50745034217834,3.0m
160,160,0.4707661110877991,0.8358,1.226185066986084,0.632,1745083733.5899246,2025/04/20 02:28:53,182.68174195289612,3.0m
161,161,0.4597349769592285,0.8452,1.241368850326538,0.6334,1745083734.7396402,2025/04/20 02:28:54,183.83145761489868,3.1m
162,162,0.45993322067260745,0.841,1.2283825147628784,0.6364,1745083735.8952842,2025/04/20 02:28:55,184.9871015548706,3.1m
163,163,0.46139966468811033,0.8424,1.2315295782089233,0.6334,1745083737.1470017,2025/04/20 02:28:57,186.23881912231445,3.1m
164,164,0.4488611372947693,0.8446,1.2378396697998046,0.6328,1745083738.3524494,2025/04/20 02:28:58,187.44426679611206,3.1m
165,165,0.4493988594055176,0.8426,1.2472612297058105,0.6326,1745083739.5665052,2025/04/20 02:28:59,188.65832257270813,3.1m
166,166,0.46362184410095214,0.8414,1.2358159503936768,0.6372,1745083740.9060798,2025/04/20 02:29:00,189.99789714813232,3.2m
167,167,0.4438137914657593,0.8414,1.2263410594940185,0.636,1745083742.135999,2025/04/20 02:29:02,191.2278163433075,3.2m
168,168,0.4472976545333862,0.8484,1.234462532234192,0.6352,1745083743.372302,2025/04/20 02:29:03,192.4641194343567,3.2m
169,169,0.44493705139160156,0.8452,1.2371878381729127,0.6356,1745083744.6033235,2025/04/20 02:29:04,193.69514083862305,3.2m
170,170,0.43119358892440796,0.858,1.2413568996429443,0.6366,1745083745.9041653,2025/04/20 02:29:05,194.99598264694214,3.2m
171,171,0.43443598079681395,0.8508,1.2640798332214356,0.6326,1745083747.152565,2025/04/20 02:29:07,196.2443823814392,3.3m
172,172,0.4424600582122803,0.8514,1.2414220495224,0.6364,1745083748.353173,2025/04/20 02:29:08,197.44499039649963,3.3m
173,173,0.4476131567001343,0.847,1.240632671546936,0.6388,1745083749.6606715,2025/04/20 02:29:09,198.75248885154724,3.3m
174,174,0.44040022716522215,0.8434,1.2464156692504882,0.6328,1745083750.8970113,2025/04/20 02:29:10,199.98882865905762,3.3m
175,175,0.4346370394706726,0.8496,1.2547195541381837,0.6372,1745083752.1891794,2025/04/20 02:29:12,201.280996799469,3.4m
176,176,0.4381839920043945,0.8548,1.2630866194725037,0.6344,1745083753.3609014,2025/04/20 02:29:13,202.4527187347412,3.4m
177,177,0.42729775257110597,0.8528,1.2383721336364746,0.6368,1745083754.5949433,2025/04/20 02:29:14,203.6867606639862,3.4m
178,178,0.4494531307220459,0.8456,1.2417717582702636,0.6378,1745083755.816796,2025/04/20 02:29:15,204.90861344337463,3.4m
179,179,0.4256367904663086,0.8558,1.2539628854751588,0.6392,1745083757.014445,2025/04/20 02:29:17,206.10626244544983,3.4m
180,180,0.42257480292320254,0.8544,1.2396912427902222,0.6358,1745083758.1648915,2025/04/20 02:29:18,207.25670886039734,3.5m
181,181,0.42098965129852295,0.8562,1.2462105655670166,0.636,1745083759.2834406,2025/04/20 02:29:19,208.3752579689026,3.5m
182,182,0.42766056671142577,0.8504,1.2476024234771728,0.6398,1745083760.4493191,2025/04/20 02:29:20,209.5411365032196,3.5m
183,183,0.4139872661590576,0.8568,1.2415388858795167,0.6332,1745083761.640511,2025/04/20 02:29:21,210.732328414917,3.5m
184,184,0.4157974912643433,0.8592,1.2334941631317138,0.638,1745083762.7245953,2025/04/20 02:29:22,211.81641268730164,3.5m
185,185,0.443892626953125,0.848,1.2377991334915162,0.6382,1745083763.8653069,2025/04/20 02:29:23,212.95712423324585,3.5m
186,186,0.4337557012557983,0.851,1.2474422208786011,0.6334,1745083765.013533,2025/04/20 02:29:25,214.10535049438477,3.6m
187,187,0.4333405215263367,0.8488,1.225137480545044,0.6402,1745083766.147306,2025/04/20 02:29:26,215.2391233444214,3.6m
188,188,0.4319570517539978,0.8546,1.2298677313804627,0.641,1745083767.1994274,2025/04/20 02:29:27,216.29124474525452,3.6m
189,189,0.4278902063369751,0.8504,1.2638780165672303,0.638,1745083768.375733,2025/04/20 02:29:28,217.46755027770996,3.6m
190,190,0.42127128486633303,0.8584,1.237644654083252,0.6376,1745083769.548146,2025/04/20 02:29:29,218.639963388443,3.6m
191,191,0.42008611459732054,0.8564,1.249111971282959,0.6334,1745083770.6751394,2025/04/20 02:29:30,219.76695680618286,3.7m
192,192,0.42131531448364257,0.8558,1.2365481691360474,0.6386,1745083771.8779495,2025/04/20 02:29:31,220.96976685523987,3.7m
193,193,0.4169661021232605,0.8576,1.2297952365875244,0.6326,1745083773.0765903,2025/04/20 02:29:33,222.16840767860413,3.7m
194,194,0.41841818599700925,0.8554,1.2530033876419067,0.6386,1745083774.2862701,2025/04/20 02:29:34,223.37808752059937,3.7m
195,195,0.4288444105148315,0.8546,1.2303661283493041,0.6406,1745083775.4480228,2025/04/20 02:29:35,224.53984022140503,3.7m
196,196,0.41999576892852786,0.8586,1.2338830009460449,0.64,1745083776.656127,2025/04/20 02:29:36,225.747944355011,3.8m
197,197,0.43618490581512454,0.8548,1.2304467151641845,0.6426,1745083777.9434302,2025/04/20 02:29:37,227.0352475643158,3.8m
198,198,0.4152968837738037,0.8594,1.2322592695236205,0.641,1745083779.0239055,2025/04/20 02:29:39,228.11572289466858,3.8m
199,199,0.43022108688354493,0.8504,1.2415562549591064,0.6374,1745083780.1875718,2025/04/20 02:29:40,229.2793891429901,3.8m
200,200,0.4173246826171875,0.8592,1.2538698335647582,0.637,1745083781.4506624,2025/04/20 02:29:41,230.54247975349426,3.8m
