step,epoch,train_loss,train_acc,val_loss,val_acc,timestamp,timestamp_fmt,duration,duration_fmt
1,1,1.9453102138519287,0.2862,1.711083996963501,0.378,1745083552.705141,2025/04/20 02:25:52,1.7969584465026855,1.8s
2,2,1.7056073640823364,0.374,1.8983091627120972,0.357,1745083553.890895,2025/04/20 02:25:53,2.9827122688293457,3.0s
3,3,1.6509327926635742,0.3962,1.7453557434082032,0.3684,1745083555.0614939,2025/04/20 02:25:55,4.153311252593994,4.2s
4,4,1.6135452222824096,0.4046,1.566717857170105,0.4212,1745083556.2929187,2025/04/20 02:25:56,5.384736061096191,5.4s
5,5,1.5640553609848022,0.4242,1.557015909767151,0.4314,1745083557.3860328,2025/04/20 02:25:57,6.4778501987457275,6.5s
6,6,1.5499919326782226,0.4238,1.5182963356018067,0.4538,1745083558.4948096,2025/04/20 02:25:58,7.586627006530762,7.6s
7,7,1.4824510063171388,0.461,1.5032311502456666,0.4538,1745083559.690827,2025/04/20 02:25:59,8.782644271850586,8.8s
8,8,1.4680893739700318,0.4654,1.530182011604309,0.4774,1745083560.9213147,2025/04/20 02:26:00,10.013132095336914,10.0s
9,9,1.4520858047485352,0.4664,1.4783690677642822,0.4688,1745083562.1018093,2025/04/20 02:26:02,11.193626642227173,11.2s
10,10,1.4288396209716796,0.4846,1.4778089178085327,0.483,1745083563.2658594,2025/04/20 02:26:03,12.35767674446106,12.4s
11,11,1.3930697875976563,0.4956,1.433136268043518,0.4898,1745083564.438243,2025/04/20 02:26:04,13.530060291290283,13.5s
12,12,1.3921709255218506,0.4872,1.484642438697815,0.4722,1745083565.5806262,2025/04/20 02:26:05,14.672443628311157,14.7s
13,13,1.3608732795715333,0.5092,1.3871913911819458,0.5124,1745083566.7134118,2025/04/20 02:26:06,15.805229187011719,15.8s
14,14,1.3401415939331054,0.5158,1.4368574354171753,0.4884,1745083567.8758693,2025/04/20 02:26:07,16.967686653137207,17.0s
15,15,1.3360283803939819,0.5136,1.5160621255874633,0.4696,1745083569.0714538,2025/04/20 02:26:09,18.163271188735962,18.2s
16,16,1.3173859748840333,0.5202,1.5223993818283081,0.4836,1745083570.2537658,2025/04/20 02:26:10,19.345583200454712,19.3s
17,17,1.2954727643966675,0.524,1.3617050748825072,0.5122,1745083571.4077897,2025/04/20 02:26:11,20.49960708618164,20.5s
18,18,1.299189094543457,0.5376,1.4413369394302369,0.4952,1745083572.529558,2025/04/20 02:26:12,21.62137532234192,21.6s
19,19,1.2851874778747558,0.5276,1.3282089770317078,0.5384,1745083573.680157,2025/04/20 02:26:13,22.771974325180054,22.8s
20,20,1.2630422815322877,0.547,1.4893633946418763,0.497,1745083574.7619061,2025/04/20 02:26:14,23.853723526000977,23.9s
21,21,1.2610862107276917,0.5494,1.2872116725921632,0.5382,1745083575.942187,2025/04/20 02:26:15,25.03400444984436,25.0s
22,22,1.2271341514587402,0.5504,1.346975604057312,0.5266,1745083577.0821476,2025/04/20 02:26:17,26.173964977264404,26.2s
23,23,1.214127061843872,0.5552,1.3206577522277831,0.5472,1745083578.2360735,2025/04/20 02:26:18,27.327890872955322,27.3s
