step,epoch,lr,train_loss,train_acc,val_loss,val_acc,dur_total_core,dur_total_core_fmt,dur_train_core,dur_train_core_fmt,dur_total,dur_total_fmt,dur_train,dur_train_fmt,progress
1,1,0.1,4.76687479019165,0.01,,,5.326584577560425,5.3s,5.326601028442383,5.3s,5.395111560821533,5.4s,5.395119667053223,5.4s,0.0%
2,2,0.09999999938314973,4.50124979019165,0.01,,,5.400584936141968,5.4s,5.400604963302612,5.4s,5.515211343765259,5.5s,5.51522159576416,5.5s,0.0%
3,3,0.09999999753259893,4.341171741485596,0.01,,,5.413838624954224,5.4s,5.413862466812134,5.4s,5.586830139160156,5.6s,5.586842775344849,5.6s,0.0%
4,4,0.09999999444834765,4.168281078338623,0.08,,,5.423396587371826,5.4s,5.4234254360198975,5.4s,5.65325403213501,5.7s,5.653269529342651,5.7s,0.0%
5,5,0.09999999013039593,3.9696483612060547,0.12,,,5.432762861251831,5.4s,5.4327967166900635,5.4s,5.710572004318237,5.7s,5.710590124130249,5.7s,0.0%
6,6,0.09999998457874393,3.746347665786743,0.13,,,5.442322015762329,5.4s,5.442361116409302,5.4s,5.767682790756226,5.8s,5.767704248428345,5.8s,0.0%
7,7,0.09999997779339174,3.597249984741211,0.24,,,5.451862335205078,5.5s,5.451904535293579,5.5s,5.824612855911255,5.8s,5.824636697769165,5.8s,0.0%
8,8,0.09999996977433957,3.458320379257202,0.29,,,5.46136212348938,5.5s,5.461408615112305,5.5s,5.880260705947876,5.9s,5.880286455154419,5.9s,0.0%
9,9,0.0999999605215876,3.3231091499328613,0.29,,,5.471375465393066,5.5s,5.471425771713257,5.5s,5.935454845428467,5.9s,5.935483694076538,5.9s,0.0%
10,10,0.09999995003513605,3.1090917587280273,0.34,,,5.481722593307495,5.5s,5.4817798137664795,5.5s,5.992698431015015,6.0s,5.992731094360352,6.0s,0.1%
11,11,0.09999993831498519,2.855625629425049,0.37,,,5.4919047355651855,5.5s,5.491968154907227,5.5s,6.048896789550781,6.0s,6.048933506011963,6.0s,0.1%
12,12,0.0999999253611353,2.7079687118530273,0.39,,,5.501831531524658,5.5s,5.501899719238281,5.5s,6.103757858276367,6.1s,6.103798151016235,6.1s,0.1%
13,13,0.0999999111735867,2.315497398376465,0.55,,,5.511313438415527,5.5s,5.511386156082153,5.5s,6.156883001327515,6.2s,6.156925201416016,6.2s,0.1%
14,14,0.09999989575233975,2.0835328102111816,0.64,,,5.521186351776123,5.5s,5.521264553070068,5.5s,6.211389780044556,6.2s,6.211434841156006,6.2s,0.1%
15,15,0.09999987909739481,1.8600414991378784,0.67,,,5.53105354309082,5.5s,5.531137228012085,5.5s,6.2659995555877686,6.3s,6.266047954559326,6.3s,0.1%
16,16,0.09999986120875233,1.749453067779541,0.65,,,5.540992975234985,5.5s,5.541082143783569,5.5s,6.321000576019287,6.3s,6.321052312850952,6.3s,0.1%
17,17,0.0999998420864127,2.063481330871582,0.56,,,5.550845146179199,5.6s,5.550939559936523,5.6s,6.375871658325195,6.4s,6.375926733016968,6.4s,0.1%
18,18,0.09999982173037644,1.2933831214904785,0.8,,,5.56101131439209,5.6s,5.5611114501953125,5.6s,6.43091893196106,6.4s,6.4309775829315186,6.4s,0.1%
19,19,0.09999980014064402,0.876556396484375,0.88,,,5.570928335189819,5.6s,5.571033954620361,5.6s,6.485238790512085,6.5s,6.485301494598389,6.5s,0.1%
20,20,0.09999977731721599,0.6232116222381592,0.92,,,5.580986499786377,5.6s,5.581098556518555,5.6s,6.540061712265015,6.5s,6.540127754211426,6.5s,0.1%
21,21,0.09999975326009292,0.4938027858734131,0.95,,,5.591269016265869,5.6s,5.591386079788208,5.6s,6.595052719116211,6.6s,6.595123052597046,6.6s,0.1%
22,22,0.09999972796927536,0.40703484416007996,0.95,,,5.6012420654296875,5.6s,5.601366281509399,5.6s,6.654674053192139,6.7s,6.654748439788818,6.7s,0.1%
23,23,0.09999970144476399,0.3444161117076874,0.97,,,5.611396789550781,5.6s,5.611526727676392,5.6s,6.711127281188965,6.7s,6.711204290390015,6.7s,0.1%
24,24,0.09999967368655942,0.30114713311195374,0.97,,,5.62190842628479,5.6s,5.622045278549194,5.6s,6.771433115005493,6.8s,6.77151346206665,6.8s,0.1%
25,25,0.09999964469466235,0.21810607612133026,0.98,,,5.632065773010254,5.6s,5.632206439971924,5.6s,6.829798460006714,6.8s,6.829881429672241,6.8s,0.1%
26,26,0.09999961446907353,0.16367217898368835,0.99,,,5.6415696144104,5.6s,5.641714096069336,5.6s,6.892735004425049,6.9s,6.892820358276367,6.9s,0.1%
27,27,0.09999958300979367,0.1287909746170044,1.0,,,5.651080131530762,5.7s,5.6512298583984375,5.7s,6.948749303817749,6.9s,6.948836803436279,6.9s,0.1%
28,28,0.09999955031682355,0.11706634610891342,0.99,,,5.660773038864136,5.7s,5.660927772521973,5.7s,7.005307912826538,7.0s,7.005398511886597,7.0s,0.1%
29,29,0.09999951639016397,0.10009296238422394,1.0,,,5.67059588432312,5.7s,5.670755863189697,5.7s,7.061929941177368,7.1s,7.062023878097534,7.1s,0.1%
30,30,0.09999948122981576,0.06979339569807053,1.0,,,5.679591417312622,5.7s,5.6797544956207275,5.7s,7.117732763290405,7.1s,7.117828607559204,7.1s,0.1%
31,31,0.09999944483577983,0.06716186553239822,1.0,,,5.688870429992676,5.7s,5.689038991928101,5.7s,7.172058820724487,7.2s,7.172156810760498,7.2s,0.2%
32,32,0.09999940720805701,0.0549592599272728,1.0,,,5.699283599853516,5.7s,5.699459552764893,5.7s,7.232752561569214,7.2s,7.232853889465332,7.2s,0.2%
33,33,0.0999993683466483,0.058095626533031464,1.0,,,5.709641933441162,5.7s,5.709822416305542,5.7s,7.2909533977508545,7.3s,7.291058301925659,7.3s,0.2%
34,34,0.09999932825155462,0.04267303645610809,1.0,,,5.719166278839111,5.7s,5.719351768493652,5.7s,7.344899892807007,7.3s,7.345007658004761,7.3s,0.2%
35,35,0.09999928692277697,0.11766723543405533,0.99,,,5.729161977767944,5.7s,5.729352951049805,5.7s,7.398943662643433,7.4s,7.399054765701294,7.4s,0.2%
36,36,0.09999924436031637,0.04080505296587944,1.0,,,5.738529682159424,5.7s,5.738724946975708,5.7s,7.4521942138671875,7.5s,7.452308416366577,7.5s,0.2%
37,37,0.09999920056417386,0.04003791883587837,1.0,,,5.747849941253662,5.7s,5.748049736022949,5.7s,7.506411075592041,7.5s,7.506528615951538,7.5s,0.2%
38,38,0.09999915553435053,0.036417387425899506,0.99,,,5.757413387298584,5.8s,5.757618188858032,5.8s,7.731927156448364,7.7s,7.7320475578308105,7.7s,0.2%
39,39,0.09999910927084749,0.03009079024195671,1.0,,,5.767101287841797,5.8s,5.767311096191406,5.8s,7.7863969802856445,7.8s,7.786520719528198,7.8s,0.2%
40,40,0.09999906177366588,0.02835990861058235,1.0,,,5.776222467422485,5.8s,5.776435613632202,5.8s,7.84178614616394,7.8s,7.841913223266602,7.8s,0.2%
41,41,0.09999901304280687,0.02416137605905533,1.0,,,5.785918474197388,5.8s,5.786135196685791,5.8s,7.8958656787872314,7.9s,7.895995616912842,7.9s,0.2%
42,42,0.09999896307827166,0.023679770529270172,1.0,,,5.795888423919678,5.8s,5.7961108684539795,5.8s,7.950507402420044,8.0s,7.950640916824341,8.0s,0.2%
43,43,0.0999989118800615,0.020985260605812073,1.0,,,5.805994987487793,5.8s,5.806222677230835,5.8s,8.00522494316101,8.0s,8.005361795425415,8.0s,0.2%
44,44,0.09999885944817762,0.022951697930693626,1.0,,,5.815417528152466,5.8s,5.815650701522827,5.8s,8.058908462524414,8.1s,8.059048652648926,8.1s,0.2%
45,45,0.09999880578262135,0.01850540190935135,1.0,,,5.824836730957031,5.8s,5.825078010559082,5.8s,8.11834454536438,8.1s,8.118489027023315,8.1s,0.2%
46,46,0.09999875088339401,0.020360488444566727,1.0,,,5.835416793823242,5.8s,5.835665941238403,5.8s,8.174689531326294,8.2s,8.174838066101074,8.2s,0.2%
