step,epoch,train_loss,train_acc,train_path_loss,train_path_acc,timestamp,timestamp_fmt,duration,duration_fmt,dur_total_core,dur_train_core,dur_dl_train,val_loss,val_acc,val_path_loss,val_path_acc
1,1,4.605496636708578,0.012,mean: 4.732236968417962,mean: 0.0100625,1749013760.8500416,2025/06/04 14:09:20,2.4722301959991455,2.5s,1.935985803604126,1.9360706806182861,0.05846762657165527,,,,
2,2,4.600540368398031,0.012333333333333333,mean: 4.722542036473751,mean: 0.010250000000000006,1749013762.9829652,2025/06/04 14:09:22,4.605153799057007,4.6s,3.7216830253601074,3.721860885620117,0.12472152709960938,,,,
3,3,4.593303625742594,0.019666666666666666,mean: 4.711154212574164,mean: 0.010510416666666668,1749013765.0056849,2025/06/04 14:09:25,6.627873420715332,6.6s,5.425357818603516,5.425601243972778,0.1870739459991455,,,,
4,4,4.586276892344157,0.022,mean: 4.701300947427752,mean: 0.010765625000000006,1749013767.0260615,2025/06/04 14:09:27,8.648250102996826,8.6s,7.13156533241272,7.131864547729492,0.245147705078125,,,,
5,5,4.577042229970297,0.025333333333333333,mean: 4.6912727308869355,mean: 0.01090104166666667,1749013769.0423837,2025/06/04 14:09:29,10.66457223892212,10.7s,8.840007781982422,8.840363264083862,0.299837589263916,,,,
6,6,4.566956961313884,0.029666666666666668,mean: 4.682571563700836,mean: 0.011359375000000003,1749013771.0532138,2025/06/04 14:09:31,12.675402402877808,12.7s,10.542609691619873,10.543020486831665,0.35547804832458496,,,,
7,7,4.554547959645589,0.035333333333333335,mean: 4.67492207356294,mean: 0.011947916666666671,1749013773.0566118,2025/06/04 14:09:33,14.678800344467163,14.7s,12.240366220474243,12.240829706192017,0.41065073013305664,,,,
8,8,4.540319009145101,0.036333333333333336,mean: 4.668178967217603,mean: 0.013067708333333334,1749013775.0935967,2025/06/04 14:09:35,16.715785264968872,16.7s,13.9697847366333,13.970304489135742,0.4660177230834961,,,,
9,9,4.523925459543864,0.03666666666666667,mean: 4.663167470097541,mean: 0.013583333333333341,1749013777.1230683,2025/06/04 14:09:37,18.745256900787354,18.7s,15.68850588798523,15.689087390899658,0.5208828449249268,,,,
10,10,4.511206990559896,0.041666666666666664,mean: 4.66508804134528,mean: 0.013927083333333336,1749013779.1519725,2025/06/04 14:09:39,20.774161100387573,20.8s,17.40121555328369,17.4018611907959,0.5770964622497559,,,,
