step,trainable,epoch,train_loss,train_acc,timestamp,timestamp_fmt,duration,duration_fmt,dur_total_core,dur_train_core,dur_dl_train,val_loss,val_acc
1,2052,1,1.289510480562846,0.453125,1749470212.4375672,2025/06/09 20:56:52,0.7349624633789062,735.0ms,0.03446626663208008,0.03447723388671875,0.0868062973022461,,
2,2052,2,0.6600688179334004,0.7885416666666667,1749470212.7884355,2025/06/09 20:56:52,1.0858306884765625,1.1s,0.06076812744140625,0.06078934669494629,0.24720335006713867,,
3,2052,3,0.5531882921854655,0.8041666666666667,1749470213.1437902,2025/06/09 20:56:53,1.441185474395752,1.4s,0.08628153800964355,0.08631324768066406,0.41640305519104004,,
4,2052,4,0.49027047157287595,0.8333333333333334,1749470213.4911475,2025/06/09 20:56:53,1.7885427474975586,1.8s,0.11168646812438965,0.11172842979431152,0.5811309814453125,,
5,2052,5,0.46317868630091347,0.8479166666666667,1749470213.9691978,2025/06/09 20:56:53,2.2665929794311523,2.3s,0.14269328117370605,0.13744378089904785,0.7496066093444824,0.5571694691975911,0.825
6,2052,6,0.4466359754403432,0.8541666666666666,1749470215.4846456,2025/06/09 20:56:55,3.78204083442688,3.8s,0.16854310035705566,0.16330337524414062,0.9239311218261719,,
7,2052,7,0.4190422852834066,0.8572916666666667,1749470215.841392,2025/06/09 20:56:55,4.138787269592285,4.1s,0.1947774887084961,0.18954849243164062,1.0872843265533447,,
8,2052,8,0.41265613834063214,0.865625,1749470216.1997552,2025/06/09 20:56:56,4.497150421142578,4.5s,0.22108817100524902,0.21587014198303223,1.2519176006317139,,
9,2052,9,0.4178861935933431,0.8489583333333334,1749470216.5613918,2025/06/09 20:56:56,4.8587870597839355,4.9s,0.24724078178405762,0.2420351505279541,1.4213495254516602,,
10,2052,10,0.4098874111970266,0.8604166666666667,1749470217.045238,2025/06/09 20:56:57,5.342633247375488,5.3s,0.2778921127319336,0.26737499237060547,1.5859203338623047,0.46298364996910096,0.8541666666666666
11,2052,11,0.41867400109767916,0.85625,1749470218.573555,2025/06/09 20:56:58,6.870950222015381,6.9s,0.3038330078125,0.29332733154296875,1.775104284286499,,
12,2052,12,0.38691187103589375,0.8760416666666667,1749470218.9636471,2025/06/09 20:56:58,7.261042356491089,7.3s,0.3307685852050781,0.32027411460876465,1.970682144165039,,
13,2052,13,0.41676604747772217,0.8666666666666667,1749470219.3256216,2025/06/09 20:56:59,7.623016834259033,7.6s,0.3564872741699219,0.34600400924682617,2.1387784481048584,,
14,2052,14,0.3958228866259257,0.86875,1749470219.6806824,2025/06/09 20:56:59,7.97807765007019,8.0s,0.3820486068725586,0.37157559394836426,2.303056240081787,,
15,2052,15,0.37174988985061647,0.8645833333333334,1749470220.1888485,2025/06/09 20:57:00,8.486243724822998,8.5s,0.4136521816253662,0.39789462089538574,2.4897730350494385,0.4286449611186981,0.8583333333333333
16,2052,16,0.37604378859202064,0.8708333333333333,1749470221.698655,2025/06/09 20:57:01,9.996050119400024,10.0s,0.45723700523376465,0.44148969650268555,2.5870025157928467,,
17,2052,17,0.371528697013855,0.8729166666666667,1749470222.0639875,2025/06/09 20:57:02,10.361382722854614,10.4s,0.4894270896911621,0.4736909866333008,2.7299561500549316,,
18,2052,18,0.3797031323115031,0.871875,1749470222.424637,2025/06/09 20:57:02,10.722032308578491,10.7s,0.5202586650848389,0.5045318603515625,2.8725640773773193,,
19,2052,19,0.34919588565826415,0.8875,1749470222.784728,2025/06/09 20:57:02,11.082123279571533,11.1s,0.5491435527801514,0.5334267616271973,3.0273613929748535,,
20,2052,20,0.35146353642145794,0.8770833333333333,1749470223.2724273,2025/06/09 20:57:03,11.569822549819946,11.6s,0.5842850208282471,0.5632812976837158,3.1926331520080566,0.42754457592964173,0.8625
21,11178564,21,0.38306795954704287,0.8625,1749470225.03132,2025/06/09 20:57:05,13.328715324401855,13.3s,0.6693918704986572,0.6484057903289795,3.279203414916992,,
22,11178564,22,0.3165926218032837,0.8791666666666667,1749470225.604809,2025/06/09 20:57:05,13.902204275131226,13.9s,0.7532877922058105,0.7323167324066162,3.3668010234832764,,
23,11178564,23,0.297087295850118,0.8833333333333333,1749470226.1874163,2025/06/09 20:57:06,14.484811544418335,14.5s,0.8370640277862549,0.8161056041717529,3.458742618560791,,
24,11178564,24,0.2684136390686035,0.8989583333333333,1749470226.7578623,2025/06/09 20:57:06,15.055257558822632,15.1s,0.9203779697418213,0.8994312286376953,3.544881582260132,,
25,11178564,25,0.24911322295665742,0.9072916666666667,1749470227.4657786,2025/06/09 20:57:07,15.763173818588257,15.8s,1.0102615356445312,0.9839539527893066,3.6327714920043945,0.34313434958457945,0.9041666666666667
26,11178564,26,0.2352760136127472,0.9114583333333334,1749470229.1779437,2025/06/09 20:57:09,17.47533893585205,17.5s,1.0933678150177002,1.0670843124389648,3.7209784984588623,,
27,11178564,27,0.23696428140004475,0.9020833333333333,1749470229.7492032,2025/06/09 20:57:09,18.046598434448242,18.0s,1.1778957843780518,1.1516270637512207,3.807629346847534,,
28,11178564,28,0.22834518154462177,0.9197916666666667,1749470230.321985,2025/06/09 20:57:10,18.619380235671997,18.6s,1.2614803314208984,1.235224723815918,3.8942370414733887,,
29,11178564,29,0.2153106133143107,0.91875,1749470230.8923287,2025/06/09 20:57:10,19.18972396850586,19.2s,1.3447997570037842,1.3185572624206543,3.9808409214019775,,
30,11178564,30,0.2198303739229838,0.9229166666666667,1749470231.5995553,2025/06/09 20:57:11,19.896950483322144,19.9s,1.4343876838684082,1.4026691913604736,4.071821212768555,0.35663809776306155,0.8958333333333334
31,11178564,31,0.20918073852856953,0.9260416666666667,1749470233.3083372,2025/06/09 20:57:13,21.605732440948486,21.6s,1.517622947692871,1.4859166145324707,4.160990476608276,,
32,11178564,32,0.18364320298035938,0.9302083333333333,1749470233.8842914,2025/06/09 20:57:13,22.181686639785767,22.2s,1.6032602787017822,1.5715649127960205,4.247734785079956,,
33,11178564,33,0.18846272031466166,0.93125,1749470234.460342,2025/06/09 20:57:14,22.757737159729004,22.8s,1.6882503032684326,1.656567096710205,4.334537744522095,,
34,11178564,34,0.16760333081086476,0.934375,1749470235.0391855,2025/06/09 20:57:15,23.336580753326416,23.3s,1.772268533706665,1.7405974864959717,4.426726579666138,,
35,11178564,35,0.1586855858564377,0.940625,1749470235.7481189,2025/06/09 20:57:15,24.04551410675049,24.0s,1.8626179695129395,1.8256535530090332,4.518651723861694,0.29142186641693113,0.9083333333333333
36,11178564,36,0.13619238336881,0.946875,1749470237.45822,2025/06/09 20:57:17,25.755615234375,25.8s,1.9463365077972412,1.909386396408081,4.605596542358398,,
37,11178564,37,0.1746990501880646,0.9354166666666667,1749470238.0351226,2025/06/09 20:57:18,26.332517862319946,26.3s,2.0297505855560303,1.992812156677246,4.693615436553955,,
38,11178564,38,0.12925709784030914,0.953125,1749470238.615867,2025/06/09 20:57:18,26.913262128829956,26.9s,2.113093376159668,2.0761678218841553,4.787209749221802,,
39,11178564,39,0.13360231046875318,0.9520833333333333,1749470239.1926997,2025/06/09 20:57:19,27.490094900131226,27.5s,2.1967689990997314,2.159856081008911,4.875388860702515,,
40,11178564,40,0.11651211033264795,0.9572916666666667,1749470239.8983803,2025/06/09 20:57:19,28.195775508880615,28.2s,2.2858340740203857,2.2436399459838867,4.963165283203125,0.2950071473916372,0.9041666666666667
41,11178564,41,0.12398699124654135,0.9552083333333333,1749470241.615684,2025/06/09 20:57:21,29.913079261779785,29.9s,2.369800090789795,2.327618360519409,5.0521674156188965,,
