step,epoch,train_loss,train_acc,timestamp,timestamp_fmt,duration,duration_fmt,dur_total_core,dur_train_core,dur_dl_train,val_loss,val_acc
126,126,0.25490931840169995,0.9214285714285714,1749097222.0511398,2025/06/05 13:20:22,83.7713508605957,1.4m,8.27111291885376,7.114580869674683,8.330646753311157,0.8008977068795098,0.8444444444444444
127,127,0.2791394903546288,0.905952380952381,1749097222.6502066,2025/06/05 13:20:22,84.37041759490967,1.4m,8.320655822753906,7.164157390594482,8.385226726531982,,
128,128,0.31224781104496546,0.9011904761904762,1749097223.3266473,2025/06/05 13:20:23,85.04685831069946,1.4m,8.39689016342163,7.2086522579193115,8.503299713134766,0.9768313540352715,0.7861111111111111
129,129,0.39534328977266947,0.8821428571428571,1749097224.1370494,2025/06/05 13:20:24,85.85726046562195,1.4m,8.466180324554443,7.277971982955933,8.557299375534058,,
130,130,0.2251729965209961,0.9178571428571428,1749097224.7157228,2025/06/05 13:20:24,86.43593382835388,1.4m,8.527916431427002,7.325201749801636,8.622356653213501,0.5853493134180705,0.8833333333333333
131,131,0.2893898084050133,0.905952380952381,1749097225.4075568,2025/06/05 13:20:25,87.12776780128479,1.5m,8.582149505615234,7.379471778869629,8.681609869003296,,
132,132,0.2564467130672364,0.9130952380952381,1749097226.2719471,2025/06/05 13:20:26,87.99215817451477,1.5m,8.682106018066406,7.460177421569824,8.73524522781372,0.5705961121453179,0.8694444444444445
133,133,0.2659479101055435,0.9166666666666666,1749097226.8569224,2025/06/05 13:20:26,88.57713341712952,1.5m,8.723774194717407,7.50187611579895,8.787135124206543,,
134,134,0.2970726382164728,0.9083333333333333,1749097227.4379594,2025/06/05 13:20:27,89.15817046165466,1.5m,8.791137933731079,7.555442571640015,8.842551231384277,0.6948547879854838,0.8222222222222222
135,135,0.31915915721938726,0.9083333333333333,1749097228.3935022,2025/06/05 13:20:28,90.11371326446533,1.5m,8.882418155670166,7.6467530727386475,8.895781755447388,,
136,136,0.2687994182109833,0.9178571428571428,1749097229.092605,2025/06/05 13:20:29,90.81281614303589,1.5m,8.958574771881104,7.700376749038696,8.986989974975586,0.5998632033665975,0.8527777777777777
137,137,0.2558360610689436,0.9071428571428571,1749097229.6791742,2025/06/05 13:20:29,91.39938521385193,1.5m,9.000599384307861,7.742430686950684,9.041883945465088,,
138,138,0.2656404114904858,0.9119047619047619,1749097230.553841,2025/06/05 13:20:30,92.27405214309692,1.5m,9.10559892654419,7.819068908691406,9.1004798412323,0.6173433515760633,0.85
139,139,0.3394092081646834,0.8833333333333333,1749097231.2436414,2025/06/05 13:20:31,92.9638524055481,1.5m,9.164485216140747,7.877992868423462,9.157736539840698,,
140,140,0.26248530404908316,0.9178571428571428,1749097231.8347871,2025/06/05 13:20:31,93.55499815940857,1.6m,9.224161863327026,7.924336194992065,9.238386631011963,0.6163444916407267,0.8694444444444445
141,141,0.28177273470708836,0.9083333333333333,1749097232.7058842,2025/06/05 13:20:32,94.42609524726868,1.6m,9.301053524017334,8.001256704330444,9.293025970458984,,
142,142,0.2772066797528948,0.9095238095238095,1749097233.3622415,2025/06/05 13:20:33,95.08245253562927,1.6m,9.373924732208252,8.059997320175171,9.349048614501953,1.0639907677968343,0.7333333333333333
143,143,0.31505808035532634,0.9166666666666666,1749097233.9447439,2025/06/05 13:20:33,95.66495490074158,1.6m,9.421736240386963,8.107842445373535,9.40203070640564,,
144,144,0.234611900079818,0.930952380952381,1749097234.7901413,2025/06/05 13:20:34,96.51035237312317,1.6m,9.518203496932983,8.184695959091187,9.453347206115723,0.6882421924008264,0.8638888888888889
145,145,0.2867329506647019,0.9023809523809524,1749097235.462467,2025/06/05 13:20:35,97.18267798423767,1.6m,9.565126419067383,8.231651306152344,9.536572933197021,,
146,146,0.2842001472200666,0.9011904761904762,1749097236.053945,2025/06/05 13:20:36,97.77415609359741,1.6m,9.627674579620361,8.27855396270752,9.607267379760742,1.0381629784901938,0.7777777777777778
147,147,0.31767271899041677,0.8988095238095238,1749097236.9470923,2025/06/05 13:20:36,98.66730332374573,1.6m,9.722530364990234,8.373440265655518,9.689903736114502,,
148,148,0.22883004688081288,0.9238095238095239,1749097237.7473838,2025/06/05 13:20:37,99.46759486198425,1.7m,9.815660953521729,8.44404911994934,9.742000341415405,0.6364413195186192,0.8555555555555555
149,149,0.2282955841826541,0.9214285714285714,1749097238.3239355,2025/06/05 13:20:38,100.04414653778076,1.7m,9.860578298568726,8.488998651504517,9.798472881317139,,
